Chapter,Shloka,Sanskrit Word,Hindi Meaning,Transliterated Word,English Meaning
8,10,अचिन्त्य,अकल्पनीयः रूपम्,acintya,unimaginable form
8,10,आदित्य,वर्णम्,āditya,Varnam
8,10,तमसः,अज्ञानता का अंधकार,tamasaḥ,darkness of ignorance
8,10,परस्तात्,परे। प्रयाण,parastāt,Beyond. journey
8,10,मनसा,मन,manasā,Mind
8,10,अचलेन,दृढ़ः भक्त्या श्रद्धा भक्ति से स्मरण,acalena,"Strong: Bhaktya, devotion, remembrance with devotion."
8,10,युक्तः,एकीकृत कर,yuktaḥ,integrated tax
8,10,योग,बलेन,yoga,baleen
8,10,च,भी,ca,Too
8,10,एव,निश्चय ही,eva,tentu Saja
8,10,भ्रुवोः,दोनों भौहों के,bhruvoḥ,of both eyebrows
8,10,मध्ये,मध्य में प्राणम्,madhye,pranam in the middle
8,10,आवेश्य,स्थित करना,āveśya,To locate
8,10,सम्यक्,पूर्णतया,samyak,quite
8,10,स:,वह,sa:,He
8,10,तम्,उसका,tam,His
8,10,परम्,पुरुषोत्तम भगवान,param,Purushottam Bhagwan
8,10,उपैति,प्राप्त करता है। दिव्यम्,upaiti,Receives. divine
8,11,यत्,जिस,yat,That
8,11,अक्षरम्,अविनाशी,akṣaram,indestructible
8,11,वेद,विदः,veda,vidah
8,11,वदन्ति,वर्णन करते हैं,vadanti,Let's describe
8,11,वशन्ति,प्रवेश करना,vaśanti,enter
8,11,यत्,जिसमें,yat,in which
8,11,यतयः,बड़े,yatayaḥ,elder
8,11,वीत,रागाः,vīta,Rāgaḥ
8,11,यत्,जो,yat,Who
8,11,इच्छन्तः,इच्छा करने वाले,icchantaḥ,those who wish
8,11,ब्रह्मचर्यम्,ब्रह्मचर्य का,brahmacaryam,of celibacy
8,11,चरन्ति,अभ्यास करना,caranti,To exercise
8,11,तत्,उस,tat,That
8,11,ते,तुमको,te,To you
8,11,पदं,लक्ष्य,padaṃ,Target
8,11,सङ्ग्रहेण,संक्षेप में,saṅgraheṇa,in short
8,11,प्रवक्ष्ये,मैं बतलाऊँगा।,pravakṣye,I will tell.
8,12,सर्व,द्वाराणि,sarva,दवरानी
8,12,संयम्य,नियंत्रित करके,saṃyamya,by controlling
8,12,मन:,मनः हृदि हृदय में,mana:,Manah Hridhi Hriday in Hriday
8,12,निरूध्य,अवरोध,nirūdhya,barrier
8,12,च,भी,ca,Too
8,12,मूर्ध्नि,सिर पर,mūrdhni,on the head
8,12,आधाय,स्थिर करना,ādhāya,To decide
8,12,आत्मन:,अपने प्राणम्,ātmana:,my life
8,12,आस्थितः,स्थित,āsthitaḥ,Located
8,12,योग,धारणाम् योग में एकाग्रता।,yoga,Concentration in Dharanam Yoga.
8,13,ॐ,निराकार भगवान के स्वरूप का प्रतिनिधित्व करने वाला मंत्र,oṃ,Mantra representing formless form of God
8,13,इति,इस प्रकार,iti,Thus
8,13,एक,अक्षरम्,eka,Aksharam
8,13,ब्रह्म,परम सत्य,brahma,ultimate truth
8,13,व्याहरन्,उच्चारण करना,vyāharan,to pronounce
8,13,माम्,मुझको,mām,me
8,13,अनुस्मरन्,स्मरण करते हुए,anusmaran,remembering
8,13,यः,जो,yaḥ,Who
8,13,प्रयाति,प्रस्थान करना,prayāti,to depart
8,13,त्यजन्,छोड़ते हुए,tyajan,dropping off
8,13,देहम्,इस शरीर को,deham,to this body
8,13,सः,वह,saḥ,He
8,13,याति प्राप्त करता है। परमाम्,परम,yāti prāpta karatā hai| paramām,Supreme
8,13,गतिम्,लक्ष्य।,gatim,Target.
8,14,अनन्य,चेताः,ananya,warning:
8,14,सततम्,सदैव,satatam,forever
8,14,यः,जो,yaḥ,Who
8,14,माम्,मुझमें,mām,in me
8,14,स्मरति,स्मरण,smarati,remembrance
8,14,नित्यश:,नियमित रूप से,nityaśa:,regularly
8,14,तस्य,उसका,tasya,His
8,14,अहम्,मैं हूँ,aham,I am
8,14,सु,लभः,su,Benefits:
8,14,पार्थ,पृथापुत्र,pārtha,Prithaputra
8,14,नित्य,निरन्तर,nitya,continuously
8,14,युक्तस्य,तल्लीन,yuktasya,engrossed
8,14,योगिनः,योगी।,yoginaḥ,Yogi.
8,15,माम्,मुझे उपेत्य,mām,above me
8,15,पुनः,फिर,punaḥ,Then
8,15,जन्म,जन्म,janma,Birth
8,15,दुःख,आलयम्,duḥkha,Aalayam
8,15,आशाश्वतम्,अस्थायी,āśāśvatam,Temporary
8,15,न,कभी नहीं,na,Never
8,15,आप्नुवन्ति,प्राप्त करते हैं,āpnuvanti,Receive
8,15,महा,आत्मानः,mahā,Atmanah
8,15,संसिद्धिम्,पूर्णता को,saṃsiddhim,to perfection
8,15,परमाम्,परम,paramām,Supreme
8,15,गताः,प्राप्त हुए।,gatāḥ,Received.
8,16,आ,ब्रह्म,ā,Brahma
8,16,लोकाः,सारे लोक,lokāḥ,all people
8,16,पुनः,फिर,punaḥ,Then
8,16,आवर्तिनः,पुर्नजन्म लेने वाले,āvartinaḥ,reincarnated
8,16,अर्जुन,अर्जुन,arjuna,Arjun
8,16,माम्,मुझको,mām,me
8,16,उपेत्य,पाकर,upetya,after getting
8,16,तु,लेकिन,tu,But
8,16,कौन्तेय,कुन्तीपुत्र अर्जुनः पुनः जन्म,kaunteya,Kuntiputra Arjun: Rebirth
8,16,न,कभी नहीं,na,Never
8,16,विद्यते,होता है।,vidyate,It happens.
8,17,सहस्त्र,एक हजार,sahastra,a thousand
8,17,युग,युग,yuga,Era
8,17,पर्यन्तम्,तक,paryantam,till
8,17,अहः,एक दिन,ahaḥ,one day
8,17,यत्,जो,yat,Who
8,17,ब्रह्मण,ब्रह्मा का,brahmaṇa,Brahma's
8,17,विदु:,जानना,vidu:,Know
8,17,रात्रिम्,रात्रि,rātrim,night
8,17,युग,युग,yuga,Era
8,17,सहस्न्नान्ताम्,एक हजार युग समाप्त होने पर,sahasnnāntām,at the end of a thousand ages
8,17,ते,वे,te,They
8,17,अहः,रात्र,ahaḥ,night
8,17,जना:,लोग।,janā:,People.
8,18,अव्यक्तात,अव्यक्त अवस्था से,avyaktāta,from latent state
8,18,व्यक्तयः,व्यक्तावस्थाः सर्वाः,vyaktayaḥ,vyaktavastha sarvah
8,18,अहः,आगमे ब्रह्मा के दिन का शुभारम्भ,ahaḥ,Beginning of Brahma's day
8,18,रात्रि,आगमे रात्रि होने पर,rātri,when night falls
8,18,प्रलीयन्ते,लीन हो जाते हैं,pralīyante,become absorbed
8,18,तत्र,उसमें,tatra,in that
8,18,एव,निश्चय ही,eva,tentu Saja
8,18,अव्यक्त,अप्रकट,avyakta,latent
8,18,अव्यक्त,संज्ञके,avyakta,noun's
8,19,भूत,ग्रामः,bhūta,Village:
8,19,सः,ये,saḥ,These
8,19,एव,निश्चय ही,eva,tentu Saja
8,19,अयम्,यह,ayam,it
8,19,भूत्वा,बारम्बार जन्म लेना,bhūtvā,to be born again and again
8,19,प्रलीयते,विलीन हो जाता है,pralīyate,merges into
8,19,रात्रि,आगमे,rātri,fire
8,19,अवशः,असहाय,avaśaḥ,helpless
8,19,पार्थ,"पृथापुत्र, अर्जुनः प्रभवति",pārtha,"Prithaputra, Arjuna Prabhavati"
8,19,अहः,दिन,ahaḥ,Day
8,19,आगमे,दिन के आरम्भ में।,āgame,Early in the day.
8,20,पर:,परे,para:,beyond
8,20,तस्मात्,उसकी अपेक्षा,tasmāt,than that
8,20,तु,लेकिन,tu,But
8,20,भावा:,सृष्टि,bhāvā:,Nature
8,20,अन्य:,दूसरी,anya:,second
8,20,अव्यक्त:,अव्यक्त,avyakta:,latent
8,20,अव्यक्तात्,अव्यक्त की,avyaktāt,of the latent
8,20,सनातनः,शाश्वत,sanātanaḥ,eternal
8,20,य,जो,ya,Who
8,20,सः,वह जो,saḥ,the one who
8,20,सर्वेषु,समस्त,sarveṣu,all
8,20,भूतेषु,जीवों में,bhūteṣu,in living beings
8,20,नश्यत्सु,नष्ट होने पर,naśyatsu,upon destruction
8,20,न,कभी नहीं,na,Never
8,20,विनश्यति,विनष्ट होती है।,vinaśyati,Is destroyed.
8,21,अव्यक्त:,अप्रकट,avyakta:,latent
8,21,अक्षर:,अविनाशी,akṣara:,indestructible
8,21,इति,इस प्रकार,iti,Thus
8,21,उक्त:,कहा गया,ukta:,said
8,21,तम्,उसको,tam,For him
8,21,आहुः,कहा जाता है,āhuḥ,is called
8,21,परमाम्,सर्वोच्च,paramām,supreme
8,21,गतिम्,गन्तव्य,gatim,destination
8,21,यम्,जिसको,yam,whom
8,21,प्राप्य,प्राप्त करके,prāpya,by receiving
8,21,न,कभी,na,Sometimes
8,21,निवर्तन्ते,वापस आते है,nivartante,come back
8,21,तत्,वह,tat,He
8,21,धाम,लोक,dhāma,Folk
8,21,परमम्,सर्वोच्च,paramam,supreme
8,21,मम,मेरा।,mama,My.
8,22,पुरूषः,परम भगवान,purūṣaḥ,supreme god
8,22,सः,वह,saḥ,He
8,22,परः,"महान, पार्थ",paraḥ,"Great, Parth"
8,22,भक्त्या,भक्ति द्वारा,bhaktyā,by devotion
8,22,लभ्यः,प्राप्त किया जा सकता है,labhyaḥ,can be obtained
8,22,तु,वास्तव में,tu,In fact
8,22,अनन्यया,बिना किसी अन्य के,ananyayā,without anyone else
8,22,यस्य,जिसके,yasya,whose
8,22,अन्तः,स्थानि,antaḥ,location
8,22,भूतानि,सभी जीव,bhūtāni,all living beings
8,22,येन,जिनके द्वारा,yena,by whom
8,22,सर्वम्,समस्त,sarvam,all
8,22,इदम्,जो कुछ हम देख सकते हैं,idam,everything we can see
8,22,ततम्,व्याप्त है।,tatam,Is prevalent.
8,23,यत्र,जहाँ,yatra,Where
8,23,काले,समय,kāle,Time
8,23,तु,निश्चित रूप से,tu,Definitely
8,23,अनावृत्तिम्,लौटकर न आना,anāvṛttim,don't come back
8,23,आवृत्तिम्,लौटना,āvṛttim,to return
8,23,च,भी,ca,Too
8,23,एव,निश्चय ही,eva,tentu Saja
8,23,योगिनः,योगी,yoginaḥ,Yogi
8,23,प्रयाता:,देह त्यागने वाले,prayātā:,those who leave their bodies
8,23,यान्ति,प्राप्त करते हैं,yānti,Receive
8,23,तम्,उस,tam,That
8,23,कालम्,काल को,kālam,to time
8,23,यक्ष्यामि,वर्णन करूँगा,yakṣyāmi,will describe
8,23,भरत,ऋषभ,bharata,Rishabh
8,23,ज्योति:,प्रकाश,jyoti:,Light
8,23,अहः,दिन,ahaḥ,Day
8,23,शुक्ल:,शुक्लपक्ष,śukla:,Darker fortnight
8,23,षट्,मासाः,ṣaṭ,Masaah
8,23,उत्तर,अयणम्,uttara,Ayanam
8,23,तत्र,वहाँ,tatra,There
8,23,प्रयाता:,देह त्यागने वाले,prayātā:,those who leave their bodies
8,23,गच्छन्ति,जाते हैं,gacchanti,are going
8,23,ब्रह्म,विदः,brahma,vidah
8,23,जनाः,लोग। धूम:,janāḥ,People. sputter:
8,23,रात्रि:,रात,rātri:,Night
8,23,तथा,और,tathā,And
8,23,कृष्ण:,चन्द्रमा का कृष्णपक्ष,kṛṣṇa:,dark side of the moon
8,23,षट्,मासा:,ṣaṭ,Masa:
8,23,दक्षिण,अयणम्,dakṣiṇa,Ayanam
8,23,तत्र,वहाँ,tatra,There
8,23,चान्द्र,मसम् चन्द्रमा संबंधी,cāndra,masam moon related
8,23,ज्योतिः,प्रकाश,jyotiḥ,Light
8,23,योगी,योगी,yogī,Yogi
8,23,प्राप्य,प्राप्त करके,prāpya,by receiving
8,23,निवर्तते वापस आता है। शुक्ल,प्रकाश,nivartate vāpasa ātā hai| śukla,Light
8,23,कृष्णे,अंधकार,kṛṣṇe,darkness
8,23,गती,मार्ग,gatī,route
8,23,हि,निश्चय ही,hi,tentu Saja
8,23,एते,ये दोनों,ete,these two
8,23,जगतः,भौतिक जगत् का,jagataḥ,of the physical world
8,23,शाश्वते,नित्य,śāśvate,continual
8,23,मते,मत से,mate,by opinion
8,23,एकया,एक के द्वारा,ekayā,by an
8,23,याति,जाता है,yāti,goes
8,23,अनावृत्तिम्,न लौटने के लिए,anāvṛttim,not to return
8,23,अन्यथा,अन्य के द्वारा,anyathā,by others
8,23,आवर्तते,लौटकर आ जाता है,āvartate,comes back
8,23,पुनः,फिर से।,punaḥ,Again.
8,24,यत्र,जहाँ,yatra,Where
8,24,काले,समय,kāle,Time
8,24,तु,निश्चित रूप से,tu,Definitely
8,24,अनावृत्तिम्,लौटकर न आना,anāvṛttim,don't come back
8,24,आवृत्तिम्,लौटना,āvṛttim,to return
8,24,च,भी,ca,Too
8,24,एव,निश्चय ही,eva,tentu Saja
8,24,योगिनः,योगी,yoginaḥ,Yogi
8,24,प्रयाता:,देह त्यागने वाले,prayātā:,those who leave their bodies
8,24,यान्ति,प्राप्त करते हैं,yānti,Receive
8,24,तम्,उस,tam,That
8,24,कालम्,काल को,kālam,to time
8,24,यक्ष्यामि,वर्णन करूँगा,yakṣyāmi,will describe
8,24,भरत,ऋषभ,bharata,Rishabh
8,24,ज्योति:,प्रकाश,jyoti:,Light
8,24,अहः,दिन,ahaḥ,Day
8,24,शुक्ल:,शुक्लपक्ष,śukla:,Darker fortnight
8,24,षट्,मासाः,ṣaṭ,Masaah
8,24,उत्तर,अयणम्,uttara,Ayanam
8,24,तत्र,वहाँ,tatra,There
8,24,प्रयाता:,देह त्यागने वाले,prayātā:,those who leave their bodies
8,24,गच्छन्ति,जाते हैं,gacchanti,are going
8,24,ब्रह्म,विदः,brahma,vidah
8,24,जनाः,लोग। धूम:,janāḥ,People. sputter:
8,24,रात्रि:,रात,rātri:,Night
8,24,तथा,और,tathā,And
8,24,कृष्ण:,चन्द्रमा का कृष्णपक्ष,kṛṣṇa:,dark side of the moon
8,24,षट्,मासा:,ṣaṭ,Masa:
8,24,दक्षिण,अयणम्,dakṣiṇa,Ayanam
8,24,तत्र,वहाँ,tatra,There
8,24,चान्द्र,मसम् चन्द्रमा संबंधी,cāndra,masam moon related
8,24,ज्योतिः,प्रकाश,jyotiḥ,Light
8,24,योगी,योगी,yogī,Yogi
8,24,प्राप्य,प्राप्त करके,prāpya,by receiving
8,24,निवर्तते वापस आता है। शुक्ल,प्रकाश,nivartate vāpasa ātā hai| śukla,Light
8,24,कृष्णे,अंधकार,kṛṣṇe,darkness
8,24,गती,मार्ग,gatī,route
8,24,हि,निश्चय ही,hi,tentu Saja
8,24,एते,ये दोनों,ete,these two
8,24,जगतः,भौतिक जगत् का,jagataḥ,of the physical world
8,24,शाश्वते,नित्य,śāśvate,continual
8,24,मते,मत से,mate,by opinion
8,24,एकया,एक के द्वारा,ekayā,by an
8,24,याति,जाता है,yāti,goes
8,24,अनावृत्तिम्,न लौटने के लिए,anāvṛttim,not to return
8,24,अन्यथा,अन्य के द्वारा,anyathā,by others
8,24,आवर्तते,लौटकर आ जाता है,āvartate,comes back
8,24,पुनः,फिर से।,punaḥ,Again.
8,25,यत्र,जहाँ,yatra,Where
8,25,काले,समय,kāle,Time
8,25,तु,निश्चित रूप से,tu,Definitely
8,25,अनावृत्तिम्,लौटकर न आना,anāvṛttim,don't come back
8,25,आवृत्तिम्,लौटना,āvṛttim,to return
8,25,च,भी,ca,Too
8,25,एव,निश्चय ही,eva,tentu Saja
8,25,योगिनः,योगी,yoginaḥ,Yogi
8,25,प्रयाता:,देह त्यागने वाले,prayātā:,those who leave their bodies
8,25,यान्ति,प्राप्त करते हैं,yānti,Receive
8,25,तम्,उस,tam,That
8,25,कालम्,काल को,kālam,to time
8,25,यक्ष्यामि,वर्णन करूँगा,yakṣyāmi,will describe
8,25,भरत,ऋषभ,bharata,Rishabh
8,25,ज्योति:,प्रकाश,jyoti:,Light
8,25,अहः,दिन,ahaḥ,Day
8,25,शुक्ल:,शुक्लपक्ष,śukla:,Darker fortnight
8,25,षट्,मासाः,ṣaṭ,Masaah
8,25,उत्तर,अयणम्,uttara,Ayanam
8,25,तत्र,वहाँ,tatra,There
8,25,प्रयाता:,देह त्यागने वाले,prayātā:,those who leave their bodies
8,25,गच्छन्ति,जाते हैं,gacchanti,are going
8,25,ब्रह्म,विदः,brahma,vidah
8,25,जनाः,लोग। धूम:,janāḥ,People. sputter:
8,25,रात्रि:,रात,rātri:,Night
8,25,तथा,और,tathā,And
8,25,कृष्ण:,चन्द्रमा का कृष्णपक्ष,kṛṣṇa:,dark side of the moon
8,25,षट्,मासा:,ṣaṭ,Masa:
8,25,दक्षिण,अयणम्,dakṣiṇa,Ayanam
8,25,तत्र,वहाँ,tatra,There
8,25,चान्द्र,मसम् चन्द्रमा संबंधी,cāndra,masam moon related
8,25,ज्योतिः,प्रकाश,jyotiḥ,Light
8,25,योगी,योगी,yogī,Yogi
8,25,प्राप्य,प्राप्त करके,prāpya,by receiving
8,25,निवर्तते वापस आता है। शुक्ल,प्रकाश,nivartate vāpasa ātā hai| śukla,Light
8,25,कृष्णे,अंधकार,kṛṣṇe,darkness
8,25,गती,मार्ग,gatī,route
8,25,हि,निश्चय ही,hi,tentu Saja
8,25,एते,ये दोनों,ete,these two
8,25,जगतः,भौतिक जगत् का,jagataḥ,of the physical world
8,25,शाश्वते,नित्य,śāśvate,continual
8,25,मते,मत से,mate,by opinion
8,25,एकया,एक के द्वारा,ekayā,by an
8,25,याति,जाता है,yāti,goes
8,25,अनावृत्तिम्,न लौटने के लिए,anāvṛttim,not to return
8,25,अन्यथा,अन्य के द्वारा,anyathā,by others
8,25,आवर्तते,लौटकर आ जाता है,āvartate,comes back
8,25,पुनः,फिर से।,punaḥ,Again.
8,26,यत्र,जहाँ,yatra,Where
8,26,काले,समय,kāle,Time
8,26,तु,निश्चित रूप से,tu,Definitely
8,26,अनावृत्तिम्,लौटकर न आना,anāvṛttim,don't come back
8,26,आवृत्तिम्,लौटना,āvṛttim,to return
8,26,च,भी,ca,Too
8,26,एव,निश्चय ही,eva,tentu Saja
8,26,योगिनः,योगी,yoginaḥ,Yogi
8,26,प्रयाता:,देह त्यागने वाले,prayātā:,those who leave their bodies
8,26,यान्ति,प्राप्त करते हैं,yānti,Receive
8,26,तम्,उस,tam,That
8,26,कालम्,काल को,kālam,to time
8,26,यक्ष्यामि,वर्णन करूँगा,yakṣyāmi,will describe
8,26,भरत,ऋषभ,bharata,Rishabh
8,26,ज्योति:,प्रकाश,jyoti:,Light
8,26,अहः,दिन,ahaḥ,Day
8,26,शुक्ल:,शुक्लपक्ष,śukla:,Darker fortnight
8,26,षट्,मासाः,ṣaṭ,Masaah
8,26,उत्तर,अयणम्,uttara,Ayanam
8,26,तत्र,वहाँ,tatra,There
8,26,प्रयाता:,देह त्यागने वाले,prayātā:,those who leave their bodies
8,26,गच्छन्ति,जाते हैं,gacchanti,are going
8,26,ब्रह्म,विदः,brahma,vidah
8,26,जनाः,लोग। धूम:,janāḥ,People. sputter:
8,26,रात्रि:,रात,rātri:,Night
8,26,तथा,और,tathā,And
8,26,कृष्ण:,चन्द्रमा का कृष्णपक्ष,kṛṣṇa:,dark side of the moon
8,26,षट्,मासा:,ṣaṭ,Masa:
8,26,दक्षिण,अयणम्,dakṣiṇa,Ayanam
8,26,तत्र,वहाँ,tatra,There
8,26,चान्द्र,मसम् चन्द्रमा संबंधी,cāndra,masam moon related
8,26,ज्योतिः,प्रकाश,jyotiḥ,Light
8,26,योगी,योगी,yogī,Yogi
8,26,प्राप्य,प्राप्त करके,prāpya,by receiving
8,26,निवर्तते वापस आता है। शुक्ल,प्रकाश,nivartate vāpasa ātā hai| śukla,Light
8,26,कृष्णे,अंधकार,kṛṣṇe,darkness
8,26,गती,मार्ग,gatī,route
8,26,हि,निश्चय ही,hi,tentu Saja
8,26,एते,ये दोनों,ete,these two
8,26,जगतः,भौतिक जगत् का,jagataḥ,of the physical world
8,26,शाश्वते,नित्य,śāśvate,continual
8,26,मते,मत से,mate,by opinion
8,26,एकया,एक के द्वारा,ekayā,by an
8,26,याति,जाता है,yāti,goes
8,26,अनावृत्तिम्,न लौटने के लिए,anāvṛttim,not to return
8,26,अन्यथा,अन्य के द्वारा,anyathā,by others
8,26,आवर्तते,लौटकर आ जाता है,āvartate,comes back
8,26,पुनः,फिर से।,punaḥ,Again.
8,27,न,कभी नहीं,na,Never
8,27,एते,इन दोनों,ete,both of these
8,27,सृती,मार्गः पार्थ,sṛtī,Marg: Parth
8,27,जानन्,जानते हुए भी,jānan,knowing that
8,27,योगी,योगी,yogī,Yogi
8,27,मुह्यति,मोहग्रस्त,muhyati,infatuated
8,27,कश्चन,कोई,kaścana,Any
8,27,तस्मात्,अतः,tasmāt,Therefore
8,27,सर्वेषु,कालेषु,sarveṣu,Kaleshu
8,27,योग,युक्तः योग में स्थित,yoga,yuktaḥ situated in yoga
8,27,भव,होना,bhava,Happen
8,27,अर्जुन,हे अर्जुन।,arjuna,Hey Arjun.
8,28,वेदेष,वेदो के अध्ययन में,vedeṣa,In the study of Vedas
8,28,यज्ञेषु,यज्ञ का अनुष्ठान करने में,yajñeṣu,in performing the ritual of yagya
8,28,तपःसु,तपस्याएँ करने में,tapaḥsu,in performing penances
8,28,च,भी,ca,Too
8,28,एव,निश्चय ही,eva,tentu Saja
8,28,दानेषु,दान देने में,dāneṣu,in donating
8,28,यत्,जो,yat,Who
8,28,पुण्य,सफलम्,puṇya,successful
8,28,प्रदिष्टम्,प्राप्त करना,pradiṣṭam,to receive
8,28,अत्येति,पार कर जाता है,atyeti,crosses over
8,28,तत्,सर्वम्,tat,Sarvam
8,28,इदम्,यह,idam,it
8,28,विदित्वा,जानकर,viditvā,after knowing
8,28,योगी,योगी,yogī,Yogi
8,28,परम,परम,parama,Supreme
8,28,स्थानम्,धाम को,sthānam,to Dham
8,28,उपैति,प्राप्त करता है,upaiti,receives
8,28,च,भी,ca,Too
8,28,आद्यम्,"सनातन, आदि।",ādyam,"Sanatan, etc."
9,1,श्रीभगवान्,उवाच,śrībhagavān,Uvaach
9,1,इदम्,इस,idam,This
9,1,तु,लेकिन,tu,But
9,1,ते,तुमको,te,To you
9,1,गुह्य,तमम् अत्यन्त गूढ़ प्रवक्ष्यामि मैं प्रदान करूँगा अनसूयवे,guhya,I will provide you with all the most mysterious pravakshyami anasuyve.
9,1,ज्ञानम्,ज्ञान,jñānam,Knowledge
9,1,विज्ञान,अनुभूत ज्ञान,vijñāna,experiential knowledge
9,1,सहितम्,सहित,sahitam,including
9,1,यत्,जिसे,yat,whom
9,1,ज्ञात्वा,जानकर,jñātvā,after knowing
9,1,मोक्ष्यसे,मुक्त हो सकोगे,mokṣyase,can be free
9,1,अशुभात्,भौतिक संसार के कष्ट।,aśubhāt,The sufferings of the material world.
9,2,राज,विद्या,rāja,Knowledge
9,2,राज,गुह्यम्,rāja,Guhyam
9,2,पवित्रम्,शुद्ध,pavitram,Pure
9,2,इदम्,यह,idam,it
9,2,उत्तमम्,सर्वोच्च,uttamam,supreme
9,2,प्रत्यक्ष,प्रत्यक्ष,pratyakṣa,direct
9,2,अवगमम्,प्रत्यक्ष समझा जाने वाला,avagamam,apparent
9,2,धर्म्यम्,धर्म युक्त,dharmyam,full of religion
9,2,सु,सुखम् अत्यन्त सरल,su,happiness very simple
9,2,कर्तुम्,अभ्यास करने में,kartum,to practice
9,2,अव्ययम्,अविनाशी।,avyayam,Indestructible.
9,3,अश्रद्दधानाः,श्रद्धाविहीन लोग,aśraddadhānāḥ,faithless people
9,3,पुरुषा:,व्यक्ति,puruṣā:,Person
9,3,धर्मस्य,धर्म के प्रति,dharmasya,towards religion
9,3,अस्य,इस,asya,This
9,3,परन्तप,"शत्रु विजेता, अर्जुन",parantapa,"enemy conqueror, arjuna"
9,3,अप्राप्य,बिना प्राप्त किये,aprāpya,without receiving
9,3,माम्,मुझको,mām,me
9,3,निवर्तन्ते,लौटते हैं,nivartante,let's return
9,3,मृत्युः,मृत्युः संसार,mṛtyuḥ,Death: World
9,3,वर्त्मनि,मार्ग में।,vartmani,On the way.
9,4,मया,मेरे द्वारा,mayā,by me
9,4,ततम्,व्याप्त है,tatam,is prevalent
9,4,इदम्,यह,idam,it
9,4,सर्वम्,समस्त,sarvam,all
9,4,जगत्,ब्रह्माण्डीय अभिव्यक्तियाँ,jagat,cosmic manifestations
9,4,अव्यक्त,मूर्तिना,avyakta,sculpture
9,4,मत्,स्थानि,mat,location
9,4,सर्व,भूतानि,sarva,Bhutanese
9,4,न,नहीं,na,No
9,4,च,भी,ca,Too
9,4,अहम्,मैं,aham,I
9,4,तेषु,उनमें,teṣu,in them
9,4,अवस्थितः,निवास।,avasthitaḥ,Residence.
9,5,न,कभी नहीं,na,Never
9,5,च,और,ca,And
9,5,मत्,स्थानि,mat,location
9,5,भूतानि,सभी जीव,bhūtāni,all living beings
9,5,पश्य,देखो,paśya,See
9,5,मे,मेरा,me,My
9,5,योगम् ऐश्वरम्,दिव्य शक्ति,yogam aiśvaram,divine power
9,5,भूत,भृत्,bhūta,Bhrita
9,5,न,नहीं,na,No
9,5,च,भी,ca,Too
9,5,भूतस्थ:,में रहते हैं,bhūtastha:,live in
9,5,मम,मेरा,mama,My
9,5,आत्मा,स्वयं,ātmā,Self
9,5,भूत,भावन,bhūta,emotion
9,6,यथा,जैसे,yathā,As
9,6,आकाश,स्थितः,ākāśa,Location:
9,6,नित्यम्,सदैव,nityam,forever
9,6,वायुः,हवा,vāyuḥ,Air
9,6,सर्वत्र,ग:,sarvatra,G:
9,6,महान,शक्तिशाली,mahāna,powerful
9,6,तथा,उसी प्रकार,tathā,in the same way
9,6,सर्वाणि,भूतानि सारे प्राणी,sarvāṇi,all living creatures
9,6,मत्स्थानि,मुझमें स्थित,matsthāni,located in me
9,6,इति,इस प्रकार,iti,Thus
9,6,उपधारय,जानो।,upadhāraya,Know.
9,7,यान्ति,विलीन होना,yānti,to merge
9,7,मामिकाम्,मेरी,māmikām,My
9,7,कल्प,क्षये,kalpa,Decay
9,7,पुनः,फिर से,punaḥ,Again
9,7,तानि,उनमें,tāni,in them
9,7,कल्प,आदो,kalpa,Come on
9,7,विसृजामि,व्यक्त करता हूँ,visṛjāmi,express
9,7,अहम्,मैं। प्रकृतिम्,aham,I. Nature
9,7,स्वाम्,मेरी निजी,svām,my personal
9,7,अवष्टभ्य,प्रवेश करके,avaṣṭabhya,by entering
9,7,विसृजामि,उत्पन्न करता हूँ,visṛjāmi,produce
9,7,पुनः,पुन:,punaḥ,again
9,7,भूत,ग्रमम्,bhūta,Gramm
9,7,इमम्,इन,imam,in
9,7,कृत्स्नम्,सबकोः,kṛtsnam,To everyone:
9,7,अवशम्,नियंत्रण से परे,avaśam,beyond control
9,7,प्रकृतेः,प्रकृति के,prakṛteḥ,of nature
9,7,वशात्,बल में।,vaśāt,In force.
9,8,यान्ति,विलीन होना,yānti,to merge
9,8,मामिकाम्,मेरी,māmikām,My
9,8,कल्प,क्षये,kalpa,Decay
9,8,पुनः,फिर से,punaḥ,Again
9,8,तानि,उनमें,tāni,in them
9,8,कल्प,आदो,kalpa,Come on
9,8,विसृजामि,व्यक्त करता हूँ,visṛjāmi,express
9,8,अहम्,मैं। प्रकृतिम्,aham,I. Nature
9,8,स्वाम्,मेरी निजी,svām,my personal
9,8,अवष्टभ्य,प्रवेश करके,avaṣṭabhya,by entering
9,8,विसृजामि,उत्पन्न करता हूँ,visṛjāmi,produce
9,8,पुनः,पुन:,punaḥ,again
9,8,भूत,ग्रमम्,bhūta,Gramm
9,8,इमम्,इन,imam,in
9,8,कृत्स्नम्,सबकोः,kṛtsnam,To everyone:
9,8,अवशम्,नियंत्रण से परे,avaśam,beyond control
9,8,प्रकृतेः,प्रकृति के,prakṛteḥ,of nature
9,8,वशात्,बल में।,vaśāt,In force.
9,9,न,कोई नहीं,na,nobody
9,9,च,भी,ca,Too
9,9,माम्,मुझमो,mām,in me
9,9,तानि,वे,tāni,They
