Chapter,Shloka,Sanskrit Word,Hindi Meaning
8,11,इच्छन्तः,इच्छा करने वाले
8,11,ब्रह्मचर्यम्,ब्रह्मचर्य का
8,11,चरन्ति,अभ्यास करना
8,11,तत्,उस
8,11,ते,तुमको
8,11,पदं,लक्ष्य
8,11,सङ्ग्रहेण,संक्षेप में
8,11,प्रवक्ष्ये,मैं बतलाऊँगा।
8,12,सर्व,द्वाराणि
8,12,संयम्य,नियंत्रित करके
8,12,मन:,मनः हृदि हृदय में
8,12,निरूध्य,अवरोध
8,12,च,भी
8,12,मूर्ध्नि,सिर पर
8,12,आधाय,स्थिर करना
8,12,आत्मन:,अपने प्राणम्
8,12,आस्थितः,स्थित
8,12,योग,धारणाम् योग में एकाग्रता।
8,13,ॐ,निराकार भगवान के स्वरूप का प्रतिनिधित्व करने वाला मंत्र
8,13,इति,इस प्रकार
8,13,एक,अक्षरम्
8,13,ब्रह्म,परम सत्य
8,13,व्याहरन्,उच्चारण करना
8,13,माम्,मुझको
8,13,अनुस्मरन्,स्मरण करते हुए
8,13,यः,जो
8,13,प्रयाति,प्रस्थान करना
8,13,त्यजन्,छोड़ते हुए
8,13,देहम्,इस शरीर को
8,13,सः,वह
8,13,याति प्राप्त करता है। परमाम्,परम
8,13,गतिम्,लक्ष्य।
8,14,अनन्य,चेताः
8,14,सततम्,सदैव
8,14,यः,जो
8,14,माम्,मुझमें
8,14,स्मरति,स्मरण
8,14,नित्यश:,नियमित रूप से
8,14,तस्य,उसका
8,14,अहम्,मैं हूँ
8,14,सु,लभः
8,14,पार्थ,पृथापुत्र
8,14,नित्य,निरन्तर
8,14,युक्तस्य,तल्लीन
8,14,योगिनः,योगी।
8,15,माम्,मुझे उपेत्य
8,15,पुनः,फिर
8,15,जन्म,जन्म
8,15,दुःख,आलयम्
8,15,आशाश्वतम्,अस्थायी
8,15,न,कभी नहीं
8,15,आप्नुवन्ति,प्राप्त करते हैं
8,15,महा,आत्मानः
8,15,संसिद्धिम्,पूर्णता को
8,15,परमाम्,परम
8,15,गताः,प्राप्त हुए।
8,16,आ,ब्रह्म
8,16,लोकाः,सारे लोक
8,16,पुनः,फिर
8,16,आवर्तिनः,पुर्नजन्म लेने वाले
8,16,अर्जुन,अर्जुन
8,16,माम्,मुझको
8,16,उपेत्य,पाकर
8,16,तु,लेकिन
8,16,कौन्तेय,कुन्तीपुत्र अर्जुनः पुनः जन्म
8,16,न,कभी नहीं
8,16,विद्यते,होता है।
8,17,सहस्त्र,एक हजार
8,17,युग,युग
8,17,पर्यन्तम्,तक
8,17,अहः,एक दिन
8,17,यत्,जो
8,17,ब्रह्मण,ब्रह्मा का
8,17,विदु:,जानना
8,17,रात्रिम्,रात्रि
8,17,युग,युग
8,17,सहस्न्नान्ताम्,एक हजार युग समाप्त होने पर
8,17,ते,वे
8,17,अहः,रात्र
8,17,जना:,लोग।
8,18,अव्यक्तात,अव्यक्त अवस्था से
8,18,व्यक्तयः,व्यक्तावस्थाः सर्वाः
8,18,अहः,आगमे ब्रह्मा के दिन का शुभारम्भ
8,18,रात्रि,आगमे रात्रि होने पर
8,18,प्रलीयन्ते,लीन हो जाते हैं
8,18,तत्र,उसमें
8,18,एव,निश्चय ही
8,18,अव्यक्त,अप्रकट
8,18,अव्यक्त,संज्ञके
8,19,भूत,ग्रामः
8,19,सः,ये
8,19,एव,निश्चय ही
8,19,अयम्,यह
8,19,भूत्वा,बारम्बार जन्म लेना
8,19,प्रलीयते,विलीन हो जाता है
8,19,रात्रि,आगमे
8,19,अवशः,असहाय
8,19,पार्थ,"पृथापुत्र, अर्जुनः प्रभवति"
8,19,अहः,दिन
8,19,आगमे,दिन के आरम्भ में।
8,20,पर:,परे
8,20,तस्मात्,उसकी अपेक्षा
8,20,तु,लेकिन
8,20,भावा:,सृष्टि
8,20,अन्य:,दूसरी
8,20,अव्यक्त:,अव्यक्त
8,20,अव्यक्तात्,अव्यक्त की
8,20,सनातनः,शाश्वत
8,20,य,जो
8,20,सः,वह जो
8,20,सर्वेषु,समस्त
8,20,भूतेषु,जीवों में
8,20,नश्यत्सु,नष्ट होने पर
8,20,न,कभी नहीं
8,20,विनश्यति,विनष्ट होती है।
8,21,अव्यक्त:,अप्रकट
8,21,अक्षर:,अविनाशी
8,21,इति,इस प्रकार
8,21,उक्त:,कहा गया
8,21,तम्,उसको
8,21,आहुः,कहा जाता है
8,21,परमाम्,सर्वोच्च
8,21,गतिम्,गन्तव्य
8,21,यम्,जिसको
8,21,प्राप्य,प्राप्त करके
8,21,न,कभी
8,21,निवर्तन्ते,वापस आते है
8,21,तत्,वह
8,21,धाम,लोक
8,21,परमम्,सर्वोच्च
8,21,मम,मेरा।
8,22,पुरूषः,परम भगवान
8,22,सः,वह
8,22,परः,"महान, पार्थ"
8,22,भक्त्या,भक्ति द्वारा
8,22,लभ्यः,प्राप्त किया जा सकता है
8,22,तु,वास्तव में
8,22,अनन्यया,बिना किसी अन्य के
8,22,यस्य,जिसके
8,22,अन्तः,स्थानि
8,22,भूतानि,सभी जीव
8,22,येन,जिनके द्वारा
8,22,सर्वम्,समस्त
8,22,इदम्,जो कुछ हम देख सकते हैं
8,22,ततम्,व्याप्त है।
8,23,यत्र,जहाँ
8,23,काले,समय
8,23,तु,निश्चित रूप से
8,23,अनावृत्तिम्,लौटकर न आना
8,23,आवृत्तिम्,लौटना
8,23,च,भी
8,23,एव,निश्चय ही
8,23,योगिनः,योगी
8,23,प्रयाता:,देह त्यागने वाले
8,23,यान्ति,प्राप्त करते हैं
8,23,तम्,उस
8,23,कालम्,काल को
8,23,यक्ष्यामि,वर्णन करूँगा
8,23,भरत,ऋषभ
8,23,ज्योति:,प्रकाश
8,23,अहः,दिन
8,23,शुक्ल:,शुक्लपक्ष
8,23,षट्,मासाः
8,23,उत्तर,अयणम्
8,23,तत्र,वहाँ
8,23,प्रयाता:,देह त्यागने वाले
8,23,गच्छन्ति,जाते हैं
8,23,ब्रह्म,विदः
8,23,जनाः,लोग। धूम:
8,23,रात्रि:,रात
8,23,तथा,और
8,23,कृष्ण:,चन्द्रमा का कृष्णपक्ष
8,23,षट्,मासा:
8,23,दक्षिण,अयणम्
8,23,तत्र,वहाँ
8,23,चान्द्र,मसम् चन्द्रमा संबंधी
8,23,ज्योतिः,प्रकाश
8,23,योगी,योगी
8,23,प्राप्य,प्राप्त करके
8,23,निवर्तते वापस आता है। शुक्ल,प्रकाश
8,23,कृष्णे,अंधकार
8,23,गती,मार्ग
8,23,हि,निश्चय ही
8,23,एते,ये दोनों
8,23,जगतः,भौतिक जगत् का
8,23,शाश्वते,नित्य
8,23,मते,मत से
8,23,एकया,एक के द्वारा
8,23,याति,जाता है
8,23,अनावृत्तिम्,न लौटने के लिए
8,23,अन्यथा,अन्य के द्वारा
8,23,आवर्तते,लौटकर आ जाता है
8,23,पुनः,फिर से।
8,24,यत्र,जहाँ
8,24,काले,समय
8,24,तु,निश्चित रूप से
8,24,अनावृत्तिम्,लौटकर न आना
8,24,आवृत्तिम्,लौटना
8,24,च,भी
8,24,एव,निश्चय ही
8,24,योगिनः,योगी
8,24,प्रयाता:,देह त्यागने वाले
8,24,यान्ति,प्राप्त करते हैं
8,24,तम्,उस
8,24,कालम्,काल को
8,24,यक्ष्यामि,वर्णन करूँगा
8,24,भरत,ऋषभ
8,24,ज्योति:,प्रकाश
8,24,अहः,दिन
8,24,शुक्ल:,शुक्लपक्ष
8,24,षट्,मासाः
8,24,उत्तर,अयणम्
8,24,तत्र,वहाँ
8,24,प्रयाता:,देह त्यागने वाले
8,24,गच्छन्ति,जाते हैं
8,24,ब्रह्म,विदः
8,24,जनाः,लोग। धूम:
8,24,रात्रि:,रात
8,24,तथा,और
8,24,कृष्ण:,चन्द्रमा का कृष्णपक्ष
8,24,षट्,मासा:
8,24,दक्षिण,अयणम्
8,24,तत्र,वहाँ
8,24,चान्द्र,मसम् चन्द्रमा संबंधी
8,24,ज्योतिः,प्रकाश
8,24,योगी,योगी
8,24,प्राप्य,प्राप्त करके
8,24,निवर्तते वापस आता है। शुक्ल,प्रकाश
8,24,कृष्णे,अंधकार
8,24,गती,मार्ग
8,24,हि,निश्चय ही
8,24,एते,ये दोनों
8,24,जगतः,भौतिक जगत् का
8,24,शाश्वते,नित्य
8,24,मते,मत से
8,24,एकया,एक के द्वारा
8,24,याति,जाता है
8,24,अनावृत्तिम्,न लौटने के लिए
8,24,अन्यथा,अन्य के द्वारा
8,24,आवर्तते,लौटकर आ जाता है
8,24,पुनः,फिर से।
8,25,यत्र,जहाँ
8,25,काले,समय
8,25,तु,निश्चित रूप से
8,25,अनावृत्तिम्,लौटकर न आना
8,25,आवृत्तिम्,लौटना
8,25,च,भी
8,25,एव,निश्चय ही
8,25,योगिनः,योगी
8,25,प्रयाता:,देह त्यागने वाले
8,25,यान्ति,प्राप्त करते हैं
8,25,तम्,उस
8,25,कालम्,काल को
8,25,यक्ष्यामि,वर्णन करूँगा
8,25,भरत,ऋषभ
8,25,ज्योति:,प्रकाश
8,25,अहः,दिन
8,25,शुक्ल:,शुक्लपक्ष
8,25,षट्,मासाः
8,25,उत्तर,अयणम्
8,25,तत्र,वहाँ
8,25,प्रयाता:,देह त्यागने वाले
8,25,गच्छन्ति,जाते हैं
8,25,ब्रह्म,विदः
8,25,जनाः,लोग। धूम:
8,25,रात्रि:,रात
8,25,तथा,और
8,25,कृष्ण:,चन्द्रमा का कृष्णपक्ष
8,25,षट्,मासा:
8,25,दक्षिण,अयणम्
8,25,तत्र,वहाँ
8,25,चान्द्र,मसम् चन्द्रमा संबंधी
8,25,ज्योतिः,प्रकाश
8,25,योगी,योगी
8,25,प्राप्य,प्राप्त करके
8,25,निवर्तते वापस आता है। शुक्ल,प्रकाश
8,25,कृष्णे,अंधकार
8,25,गती,मार्ग
8,25,हि,निश्चय ही
8,25,एते,ये दोनों
8,25,जगतः,भौतिक जगत् का
8,25,शाश्वते,नित्य
8,25,मते,मत से
8,25,एकया,एक के द्वारा
8,25,याति,जाता है
8,25,अनावृत्तिम्,न लौटने के लिए
8,25,अन्यथा,अन्य के द्वारा
8,25,आवर्तते,लौटकर आ जाता है
8,25,पुनः,फिर से।
8,26,यत्र,जहाँ
8,26,काले,समय
8,26,तु,निश्चित रूप से
8,26,अनावृत्तिम्,लौटकर न आना
8,26,आवृत्तिम्,लौटना
8,26,च,भी
8,26,एव,निश्चय ही
8,26,योगिनः,योगी
8,26,प्रयाता:,देह त्यागने वाले
8,26,यान्ति,प्राप्त करते हैं
8,26,तम्,उस
8,26,कालम्,काल को
8,26,यक्ष्यामि,वर्णन करूँगा
8,26,भरत,ऋषभ
8,26,ज्योति:,प्रकाश
8,26,अहः,दिन
8,26,शुक्ल:,शुक्लपक्ष
8,26,षट्,मासाः
8,26,उत्तर,अयणम्
8,26,तत्र,वहाँ
8,26,प्रयाता:,देह त्यागने वाले
8,26,गच्छन्ति,जाते हैं
8,26,ब्रह्म,विदः
8,26,जनाः,लोग। धूम:
8,26,रात्रि:,रात
8,26,तथा,और
8,26,कृष्ण:,चन्द्रमा का कृष्णपक्ष
8,26,षट्,मासा:
8,26,दक्षिण,अयणम्
8,26,तत्र,वहाँ
8,26,चान्द्र,मसम् चन्द्रमा संबंधी
8,26,ज्योतिः,प्रकाश
8,26,योगी,योगी
8,26,प्राप्य,प्राप्त करके
8,26,निवर्तते वापस आता है। शुक्ल,प्रकाश
8,26,कृष्णे,अंधकार
8,26,गती,मार्ग
8,26,हि,निश्चय ही
8,26,एते,ये दोनों
8,26,जगतः,भौतिक जगत् का
8,26,शाश्वते,नित्य
8,26,मते,मत से
8,26,एकया,एक के द्वारा
8,26,याति,जाता है
8,26,अनावृत्तिम्,न लौटने के लिए
8,26,अन्यथा,अन्य के द्वारा
8,26,आवर्तते,लौटकर आ जाता है
8,26,पुनः,फिर से।
8,27,न,कभी नहीं
8,27,एते,इन दोनों
8,27,सृती,मार्गः पार्थ
8,27,जानन्,जानते हुए भी
8,27,योगी,योगी
8,27,मुह्यति,मोहग्रस्त
8,27,कश्चन,कोई
8,27,तस्मात्,अतः
8,27,सर्वेषु,कालेषु
8,27,योग,युक्तः योग में स्थित
8,27,भव,होना
8,27,अर्जुन,हे अर्जुन।
8,28,वेदेष,वेदो के अध्ययन में
8,28,यज्ञेषु,यज्ञ का अनुष्ठान करने में
8,28,तपःसु,तपस्याएँ करने में
8,28,च,भी
8,28,एव,निश्चय ही
8,28,दानेषु,दान देने में
8,28,यत्,जो
8,28,पुण्य,सफलम्
8,28,प्रदिष्टम्,प्राप्त करना
8,28,अत्येति,पार कर जाता है
8,28,तत्,सर्वम्
8,28,इदम्,यह
8,28,विदित्वा,जानकर
8,28,योगी,योगी
8,28,परम,परम
8,28,स्थानम्,धाम को
8,28,उपैति,प्राप्त करता है
8,28,च,भी
8,28,आद्यम्,"सनातन, आदि।"
9,1,श्रीभगवान्,उवाच
9,1,इदम्,इस
9,1,तु,लेकिन
9,1,ते,तुमको
9,1,गुह्य,तमम् अत्यन्त गूढ़ प्रवक्ष्यामि मैं प्रदान करूँगा अनसूयवे
9,1,ज्ञानम्,ज्ञान
9,1,विज्ञान,अनुभूत ज्ञान
9,1,सहितम्,सहित
9,1,यत्,जिसे
9,1,ज्ञात्वा,जानकर
9,1,मोक्ष्यसे,मुक्त हो सकोगे
9,1,अशुभात्,भौतिक संसार के कष्ट।
9,2,राज,विद्या
9,2,राज,गुह्यम्
9,2,पवित्रम्,शुद्ध
9,2,इदम्,यह
9,2,उत्तमम्,सर्वोच्च
9,2,प्रत्यक्ष,प्रत्यक्ष
9,2,अवगमम्,प्रत्यक्ष समझा जाने वाला
9,2,धर्म्यम्,धर्म युक्त
9,2,सु,सुखम् अत्यन्त सरल
9,2,कर्तुम्,अभ्यास करने में
9,2,अव्ययम्,अविनाशी।
9,3,अश्रद्दधानाः,श्रद्धाविहीन लोग
9,3,पुरुषा:,व्यक्ति
9,3,धर्मस्य,धर्म के प्रति
9,3,अस्य,इस
9,3,परन्तप,"शत्रु विजेता, अर्जुन"
9,3,अप्राप्य,बिना प्राप्त किये
9,3,माम्,मुझको
9,3,निवर्तन्ते,लौटते हैं
9,3,मृत्युः,मृत्युः संसार
9,3,वर्त्मनि,मार्ग में।
9,4,मया,मेरे द्वारा
9,4,ततम्,व्याप्त है
9,4,इदम्,यह
9,4,सर्वम्,समस्त
9,4,जगत्,ब्रह्माण्डीय अभिव्यक्तियाँ
9,4,अव्यक्त,मूर्तिना
9,4,मत्,स्थानि
9,4,सर्व,भूतानि
9,4,न,नहीं
9,4,च,भी
9,4,अहम्,मैं
9,4,तेषु,उनमें
9,4,अवस्थितः,निवास।
9,5,न,कभी नहीं
9,5,च,और
9,5,मत्,स्थानि
9,5,भूतानि,सभी जीव
9,5,पश्य,देखो
9,5,मे,मेरा
9,5,योगम् ऐश्वरम्,दिव्य शक्ति
9,5,भूत,भृत्
9,5,न,नहीं
9,5,च,भी
9,5,भूतस्थ:,में रहते हैं
9,5,मम,मेरा
9,5,आत्मा,स्वयं
9,5,भूत,भावन
9,6,यथा,जैसे
9,6,आकाश,स्थितः
9,6,नित्यम्,सदैव
9,6,वायुः,हवा
9,6,सर्वत्र,ग:
9,6,महान,शक्तिशाली
9,6,तथा,उसी प्रकार
9,6,सर्वाणि,भूतानि सारे प्राणी
9,6,मत्स्थानि,मुझमें स्थित
9,6,इति,इस प्रकार
9,6,उपधारय,जानो।
9,7,यान्ति,विलीन होना
9,7,मामिकाम्,मेरी
9,7,कल्प,क्षये
9,7,पुनः,फिर से
9,7,तानि,उनमें
9,7,कल्प,आदो
9,7,विसृजामि,व्यक्त करता हूँ
9,7,अहम्,मैं। प्रकृतिम्
9,7,स्वाम्,मेरी निजी
9,7,अवष्टभ्य,प्रवेश करके
9,7,विसृजामि,उत्पन्न करता हूँ
9,7,पुनः,पुन:
9,7,भूत,ग्रमम्
9,7,इमम्,इन
9,7,कृत्स्नम्,सबकोः
9,7,अवशम्,नियंत्रण से परे
9,7,प्रकृतेः,प्रकृति के
9,7,वशात्,बल में।
9,8,यान्ति,विलीन होना
9,8,मामिकाम्,मेरी
9,8,कल्प,क्षये
9,8,पुनः,फिर से
9,8,तानि,उनमें
9,8,कल्प,आदो
9,8,विसृजामि,व्यक्त करता हूँ
9,8,अहम्,मैं। प्रकृतिम्
9,8,स्वाम्,मेरी निजी
9,8,अवष्टभ्य,प्रवेश करके
9,8,विसृजामि,उत्पन्न करता हूँ
9,8,पुनः,पुन:
9,8,भूत,ग्रमम्
9,8,इमम्,इन
9,8,कृत्स्नम्,सबकोः
9,8,अवशम्,नियंत्रण से परे
9,8,प्रकृतेः,प्रकृति के
9,8,वशात्,बल में।
9,9,न,कोई नहीं
9,9,च,भी
9,9,माम्,मुझमो
9,9,तानि,वे
9,9,कर्माणि,कर्म
9,9,निबधनन्ति,बाँधते हैं
9,9,धनञ्जय,"धन और वैभव का स्वामी, अर्जुन"
9,9,उदासीन,वत्
9,9,आसीनम्,स्थित हुआ
9,9,असक्तम्,आसक्ति रहित
9,9,तेषु,उन
9,9,कर्मसु,कर्मो में।
9,10,मया,मेरे द्वारा
9,10,अध्यक्षेण,अध्यक्ष होने के कारण
9,10,प्रकृति:,प्राकृत शक्ति
9,10,सूयते,प्रकट होती है
9,10,स,दोनों
9,10,चर,अचरम्
9,10,हेतुना,कारण
9,10,अनेन,इस
9,10,कौन्तेय,"कुन्तीपुत्र, अर्जुन"
9,10,जगत्,भौतिक जगत
9,10,विपरिवर्तते,परिवर्तनशील।
9,11,अवजानन्ति,उपेक्षा करते हैं
9,11,माम्,मुझको
9,11,मूढाः,अल्प ज्ञानी
9,11,मानुषीम्,मनुष्य रूप में
9,11,तनुम्,शरीर
9,11,आश्रितम्,मानते हुए
9,11,परम्,दिव्य
9,11,भावम्,व्यक्तित्व को
9,11,अजानन्तः,न जानते हुए
9,11,मम,मेरा
9,11,भूत,प्रत्येक जीव का
9,11,महा,ईश्वरम्
9,12,मोघ,आशा:
9,12,मोघ,कर्माण:
9,12,मोघ,ज्ञानाः
9,12,विचेतसः,मोहग्रस्त
9,12,राक्षसीम्,आसुरी
9,12,आसुरीम्,नास्तिक
9,12,च,तथा
9,12,निश्चय,ही
9,12,प्रकृतिम्,प्राकृत शक्ति को
9,12,मोहिनीम्,मोहने वाली
9,12,श्रिताः,शरण ग्रहण करना।
9,13,महा,आत्मनः
9,13,माम्,मुझको
9,13,पार्थ,"पृथापुत्र, अर्जुन"
9,13,दैवीम्,प्रकृतिम्
9,13,आश्रिताः,शरणग्रहण करना
9,13,भजन्ति,भक्ति में लीन
9,13,अनन्य,मनसः
9,13,ज्ञात्वा,जानकर
9,13,भूत,समस्त सृष्टि
9,13,आदिम्,उदगम
9,13,अव्ययम्,अविनाशी।
9,14,सततम्,सदैव
9,14,कीर्तयन्तः,दिव्य महिमा का गान
9,14,माम्,मेरी
9,14,यतन्तः,प्रयास करते हुए
9,14,च,भी
9,14,दृढ,व्रताः
9,14,नमस्यन्तः,नतमस्तक होकर
9,14,च,तथा
9,14,माम्,मुझको
9,14,भक्त्या,भक्ति में
9,14,नित्य,युक्ताः
9,14,उपासते,पूजा करते हैं।
9,15,ज्ञान,यज्ञेन
9,15,च,और
9,15,अपि,भी
9,15,अन्ये,अन्य लोग
9,15,यजन्तः,यज्ञ करते हुए
9,15,माम्,मुझको
9,15,उपासते,पूजते हैं
9,15,एकत्वेन,एकान्त भाव से
9,15,पृथक्त्वेन,अलग से
9,15,बहुधा,अनेक प्रकार से
9,15,विश्वतः,मुखम् ब्रह्माण्डीय रूप में।
9,16,अहम्,मैं
9,16,क्रतुः,वैदिक कर्मकाण्ड
9,16,अहम्,मैं
9,16,यज्ञः,समस्त यज्ञ
9,16,स्वधा,तर्पण
9,16,अहम्,मैं
9,16,औषधाम्,जड़ी
9,16,मन्त्र,वैदिक मंत्र
9,16,अहम्,मैं
9,16,एव,निश्चय ही
9,16,आश्यम्,घी
9,16,अहम्,मैं
9,16,पिता,पिता
9,16,अहम्,मैं
9,16,अस्य,इसका
9,16,जगतः,ब्रह्माण्ड
9,16,माता,माता
9,16,धाता,रक्षक
9,16,पितामहः,दादा
9,16,वेद्यम्,ज्ञान का लक्ष्य
9,16,पवित्रम्,शुद्ध करने वाला
9,16,ओङ्कारः,पवित्र मंत्र ओम
9,16,ऋक्,ऋग्वेदा
9,16,साम,सामवेदा
9,16,यजुः,यजुर्वेदा
9,16,एव,निश्चय ही
9,16,च,तथा।
9,17,अहम्,मैं
9,17,क्रतुः,वैदिक कर्मकाण्ड
9,17,अहम्,मैं
9,17,यज्ञः,समस्त यज्ञ
9,17,स्वधा,तर्पण
9,17,अहम्,मैं
9,17,औषधाम्,जड़ी
9,17,मन्त्र,वैदिक मंत्र
9,17,अहम्,मैं
9,17,एव,निश्चय ही
9,17,आश्यम्,घी
9,17,अहम्,मैं
9,17,पिता,पिता
9,17,अहम्,मैं
9,17,अस्य,इसका
9,17,जगतः,ब्रह्माण्ड
9,17,माता,माता
9,17,धाता,रक्षक
9,17,पितामहः,दादा
9,17,वेद्यम्,ज्ञान का लक्ष्य
9,17,पवित्रम्,शुद्ध करने वाला
9,17,ओङ्कारः,पवित्र मंत्र ओम
9,17,ऋक्,ऋग्वेदा
9,17,साम,सामवेदा
9,17,यजुः,यजुर्वेदा
9,17,एव,निश्चय ही
9,17,च,तथा।
9,18,गति:,परम लक्ष्य
9,18,भर्ता,पालक
9,18,प्रभुः,स्वामी
9,18,साक्षी,गवाह
9,18,निवासः,धाम
9,18,शरणम्,शरण
9,18,सुहृत्,परम मित्र
9,18,प्रभवः,मूल
9,18,प्रलयः,संहार
9,18,स्थानम्,भण्डारग्रह
9,18,निधानम्,"आश्रय, स्थल"
9,18,बीजम्,"बीज, कारण कारण"
9,18,अव्ययम्,अविनाशी।
9,19,तपामि,गर्मी पहुँचाता हूँ
9,19,अहम्,मैं
9,19,अहम्,मैं
9,19,वर्षम्,वर्षा
9,19,निगृह्णामि,रोकना
9,19,उत्सृजामि,लाता हूँ
9,19,च,और
9,19,अमृतम्,अमरत्व
9,19,च,और
9,19,एव,निश्चय ही
9,19,मृत्युः,मृत्यु
9,19,च,और
9,19,सत्,शाश्वत आत्मा
9,19,असत्,अस्थायी पदार्थ
9,19,च,तथा
9,19,अहम्,मैं
9,19,अर्जुन,अर्जुन।
9,20,त्रै,विद्या:
9,20,माम्,मुझको
9,20,सोम,पा:
9,20,पूत,पवित्र
9,20,पापा:,पापों का
9,20,यज्ञैः,यज्ञों द्वारा
9,20,इष्ट्वा,आराधना करके
9,20,स्व:,गतिम्
9,20,प्रार्थयन्ते,प्रार्थना करते हैं
9,20,ते,वे
9,20,पुण्यम्,पवित्र
9,20,सुर,इन्द्र
9,20,लोकम्,लोक को
9,20,अश्नन्ति,भोग करते हैं
9,20,दिव्यान्,दैवी
9,20,दिवि,स्वर्ग में
9,20,देव,भोगान्
9,21,ते,वे
9,21,तम्,उसको
9,21,भुक्त्वा,भोग करके
9,21,स्वर्ग,लोकम् स्वर्ग
9,21,विशालम्,गहन
9,21,क्षीणे,समाप्त हो जाने पर
9,21,पुण्ये,पुण्य और पाप कर्म
9,21,मर्त्य,लोकम्
9,21,विशन्ति,लौट आते हैं
9,21,एवम्,इस प्रकार
9,21,त्रयी,धर्म
9,21,अनुप्रपन्नाः,पालन करना
9,21,गत,आगतम्
9,21,काम,कामाः
9,21,लभन्ते,प्राप्त करते हैं।
9,22,अनन्या:,सदैव
9,22,चिन्तयन्तः,सोचते हुए
9,22,माम्,मुझको
9,22,ये,जो
9,22,जनाः,व्यक्ति
9,22,पर्युपासते,पूजा करते हैं
9,22,तेषाम्,उनके
9,22,नित्य,सदा
9,22,अभियुक्तानाम्,सदैव भक्ति में तल्लीन मनुष्यों की
9,22,योग,आध्यात्मिक सम्पत्ति की आपूर्ति
9,22,क्षेम्,आध्यात्मिक संपदा की सुरक्षा
9,22,वहामि,वहन करता हूँ
9,22,अहम्,मैं।
9,23,ये,जो
9,23,अपि,यद्यपि
9,23,अन्य,दूसरे
9,23,देवता,देवताओं के
9,23,भक्ताः,भक्त
9,23,यजन्ते,पूजते हैं
9,23,श्रद्धया अन्विताः,श्रद्धा युक्त
9,23,ते,वे
9,23,अपि,भी
9,23,माम्,मुझको
9,23,एव,केवल
9,23,कौन्तेय,"कुन्तीपुत्र, अर्जुन"
9,23,यजन्ति,पूजा करते हैं
9,23,अविधि,पूर्वकम् त्रुटिपूर्ण ढंग से।
9,24,अहम्,मैं
9,24,हि,वास्तव में
9,24,सर्व,सब का
9,24,यज्ञानाम्,यज्ञ
9,24,भोक्ता,भोग करने वाला
9,24,च,और
9,24,प्रभुः,भगवान
9,24,एव,भी
9,24,च,तथा
9,24,न,नहीं
9,24,तु,लेकिन
9,24,माम्,मुझको
9,24,अभिजानन्ति,अनुभव करना
9,24,तत्त्वेन,दिव्य प्रकृति
9,24,अतः,इसलिए
9,24,च्यवन्ति,पुनर्जन्म लेना (संसार में भटकना)
9,25,यान्ति,जाते हैं
9,25,देव,व्रताः
9,25,देवान्,देवताओं के बीच
9,25,पितृन्,पित्तरों के बीच
9,25,यान्ति,जाते हैं
9,25,पितृ,व्रता:
9,25,भूतानि,भूत
9,25,यान्ति,जाते हैं
9,25,भूत,इज्या:
9,25,यान्ति,जाते हैं
9,25,मत्,मेरे
9,25,याजिनः,भक्तगण
9,25,अपि,लेकिन
9,25,माम्,मेरे पास।
9,26,पत्रम्,पत्ता
9,26,पुष्पम्,पुष्प
9,26,फलम्,फल
9,26,तोयम्,जल
9,26,यः,जो कोई
9,26,मे,मुझको
9,26,भक्त्या,श्रद्धापूर्वक
9,26,प्रयच्छति,अर्पित करता है
9,26,तत्,वह
9,26,अहम्,मैं
9,26,भक्ति,उपन्नतम्
9,26,अश्नामि स्वीकार करता हूँ। प्रयत,आत्मन:
9,27,यत्,जो कुछ
9,27,करोषि,करते हो
9,27,यत्,जो भी
9,27,अश्नासि,खाते हो
9,27,यत्,जो कुछ
9,27,जुहोषि,यज्ञ में अर्पित करना
9,27,ददासि,उपहार स्वरूप प्रदान करना
9,27,यत्,जो
9,27,यत्,जो भी
9,27,तपस्यसि,तप करते हो
9,27,कौन्तेय,"कुन्तीपुत्र, अर्जुन"
9,27,तत्,वह सब
9,27,कुरूष्व,करो
9,27,मत्,मुझको
9,27,अप्रणम्,अर्पण के रूप में।
9,28,शुभ,अशुभ
9,28,एवम्,इस प्रकार
9,28,मोक्ष्यसे,तुम मुक्त हो जाओगे
9,28,कर्म,कर्म
9,28,बन्धनैः,बन्धन से
9,28,संन्यास,योग
9,28,युक्त,आत्मा
9,28,विमुक्तः,मुक्त होना
9,28,माम्,मुझे उपैष्यसि
9,29,समः,समभाव से व्यवस्थित करना
9,29,अहम्,मैं
9,29,सर्व,भूतेषु
9,29,न,कोई नहीं
9,29,मे,मुझको
9,29,द्वेष्यः,द्वेष
9,29,अस्ति,हे
9,29,न,न तो
9,29,प्रियः,प्रिय
9,29,ये,जो
9,29,भजन्ति,प्रेमामयी भक्ति
9,29,तु,लेकिन
9,29,माम्,मुझको
9,29,भक्त्या,भक्ति से
9,29,मयि,मुझमें
9,29,ते,ऐसा व्यक्ति
9,29,तेषु,उनमें
9,29,च,भी
9,29,अपि,निश्चय ही
9,29,अहम्,मैं।
9,30,अपि,भी
9,30,चेत्,यदि
9,30,सु,दुराचारः
9,30,भजते,सेवा करना माम्
9,30,अनन्य,भाक्
9,30,साधु:,साधु पुरुष
9,30,एव,निश्चय ही
9,30,स:,वह
9,30,मन्तव्यः,संकल्पः सम्यक्
9,30,व्यवसित,संकल्प युक्त
9,30,हि,निश्चय ही
9,30,सः,वह।
