Chapter,Shloka,Sanskrit Word,English Meaning
9,27,karoṣhi,you do
9,27,yat,whatever
9,27,aśhnāsi,you eat
9,27,yat,whatever
9,27,juhoṣhi,offer to the sacred fire
9,27,dadāsi,bestow as a gift
9,27,yat,whatever
9,27,yat,whatever
9,27,tapasyasi,austerities you perform
9,27,kaunteya,"Arjun, the son of Kunti"
9,27,tat,them
9,27,kuruṣhva,do
9,27,mad arpaṇam,as an offering to Me
9,28,śhubha aśhubha phalaiḥ,from good and bad results
9,28,evam,thus
9,28,mokṣhyase,you shall be freed
9,28,karma,work
9,28,bandhanaiḥ,from the bondage
9,28,sanyāsa,yoga
9,28,yukta,ātmā
9,28,vimuktaḥ,liberated
9,28,mām,to Me
9,28,upaiṣhyasi,you shall reach
9,29,samaḥ,equally disposed
9,29,aham,I
9,29,sarva,bhūteṣhu
9,29,na,no one
9,29,me,to Me
9,29,dveṣhyaḥ,inimical
9,29,asti,is
9,29,na,not
9,29,priyaḥ,dear
9,29,ye,who
9,29,bhajanti,worship with love
9,29,tu,but
9,29,mām,Me
9,29,bhaktyā,with devotion
9,29,mayi,reside in Me
9,29,te,such persons
9,29,teṣhu,in them
9,29,cha,and
9,29,api,also
9,29,aham,I
9,30,api,even
9,30,chet,if
9,30,su,durāchāraḥ
9,30,bhajate,worship
9,30,mām,Me
9,30,ananya,bhāk
9,30,sādhuḥ,righteous
9,30,eva,certainly
9,30,saḥ,that person
9,30,mantavyaḥ,is to be considered
9,30,samyak,properly
9,30,vyavasitaḥ,resolve
9,30,hi,certainly
9,30,saḥ,that person
9,31,kṣhipram,quickly
9,31,bhavati,become
9,31,dharma,ātmā
9,31,śhaśhvat,śhāntim
9,31,nigachchhati,attain
9,31,kaunteya,"Arjun, the son of Kunti"
9,31,pratijānīhi,declare
9,31,na,never
9,31,me,My
9,31,bhaktaḥ,devotee
9,31,praṇaśhyati,perishes
9,32,mām,in Me
9,32,hi,certainly
9,32,pārtha,"Arjun, the son of Pritha"
9,32,vyapāśhritya,take refuge
9,32,ye,who
9,32,api,even
9,32,syuḥ,may be
9,32,pāpa yonayaḥ,of low birth
9,32,striyaḥ,women
9,32,vaiśhyāḥ,mercantile people
9,32,tathā,and
9,32,śhūdrāḥ,manual workers
9,32,te api,even they
9,32,yānti,go
9,32,parām,the supreme
9,32,gatim,destination
9,33,kim,what
9,33,punaḥ,then
9,33,brāhmaṇāḥ,sages
9,33,puṇyāḥ,meritorius
9,33,bhaktāḥ,devotees
9,33,rāja,ṛiṣhayaḥ
9,33,tathā,and
9,33,anityam,transient
9,33,asukham,joyless
9,33,lokam,world
9,33,imam,this
9,33,prāpya,having achieved
9,33,bhajasva,engage in devotion
9,33,mām,unto Me
9,34,mat,manāḥ
9,34,bhava,be
9,34,mat,My
9,34,bhaktaḥ,devotee
9,34,mat,My
9,34,yājī,worshipper
9,34,mām,to Me
9,34,namaskuru,offer obeisances
9,34,mām,to Me
9,34,eva,certainly
9,34,eṣhyasi,you will come
9,34,yuktvā,united with Me
9,34,evam,thus
9,34,ātmānam,your mind and body
9,34,mat,parāyaṇaḥ
10,1,śhrī,bhagavān uvācha
10,1,bhūyaḥ,again
10,1,eva,verily
10,1,mahā,bāho
10,1,śhṛiṇu,hear
10,1,me,my
10,1,paramam,divine
10,1,vachaḥ,teachings
10,1,yat,which
10,1,te,to you
10,1,aham,I
10,1,prīyamāṇāya,you are my beloved confidant
10,1,vakṣhyāmi,say
10,1,hita,kāmyayā
10,2,na,neither
10,2,me,my
10,2,viduḥ,know
10,2,sura,gaṇāḥ
10,2,prabhavam,origin
10,2,na,nor
10,2,mahā,ṛiṣhayaḥ
10,2,aham,I
10,2,ādiḥ,the source
10,2,hi,certainly
10,2,devānām,of the celestial gods
10,2,mahā,ṛiṣhīṇām
10,2,cha,also
10,2,sarvaśhaḥ,in every way
10,3,yaḥ,who
10,3,mām,me
10,3,ajam,unborn
10,3,anādim,beginningless
10,3,cha,and
10,3,vetti,know
10,3,loka,of the universe
10,3,mahā,īśhvaram
10,3,asammūḍhaḥ,undeluded
10,3,saḥ,they
10,3,martyeṣhu,among mortals
10,3,sarva,pāpaiḥ
10,3,pramuchyate,are free from
10,4,buddhiḥ,intellect
10,4,jñānam,knowledge
10,4,asammohaḥ,clarity of thought
10,4,kṣhamā,forgiveness
10,4,satyam,truthfulness
10,4,damaḥ,control over the senses
10,4,śhamaḥ,control of the mind
10,4,sukham,joy
10,4,duḥkham,sorrow
10,4,bhavaḥ,birth
10,4,abhāvaḥ,death
10,4,bhayam,fear
10,4,cha,and
10,4,abhayam,courage
10,4,eva,certainly
10,4,cha,and
10,4,ahinsā,nonviolence
10,4,samatā,equanimity
10,4,tuṣhṭiḥ,contentment
10,4,tapaḥ,austerity
10,4,dānam,charity
10,4,yaśhaḥ,fame
10,4,ayaśhaḥ,infamy
10,4,bhavanti,arise
10,4,bhāvāḥ,qualities
10,4,bhūtānām,amongst humans
10,4,mattaḥ,from me
10,4,eva,alone
10,4,pṛithak,vidhāḥ
10,5,buddhiḥ,intellect
10,5,jñānam,knowledge
10,5,asammohaḥ,clarity of thought
10,5,kṣhamā,forgiveness
10,5,satyam,truthfulness
10,5,damaḥ,control over the senses
10,5,śhamaḥ,control of the mind
10,5,sukham,joy
10,5,duḥkham,sorrow
10,5,bhavaḥ,birth
10,5,abhāvaḥ,death
10,5,bhayam,fear
10,5,cha,and
10,5,abhayam,courage
10,5,eva,certainly
10,5,cha,and
10,5,ahinsā,nonviolence
10,5,samatā,equanimity
10,5,tuṣhṭiḥ,contentment
10,5,tapaḥ,austerity
10,5,dānam,charity
10,5,yaśhaḥ,fame
10,5,ayaśhaḥ,infamy
10,5,bhavanti,arise
10,5,bhāvāḥ,qualities
10,5,bhūtānām,amongst humans
10,5,mattaḥ,from me
10,5,eva,alone
10,5,pṛithak,vidhāḥ
10,6,mahā,ṛiṣhayaḥ
10,6,sapta,seven
10,6,pūrve,before
10,6,chatvāraḥ,four
10,6,manavaḥ,Manus
10,6,tathā,also
10,6,mat bhāvāḥ,are born from me
10,6,mānasāḥ,mind
10,6,jātāḥ,born
10,6,yeṣhām,from them
10,6,loke,in the world
10,6,imāḥ,all these
10,6,prajāḥ,people
10,7,etām,these
10,7,vibhūtim,glories
10,7,yogam,divine powers
10,7,cha,and
10,7,mama,my
10,7,yaḥ,those who
10,7,vetti,know
10,7,tattvataḥ,in truth
10,7,saḥ,they
10,7,avikalpena,unwavering
10,7,yogena,in bhakti yog
10,7,yujyate,becomes united
10,7,na,never
10,7,atra,here
10,7,sanśhayaḥ,doubt
10,8,aham,I
10,8,sarvasya,of all creation
10,8,prabhavaḥ,the origin of
10,8,mattaḥ,from me
10,8,sarvam,everything
10,8,pravartate,proceeds
10,8,iti,thus
10,8,matvā,having known
10,8,bhajante,worship
10,8,mām,me
10,8,budhāḥ,the wise
10,8,bhāva,samanvitāḥ
10,9,mat,chittāḥ
10,9,mat,gata
10,9,bodhayantaḥ,enlightening (with divine knowledge of God)
10,9,parasparam,one another
10,9,kathayantaḥ,speaking
10,9,cha,and
10,9,mām,about me
10,9,nityam,continously
10,9,tuṣhyanti,satisfaction
10,9,cha,and
10,9,ramanti,(they) delight
10,9,cha,also
10,10,teṣhām,to them
10,10,satata,yuktānām
10,10,bhajatām,who engage in devotion
10,10,prīti,pūrvakam
10,10,dadāmi,I give
10,10,buddhi,yogam
10,10,tam,that
10,10,yena,by which
10,10,mām,to me
10,10,upayānti,come
10,10,te,they
10,11,teṣhām,for them
10,11,eva,only
10,11,anukampā,artham
10,11,aham,I
10,11,ajñāna,jam
10,11,tamaḥ,darkness
10,11,nāśhayāmi,destroy
10,11,ātma,bhāva
10,11,sthaḥ,dwelling
10,11,jñāna,of knowledge
10,11,dīpena,with the lamp
10,11,bhāsvatā,luminous
10,12,arjunaḥ uvācha,Arjun said
10,12,param,Supreme
10,12,brahma,Brahman
10,12,param,Supreme
10,12,dhāma,abode
10,12,pavitram,purifier
10,12,paramam,Supreme
10,12,bhavān,you
10,12,puruṣham,personality
10,12,śhāśhvatam,eternal
10,12,divyam,divine
10,12,ādi,devam
10,12,ajam,the unborn
10,12,vibhum,the great
10,12,āhuḥ,(they) declare
10,12,tvām,you
10,12,ṛiṣhayaḥ,sages
10,12,sarve,all
10,12,deva,ṛiṣhiḥ
10,12,tathā,also
10,12,asitaḥ,Asit
10,12,devalaḥ,Deval
10,12,vyāsaḥ,Vyās
10,12,svayam,personally
10,12,cha,and
10,12,eva,even
10,12,bravīṣhī,you are declaring
10,12,me,to me
10,13,arjunaḥ uvācha,Arjun said
10,13,param,Supreme
10,13,brahma,Brahman
10,13,param,Supreme
10,13,dhāma,abode
10,13,pavitram,purifier
10,13,paramam,Supreme
10,13,bhavān,you
10,13,puruṣham,personality
10,13,śhāśhvatam,eternal
10,13,divyam,divine
10,13,ādi,devam
10,13,ajam,the unborn
10,13,vibhum,the great
10,13,āhuḥ,(they) declare
10,13,tvām,you
10,13,ṛiṣhayaḥ,sages
10,13,sarve,all
10,13,deva,ṛiṣhiḥ
10,13,tathā,also
10,13,asitaḥ,Asit
10,13,devalaḥ,Deval
10,13,vyāsaḥ,Vyās
10,13,svayam,personally
10,13,cha,and
10,13,eva,even
10,13,bravīṣhī,you are declaring
10,13,me,to me
10,14,sarvam,everything
10,14,etat,this
10,14,ṛitam,truth
10,14,manye,I accept
10,14,yat,which
10,14,mām,me
10,14,vadasi,you tell
10,14,keśhava,"Shree Krishna, the killer of the demon named Keshi"
10,14,na,neither
10,14,hi,verily
10,14,te,your
10,14,bhagavan,the Supreme Lord
10,14,vyaktim,personality
10,14,viduḥ,can understand
10,14,devāḥ,the celestial gods
10,14,na,nor
10,14,dānavāḥ,the demons
10,15,swayam,yourself
10,15,eva,indeed
10,15,ātmanā,by yourself
10,15,ātmānam,yourself
10,15,vettha,know
10,15,tvam,you
10,15,puruṣha,uttama
10,15,bhūta,bhāvana
10,15,bhūta,īśha
10,15,deva,deva
10,15,jagat,pate
10,16,vaktum,to describe
10,16,arhasi,please do
10,16,aśheṣheṇa,completely
10,16,divyāḥ,divine
10,16,hi,indeed
10,16,ātma,your own
10,16,vibhūtayaḥ,opulences
10,16,yābhiḥ,by which
10,16,vibhūtibhiḥ,opulences
10,16,lokān,all worlds
10,16,imān,these
10,16,tvam,you
10,16,vyāpya,pervade
10,16,tiṣhṭhasi,reside
10,16,katham,how
10,16,vidyām aham,shall I know
10,16,yogin,the Supreme Master of Yogmaya
10,16,tvām,you
10,16,sadā,always
10,16,parichintayan,meditating
10,16,keṣhu,in what
10,16,keṣhu,in what
10,16,cha,and
10,16,bhāveṣhu,forms
10,16,chintyaḥ asi,to be thought of
10,16,bhagavan,the Supreme Divine Personality
10,16,mayā,by me
10,17,vaktum,to describe
10,17,arhasi,please do
10,17,aśheṣheṇa,completely
10,17,divyāḥ,divine
10,17,hi,indeed
10,17,ātma,your own
10,17,vibhūtayaḥ,opulences
10,17,yābhiḥ,by which
10,17,vibhūtibhiḥ,opulences
10,17,lokān,all worlds
10,17,imān,these
10,17,tvam,you
10,17,vyāpya,pervade
10,17,tiṣhṭhasi,reside
10,17,katham,how
10,17,vidyām aham,shall I know
10,17,yogin,the Supreme Master of Yogmaya
10,17,tvām,you
10,17,sadā,always
10,17,parichintayan,meditating
10,17,keṣhu,in what
10,17,keṣhu,in what
10,17,cha,and
10,17,bhāveṣhu,forms
10,17,chintyaḥ asi,to be thought of
10,17,bhagavan,the Supreme Divine Personality
10,17,mayā,by me
10,18,vistareṇa,in detail
10,18,ātmanaḥ,your
10,18,yogam,divine glories
10,18,vibhūtim,opulences
10,18,cha,also
10,18,janaārdana,"Shree Krishna, he who looks after the public"
10,18,bhūyaḥ,again
10,18,kathaya,describe
10,18,tṛiptiḥ,satisfaction
10,18,hi,because
10,18,śhṛiṇvataḥ,hearing
10,18,na,not
10,18,asti,is
10,18,me,my
10,18,amṛitam,nectar
10,19,śhrī,bhagavān uvācha
10,19,hanta,yes
10,19,te,to you
10,19,kathayiṣhyāmi,I shall describe
10,19,divyāḥ,divine
10,19,hi,certainly
10,19,ātma,vibhūtayaḥ
10,19,prādhānyataḥ,salient
10,19,kuru,śhreṣhṭha
10,19,na,not
10,19,asti,is
10,19,antaḥ,limit
10,19,vistarasya,extensive glories
10,19,me,my
10,20,aham,I
10,20,ātmā,soul
10,20,guḍākeśha,"Arjun, the conqueror of sleep"
10,20,sarva,bhūta
10,20,āśhaya,sthitaḥ
10,20,aham,I
10,20,ādiḥ,the beginning
10,20,cha,and
10,20,madhyam,middle
10,20,cha,and
10,20,bhūtānām,of all beings
10,20,antaḥ,end
10,20,eva,even
10,20,cha,also
10,21,ādityānām,amongst the twelve sons of Aditi
10,21,aham,I
10,21,viṣhṇuḥ,Lord Vishnu
10,21,jyotiṣhām,amongst luminous objects
10,21,raviḥ,the sun
10,21,anśhu,mān
10,21,marīchiḥ,Marichi
10,21,marutām,of the maruts
10,21,asmi,(I) am
10,21,nakṣhatrāṇām,amongst the stars
10,21,aham,I
10,21,śhaśhī,the moon
10,22,vedānām,amongst the Vedas
10,22,sāma,vedaḥ
10,22,asmi,I am
10,22,devānām,of all the celestial gods
10,22,asmi,I am
10,22,vāsavaḥ̣,Indra
10,22,indriyāṇām,amongst the senses
10,22,manaḥ,the mind
10,22,ca,and
10,22,asmi,I am
10,22,bhūtānām,amongst the living beings
10,22,asmi,I am
10,22,chetanā,consciousness
10,23,rudrāṇām,amongst the rudras
10,23,śhaṅkaraḥ,Lord Shiv
10,23,cha,and
10,23,asmi,I am
10,23,vitta,īśhaḥ
10,23,yakṣha,amongst the semi
10,23,rakṣhasām,amongst the demons
10,23,vasūnām,amongst the vasus
10,23,pāvakaḥ,Agni (fire)
10,23,cha,and
10,23,asmi,I am
10,23,meruḥ,Mount Meru
10,23,śhikhariṇām,amongst the mountains
10,23,aham,I am
10,24,purodhasām,amongst priests
10,24,cha,and
10,24,mukhyam,the chiefs
10,24,mām,me
10,24,viddhi,know
10,24,pārtha,"Arjun, the son of Pritha"
10,24,bṛihaspatim,Brihaspati
10,24,senānīnām,warrior chief
10,24,aham,I
10,24,skandaḥ,Kartikeya
10,24,sarasām,amongst reservoirs of water
10,24,asmi,I am
10,24,sāgaraḥ,the ocean
10,25,mahā,ṛiṣhīṇām
10,25,bhṛiguḥ,Bhrigu
10,25,aham,I
10,25,girām,amongst chants
10,25,asmi,I am
10,25,ekam akṣharam,the syllable Om
10,25,yajñānām,of sacrifices
10,25,japa,yajñaḥ
10,25,asmi,I am
10,25,sthāvarāṇām,amongst immovable things
10,25,himālayaḥ,the Himalayas
10,26,aśhvatthaḥ,the peepul tree (sacred fig tree)
10,26,sarva,vṛikṣhāṇām
10,26,deva,ṛiṣhīṇām
10,26,cha,and
10,26,nāradaḥ,Narad
10,26,gandharvāṇām,amongst the gandharvas
10,26,chitrarathaḥ,Chitrarath
10,26,siddhānām,of all those who are perfected
10,26,kapilaḥ muniḥ,sage Kapil
10,27,uchchaiḥśhravasam,Uchchaihshrava
10,27,aśhvānām,amongst horses
10,27,viddhi,know
10,27,mām,me
10,27,amṛita,udbhavam
10,27,airāvatam,Airavata
10,27,gaja,indrāṇām
10,27,narāṇām,amongst humans
10,27,cha,and
10,27,nara,adhipam
10,28,āyudhānām,amongst weapons
10,28,aham,I
10,28,vajram,the Vajra (thunderbolt)
10,28,dhenūnām,amongst cows
10,28,asmi,I am
10,28,kāma,dhuk
10,28,prajanaḥ,amongst causes for procreation
10,28,cha,and
10,28,asmi,I am
10,28,kandarpaḥ,"Kaamdev, the god of love"
10,28,sarpāṇām,amongst serpents
10,28,asmi,I am
10,28,vāsukiḥ,serpent Vasuki
10,29,anantaḥ,Anant
10,29,cha,and
10,29,asmi,I am
10,29,nāgānām,amongst snakes
10,29,varuṇaḥ,the celestial god of the ocean
10,29,yādasām,amongst aquatics
10,29,aham,I
10,29,pitṝīṇām,amongst the departed ancestors
10,29,aryamā,Aryama
10,29,cha,and
10,29,asmi,am
10,29,yamaḥ,the celestial god of death
10,29,sanyamatām,amongst dispensers of law
10,29,aham,I
10,30,prahlādaḥ,Prahlad
10,30,cha,and
10,30,asmi,I am
10,30,daityānām,of the demons
10,30,kālaḥ,time
10,30,kalayatām,of all that controls
10,30,aham,I
10,30,mṛigāṇām,amongst animals
10,30,cha,and
10,30,mṛiga,indraḥ
10,30,aham,I
10,30,vainateyaḥ,Garud
10,30,cha,and
10,30,pakṣhiṇām,amongst birds
10,31,pavanaḥ,the wind
10,31,pavatām,of all that purifies
10,31,asmi,I am
10,31,rāmaḥ,Ram
10,31,śhastra,bhṛitām
10,31,aham,I am
10,31,jhaṣhāṇām,of all acquatics
10,31,makaraḥ,crocodile
10,31,cha,also
10,31,asmi,I am
10,31,srotasām,of flowing rivers
10,31,asmi,I am
10,31,jāhnavī,the Ganges
10,32,sargāṇām,of all creations
10,32,ādiḥ,the beginning
10,32,antaḥ,end
10,32,cha,and
10,32,madhyam,middle
10,32,cha,and
10,32,eva,indeed
10,32,aham,I
10,32,arjuna,Arjun
10,32,adhyātma,vidyā
10,32,vidyānām,amongst sciences
10,32,vādaḥ,the logical conclusion
10,32,pravadatām,of debates
10,32,aham,I
10,33,akṣharāṇām,amongst all letters
10,33,a,kāraḥ
10,33,asmi,I am
10,33,dvandvaḥ,the dual
10,33,sāmāsikasya,amongst grammatical compounds
10,33,cha,and
10,33,aham,I
10,33,eva,only
10,33,akṣhayaḥ,endless
10,33,kālaḥ,time
10,33,dhātā,amongst the creators
10,33,aham,I
10,33,viśhwataḥ,mukhaḥ
10,34,mṛityuḥ,death
10,34,sarva,haraḥ
10,34,cha,and
10,34,aham,I
10,34,udbhavaḥ,the origin
10,34,cha,and
10,34,bhaviṣhyatām,those things that are yet to be
10,34,kīrtiḥ,fame
10,34,śhrīḥ,opulence
10,34,vāk,fine speech
10,34,cha,and
10,34,nārīṇām,amongst feminine qualities
10,34,smṛitiḥ,memory
10,34,medhā,intelligence
10,34,dhṛitiḥ,courage
10,34,kṣhamā,forgiveness
10,35,bṛihat,sāma
10,35,tathā,also
10,35,sāmnām,amongst the hymns in the Sama Veda
10,35,gāyatrī,the Gayatri mantra
10,35,chhandasām,amongst poetic meters
10,35,aham,I
10,35,māsānām,of the twelve months
10,35,mārga,śhīrṣhaḥ
10,35,aham,I
10,35,ṛitūnām,of all seasons
10,35,kusuma,ākaraḥ
10,36,dyūtam,gambling
10,36,chhalayatām,of all cheats
10,36,asmi,I am
10,36,tejaḥ,the splendor
10,36,tejasvinām,of the splendid
10,36,aham,I
10,36,jayaḥ,victory
10,36,asmi,I am
10,36,vyavasāyaḥ,firm resolve
10,36,asmi,I am
10,36,sattvam,virtue
10,36,sattva,vatām
10,36,aham,I
10,37,vṛiṣhṇīnām,amongst the descendants of Vrishni
10,37,vāsudevaḥ,"Krishna, the son of Vasudev"
10,37,asmi,I am
10,37,pāṇḍavānām,amongst the Pandavas
10,37,dhanañjayaḥ,"Arjun, the conqueror of wealth"
10,37,munīnām,amongst the sages
10,37,api,also
10,37,aham,I
10,37,vyāsaḥ,Ved Vyas
10,37,kavīnām,amongst the great thinkers
10,37,uśhanā,Shukracharya
10,37,kaviḥ,the thinker
10,38,daṇḍaḥ,punishment
10,38,damayatām,amongst means of preventing lawlessness
10,38,asmi,I am
10,38,nītiḥ,proper conduct
10,38,asmi,I am
10,38,jigīṣhatām,amongst those who seek victory
10,38,maunam,silence
10,38,cha,and
10,38,eva,also
10,38,asmi,I am
10,38,guhyānām,amongst secrets
10,38,jñānam,wisdom
10,38,jñāna,vatām
10,38,aham,I
10,39,yat,which
10,39,cha,and
10,39,api,also
10,39,sarva,bhūtānām
10,39,bījam,generating seed
10,39,tat,that
10,39,aham,I
10,39,arjuna,Arjun
10,39,na,not
10,39,tat,that
10,39,asti,is
10,39,vinā,without
10,39,yat,which
10,39,syāt,may exist
10,39,mayā,me
10,39,bhūtam,creature
10,39,chara,acharam
10,40,na,not
10,40,antaḥ,end
10,40,asti,is
10,40,mama,my
10,40,divyānām,divine
10,40,vibhūtīnām,manifestations
10,40,parantapa,"Arjun, the conqueror of the enemies"
10,40,eṣhaḥ,this
10,40,tu,but
10,40,uddeśhataḥ,just one portion
10,40,proktaḥ,declared
10,40,vibhūteḥ,of (my) glories
10,40,vistaraḥ,the breath of the topic
10,40,mayā,by me
10,41,yat yat,whatever
10,41,vibhūtimat,opulent
10,41,sattvam,being
10,41,śhrī,mat
10,41,ūrjitam,glorious
10,41,eva,also
10,41,vā,or
10,41,tat tat,all that
10,41,eva,only
10,41,avagachchha,know
10,41,tvam,you
10,41,mama,my
10,41,tejaḥ,splendor
10,41,anśha,a part
10,41,sambhavam,born of
10,42,athavā,or
10,42,bahunā,detailed
10,42,etena,by this
10,42,kim,what
10,42,jñātena tava,can be known by you
10,42,arjuna,Arjun
10,42,viṣhṭabhya,pervade and support
10,42,aham,I
10,42,idam,this
10,42,kṛitsnam,entire
10,42,eka,by one
10,42,anśhena,fraction
10,42,sthitaḥ,am situated
10,42,jagat,creation
11,1,arjunaḥ uvācha,Arjun said
11,1,mat,anugrahāya
11,1,paramam,supreme
11,1,guhyam,confidential
11,1,adhyātma,sanjñitam
11,1,yat,which
11,1,tvayā,by you
11,1,uktam,spoken
11,1,vachaḥ,words
11,1,tena,by that
11,1,mohaḥ,illusion
11,1,ayam,this
11,1,vigataḥ,is dispelled
11,1,mama,my
11,2,bhava,appearance
11,2,apyayau,disappearance
11,2,hi,indeed
11,2,bhūtānām,of all living beings
11,2,śhrutau,have heard
11,2,vistaraśhaḥ,in detail
11,2,mayā,by me
11,2,tvattaḥ,from you
11,2,kamala,patra
11,2,māhātmyam,greatness
11,2,api,also
11,2,cha,and
11,2,avyayam,eternal
11,3,evam,thus
11,3,etat,this
11,3,yathā,as
11,3,āttha,have spoken
11,3,tvam,you
11,3,ātmānam,yourself
11,3,parama,īśhvara
11,3,draṣhṭum,to see
11,3,ichchhāmi,I desire
11,3,te,your
11,3,rūpam,form
11,3,aiśhwaram,divine
11,3,puruṣha,uttama
11,4,manyase,you think
11,4,yadi,if
11,4,tat,that
11,4,śhakyam,possible
11,4,mayā,by me
11,4,draṣhṭum,to behold
11,4,iti,thus
11,4,prabho,Lord
11,4,yoga,īśhvara
11,4,tataḥ,then
11,4,me,to me
11,4,tvam,you
11,4,darśhaya,reveal
11,4,ātmānam,yourself
11,4,avyayam,imperishable
11,5,śhrī,bhagavān uvācha
11,5,paśhya,behold
11,5,me,my
11,5,pārtha,"Arjun, the son of Pritha"
11,5,rūpāṇi,forms
11,5,śhataśhaḥ,by the hundreds
11,5,atha,and
11,5,sahasraśhaḥ,thousands
11,5,nānā,vidhāni
11,5,divyāni,divine
11,5,nānā,various
11,5,varṇa,colors
11,5,ākṛitīni,shapes
11,5,cha,and
11,6,paśhya,behold
11,6,ādityān,the (twelve) sons of Aditi
11,6,vasūn,the (eight) vasus
11,6,rudrān,the (eleven) rudras
11,6,aśhvinau,the (twin) Ashvini Kumars
11,6,marutaḥ,the (forty
11,6,tathā,and
11,6,bahūni,many
11,6,adṛiṣhṭa,never revealed
11,6,pūrvāṇi,before
11,6,paśhya,behold
11,6,āśhcharyāṇi,marvels
11,6,bhārata,"Arjun, scion of the Bharatas"
11,7,iha,here
11,7,eka,stham
11,7,jagat,the universe
11,7,kṛitsnam,entire
11,7,paśhya,behold
11,7,adya,now
11,7,sa,with
11,7,chara,the moving
11,7,acharam,the non
11,7,mama,my
11,7,dehe,in this form
11,7,guḍākeśha,"Arjun, the conqueror of sleep"
11,7,yat,whatever
11,7,cha,also
11,7,anyat,else
11,7,draṣhṭum,to see
11,7,ichchhasi,you wish
11,8,na,not
11,8,tu,but
11,8,mām,me
11,8,śhakyase,you can
11,8,draṣhṭum,to see
11,8,anena,with these
11,8,eva,even
11,8,sva,chakṣhuṣhā
11,8,divyam,divine
11,8,dadāmi,I give
11,8,te,to you
11,8,chakṣhuḥ,eyes
11,8,paśhya,behold
11,8,me,my
11,8,yogam aiśhwaram,majestic opulence
11,9,sañjayaḥ uvācha,Sanjay said
11,9,evam,thus
11,9,uktvā,having spoken
11,9,tataḥ,then
11,9,rājan,king
11,9,mahā,yoga
11,9,hariḥ,Shree Krishna
11,9,darśhayām āsa,displayed
11,9,pārthāya,to Arjun
11,9,paramam,divine
11,9,rūpam aiśhwaram,opulent form
11,10,aneka,many
11,10,vaktra,faces
11,10,nayanam,eyes
11,10,aneka,many
11,10,adbhuta,wonderful
11,10,darśhanam,had a vision of
11,10,aneka,many
11,10,divya,divine
11,10,ābharaṇam,ornaments
11,10,divya,divine
11,10,aneka,many
11,10,udyata,uplifted
11,10,āyudham,weapons
11,10,divya,divine
11,10,mālya,garlands
11,10,āmbara,garments
11,10,dharam,wearing
11,10,divya,divine
11,10,gandha,fragrances
11,10,anulepanam,anointed with
11,10,sarva,all
11,10,āśhcharya,mayam
11,10,devam,Lord
11,10,anantam,unlimited
11,10,viśhwataḥ,all sides
11,10,mukham,face
11,11,aneka,many
11,11,vaktra,faces
11,11,nayanam,eyes
11,11,aneka,many
11,11,adbhuta,wonderful
11,11,darśhanam,had a vision of
11,11,aneka,many
11,11,divya,divine
11,11,ābharaṇam,ornaments
11,11,divya,divine
11,11,aneka,many
11,11,udyata,uplifted
11,11,āyudham,weapons
11,11,divya,divine
11,11,mālya,garlands
11,11,āmbara,garments
11,11,dharam,wearing
11,11,divya,divine
11,11,gandha,fragrances
11,11,anulepanam,anointed with
11,11,sarva,all
11,11,āśhcharya,mayam
11,11,devam,Lord
11,11,anantam,unlimited
11,11,viśhwataḥ,all sides
11,11,mukham,face
11,12,divi,in the sky
11,12,sūrya,suns
11,12,sahasrasya,thousand
11,12,bhavet,were
11,12,yugapat,simultaneously
11,12,utthitā,rising
11,12,yadi,if
11,12,bhāḥ,splendor
11,12,sadṛiśhī,like
11,12,sā,that
11,12,syāt,would be
11,12,bhāsaḥ,splendor
11,12,tasya,of them
11,12,mahā,ātmanaḥ
11,13,tatra,there
11,13,eka,stham
11,13,jagat,the universe
11,13,kṛitsnam,entire
11,13,pravibhaktam,divided
11,13,anekadhā,many
11,13,apaśhyat,could see
11,13,deva,devasya
11,13,śharīre,in the body
11,13,pāṇḍavaḥ,Arjun
11,13,tadā,at that time
11,14,tataḥ,then
11,14,saḥ,he
11,14,vismaya,āviṣhṭaḥ
11,14,hṛiṣhṭa,romā
11,14,dhanañjayaḥ,"Arjun, the conqueror of wealth"
11,14,praṇamya,bow down
11,14,śhirasā,with (his) head
11,14,devam,the Lord
11,14,kṛita,añjaliḥ
11,14,abhāṣhata,he addressed
11,15,arjunaḥ uvācha,Arjun said
11,15,paśhyāmi,I behold
11,15,devān,all the gods
11,15,tava,your
11,15,deva,Lord
11,15,dehe,within the body
11,15,sarvān,all
11,15,tathā,as well as
11,15,bhūta viśheṣha,saṅghān
11,15,brahmāṇam,Lord Brahma
11,15,īśham,Shiv
11,15,kamala,āsana
11,15,ṛiṣhīn,sages
11,15,cha,and
11,15,sarvān,all
11,15,uragān,serpents
11,15,cha,and
11,15,divyān,divine
11,16,aneka,infinite
11,16,bāhu,arms
11,16,udara,stomachs
11,16,vaktra,faces
11,16,netram,eyes
11,16,paśhyāmi,I see
11,16,tvām,you
11,16,sarvataḥ,in every direction
11,16,ananta,rūpam
11,16,na antam,without end
11,16,na,not
11,16,madhyam,middle
11,16,na,no
11,16,punaḥ,again
11,16,tava,your
11,16,ādim,beginning
11,16,paśhyāmi,I see
11,16,viśhwa,īśhwara
11,16,viśhwa,rūpa
11,17,kirīṭinam,adorned with a crown
11,17,gadinam,with club
11,17,chakriṇam,with discs
11,17,cha,and
11,17,tejaḥ,rāśhim
11,17,sarvataḥ,everywhere
