chapter,verse,speaker,sanskrit,translation,question
9,8,भगवान,प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः| भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् || 9.8 || ,"Animating My Nature, I again and again send forth all this multitude of beings, helpless under the force of Nature.",Who or what causes human beings to be born?
9,9,भगवान,न च मां तानि कर्माणि निबध्नन्ति धनञ्जय| उदासीनवदासीनमसक्तं तेषु कर्मसु || 9.9 || ,"These acts do not bind Me, O Arjuna, sitting as one indifferent, unattached to those acts.",Does God get tangled in the web of Karma?
9,10,भगवान,मयाऽध्यक्षेण प्रकृतिः सूयते सचराचरम्| हेतुनाऽनेन कौन्तेय जगद्विपरिवर्तते || 9.10 || ,"Under Me, as supervisor, Nature produces the moving and the unmoving; therefore, O Arjuna, the world revolves.",Is God involved in the birth and death of living beings?
9,11,भगवान,अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम्| परं भावमजानन्तो मम भूतमहेश्वरम् || 9.11 || ,"Fools disregard Me, clad in human form, not knowing My higher Being as the great Lord of all beings.",Is it wise to believe in God?
9,12,भगवान,मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः| राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः || 9.12 || ,"They are possessed of the deceitful nature of demons and undivine beings, filled with vain hopes, vain actions, and vain knowledge that is senseless.",What is the nature of deluded people?
9,13,भगवान,महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः| भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् || 9.13 || ,"But the great souls, O Arjuna, partaking of My divine nature, worship Me with a single-minded devotion, knowing Me as the imperishable source of all beings.",How do wise people view God?
9,14,भगवान,सततं कीर्तयन्तो मां यतन्तश्च दृढव्रताः| नमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते || 9.14 || ,"Always glorifying Me, striving, firm in their vows, prostrating themselves before Me, they worship Me with steadfast devotion.",How do wise people treat God?
9,15,भगवान,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते| एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् || 9.15 || ,"Others also, sacrificing with the wisdom-sacrifice, worship Me, the All-Faced, as one, distinct, and manifold.",How else can one worship God?
9,16,भगवान,अहं क्रतुरहं यज्ञः स्वधाऽहमहमौषधम्| मंत्रोऽहमहमेवाज्यमहमग्निरहं हुतम् || 9.16 || ,I am Kratu; I am Yajna; I am the offering to the manes; I am the medicinal herbs and all plants; I am the Mantra; I am also the ghee or melted butter; I am the fire; I am the oblation.,What are the characteristics of God?
9,17,भगवान,पिताऽहमस्य जगतो माता धाता पितामहः| वेद्यं पवित्रमोंकार ऋक् साम यजुरेव च || 9.17 || ,"I am the father of this world, the mother, the dispenser of the fruits of actions, and the grandfather; the one thing to be known, the purifier, the sacred monosyllable (Om), and also the Rik, Sama, and Yajur Vedas.",Who is the father of this world? Who is the mother of this world? Who is the dispenser of the fruits of action?
9,18,भगवान,गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत्| प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् || 9.18 || ,"I am the goal, the supporter, the Lord, the witness, the abode, the shelter, the friend, the origin, the dissolution, the foundation, the treasure-house, and the imperishable seed.",Who is the supporter of this universe? Who is the witness of this universe?
9,19,भगवान,तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च| अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन || 9.19 || ,"As the sun, I give heat; I withhold and send forth the rain; I am immortality and also death, existence and non-existence, O Arjuna.",Who is the cause of immortality and death?
9,20,भगवान,त्रैविद्या मां सोमपाः पूतपापा यज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते| ते पुण्यमासाद्य सुरेन्द्रलोक मश्नन्ति दिव्यान्दिवि देवभोगान् || 9.20 || ,"The knowers of the three Vedas, the drinkers of Soma, purified of all sins, worshipping Me through sacrifices, pray for the way to heaven; they reach the holy world of the Lord of the gods and enjoy the divine pleasures of the gods in heaven.",How can we reach heaven?
9,21,भगवान,ते तं भुक्त्वा स्वर्गलोकं विशालं क्षीणे पुण्ये मर्त्यलोकं विशन्ति| एव त्रयीधर्ममनुप्रपन्ना गतागतं कामकामा लभन्ते || 9.21 || ,"They, having enjoyed the vast heaven, enter the world of mortals when their merit is exhausted; thus abiding by the injunctions of the three (Vedas) and desiring objects of desires, they attain to the state of coming and going.",Is heaven eternal?
9,22,भगवान,अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते| तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् || 9.22 || ,"For those men who worship Me alone, thinking of no one else, for those ever-united, I secure what they have not already possessed and preserve what they already possess.",Does God take care of those who worship him or her?
9,23,भगवान,येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयाऽन्विताः| तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् || 9.23 || ,"Even those devotees who, endowed with faith, worship other gods, worship Me alone, O Arjuna, but by the wrong method.",Are the Gods of all religions the same?
9,24,भगवान,अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च| न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते || 9.24 || ,"For I alone am the enjoyer and Lord of all sacrifices; but they do not know Me in reality, and thus they return to this mortal world.",Who is the lord of all the sacrifices?
9,25,भगवान,यान्ति देवव्रता देवान् पितृ़न्यान्ति पितृव्रताः| भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् || 9.25 || ,The worshippers of the gods go to them; the ancestor-worshippers go to the manes; the worshippers of the deities who preside over the elements go to them; but My devotees come to Me.,Do all religious people reach the same God?
9,26,भगवान,पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति| तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः || 9.26 || ,"Whoever offers Me with devotion a leaf, a flower, a fruit, or a little water, that, so offered devotedly by the pure-minded, I accept.",What should we give to God?
9,27,भगवान,यत्करोषि यदश्नासि यज्जुहोषि ददासि यत्| यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् || 9.27 || ,"Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give, whatever austerity you practice, O Arjuna, do it as an offering to Me.",What kind of attitude should we have towards God? How should we eat our food? What is devotion? What is love? What is Bhakti? What is faith? How can I best utilise my time? What is the best use of time? What is the best way to live?
9,28,भगवान,शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनैः| संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि || 9.28 || ,"Thus, you shall be freed from the bonds of actions yielding good and evil fruits; with the mind steadfast in the Yoga of renunciation, and liberated, you shall come to Me.",Can we get rid of the bad results of our actions or Karma and keep only the good ones?
9,29,भगवान,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः| ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् || 9.29 || ,"I am the same to all beings; there is none hateful or dear to Me; but those who worship Me with devotion are in Me, and I am also in them.",Does God treat everyone equally?
9,30,भगवान,अपि चेत्सुदुराचारो भजते मामनन्यभाक्| साधुरेव स मन्तव्यः सम्यग्व्यवसितो हि सः || 9.30 || ,"Even if the most sinful worships Me, with devotion to no one else, he should indeed be regarded as righteous, for he has rightly resolved.",Do sinful people also have a hope for liberation?
9,31,भगवान,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति| कौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति || 9.31 || ,"Soon he becomes righteous and attains eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes.",Does God take care of his devotees?
9,32,भगवान,मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः| स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् || 9.32 || ,"For, taking refuge in Me, they who, O Arjuna, may be of a sinful birth—women, Vaisyas, and Sudras—attain the Supreme Goal.",Is liberation reserved only for upper caste people? Can women attain libertation? Can lower caste people attain liberation? Can shudras attain liberation?
9,33,भगवान,किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा| अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् || 9.33 || ,"How much more easily, then, do Brahmins and devoted royal saints attain the goal? Having come to this impermanent and unhappy world, do thou worship Me.",Can royal saints attain salvation?
9,34,भगवान,मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु| मामेवैष्यसि युक्त्वैवमात्मानं मत्परायणः || 9.34 || ,"Fix your mind on Me; be devoted to Me; sacrifice to Me; bow down to Me; having thus united your whole self to Me, taking Me as the supreme goal, you will come to Me.",What is the best way to achieve salvation?
10,1,भगवान,भूय एव महाबाहो श्रृणु मे परमं वचः| यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया || 10.1 || ,"The Blessed Lord said, Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to you, who are beloved, for your welfare.",Was Arjuna dear to Krishna?
10,2,भगवान,न मे विदुः सुरगणाः प्रभवं न महर्षयः| अहमादिर्हि देवानां महर्षीणां च सर्वशः || 10.2 || ,Neither the hosts of the gods nor the great sages know My origin; for I am the source of all the gods and the great sages in every way.,How difficult to know and understand God?
10,3,भगवान,यो मामजमनादिं च वेत्ति लोकमहेश्वरम्| असम्मूढः स मर्त्येषु सर्वपापैः प्रमुच्यते || 10.3 || ,"He who knows Me as unborn and beginningless, as the great Lord of the worlds, he among mortals is undeluded and is liberated from all sins.",How can we git rid of all sin?
10,4,भगवान,बुद्धिर्ज्ञानमसंमोहः क्षमा सत्यं दमः शमः| सुखं दुःखं भवोऽभावो भयं चाभयमेव च || 10.4 || ,"Intellect, wisdom, non-delusion, forgiveness, truth, self-restraint, calmness, happiness, pain, existence or birth, non-existence or death, fear, and also fearlessness.",What are the qualities of a spiritual person or a devotee?
10,5,भगवान,अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः| भवन्ति भावा भूतानां मत्त एव पृथग्विधाः || 10.5 || ,"Non-injury, equanimity, contentment, austerity, beneficence, fame, and ill-fame—these different qualities of beings arise from Me alone.",What qualities arise from God?
10,6,भगवान,महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा| मद्भावा मानसा जाता येषां लोक इमाः प्रजाः || 10.6 || ,"The seven great sages, the ancient four, and the Manus, possessing powers like Mine (due to their minds being fixed on Me), were born from My mind; from them, these creatures have been born in this world.",What was Manu?
10,7,भगवान,एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः| सोऽविकम्पेन योगेन युज्यते नात्र संशयः || 10.7 || ,"He who truly knows these manifold manifestations of My Being and this Yoga-power of Mine, becomes established in unshakable Yoga; there is no doubt about it.",How can we become established in unshakeable Yoga?
10,8,भगवान,अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते| इति मत्वा भजन्ते मां बुधा भावसमन्विताः || 10.8 || ,"I am the source of all; from me everything evolves; Understanding this, the wise, endowed with meditation, worship me.",What is the origin of this universe?
10,9,भगवान,मच्चित्ता मद्गतप्राणा बोधयन्तः परस्परम्| कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च || 10.9 || ,"With their minds and lives wholly absorbed in Me, they enlighten each other and ever speak of Me, being satisfied and delighted.",How do the Yogis live?
10,10,भगवान,तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम्| ददामि बुद्धियोगं तं येन मामुपयान्ति ते || 10.10 || ,"To those who are ever steadfast, worshipping me with love, I give the yoga of discrimination, by which they come to me.",Does God help those who worship him (or her)?
10,11,भगवान,तेषामेवानुकम्पार्थमहमज्ञानजं तमः| नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता || 10.11 || ,"Out of mere compassion for them, I, dwelling within their selves, destroy the darkness born of ignorance with the luminous lamp of knowledge.",Does God dispel the ignorance of those who are devoted to him (or her)?
10,12,अर्जुन,परं ब्रह्म परं धाम पवित्रं परमं भवान्| पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् || 10.12 || ,"Arjuna said, ""You are the Supreme Brahman, the supreme abode, the supreme purifier, eternal, divine Person, the primeval God, unborn, and omnipresent.""",What did Arjuna say in praise of Krishna?
10,13,अर्जुन,आहुस्त्वामृषयः सर्वे देवर्षिर्नारदस्तथा| असितो देवलो व्यासः स्वयं चैव ब्रवीषि मे || 10.13 || ,"All the sages have thus declared Thee, as also the divine sage Narada; so also Asita, Devala, and Vyasa; and now Thou Thyself dost say so to me.",What did Arjuna say about Narada?
10,14,अर्जुन,सर्वमेतदृतं मन्ये यन्मां वदसि केशव| न हि ते भगवन् व्यक्ितं विदुर्देवा न दानवाः || 10.14 || ,"I believe all that You have said to me to be true, O Krishna; indeed, O blessed Lord! Neither the gods nor the demons know Your manifestation (origin).",Does Arjuna believe all that Krishna told him in the Gita?
10,15,अर्जुन,स्वयमेवात्मनाऽत्मानं वेत्थ त्वं पुरुषोत्तम| भूतभावन भूतेश देवदेव जगत्पते || 10.15 || ,"Verily, Thou Thyself knowest Thyself by Thyself, O Supreme Person, O source and Lord of all beings, O God of gods, O ruler of the world!",Did Arjuna believe in Krishna?
10,16,अर्जुन,वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतयः| याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि || 10.16 || ,"You should indeed tell, without reserve, of your divine glories by which you exist, pervading all these worlds. (No one else can do so.)",What more did Arjuna want to hear from Krishna?
10,17,अर्जुन,कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन्| केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया || 10.17 || ,"How shall I, ever meditating, know you, O Yogin? In what aspects or things, O blessed Lord, should I think of you?",What did Arjuna ask about meditation?
10,18,अर्जुन,विस्तरेणात्मनो योगं विभूतिं च जनार्दन| भूयः कथय तृप्तिर्हि श्रृण्वतो नास्ति मेऽमृतम् || 10.18 || ,"Tell me again in detail, O Krishna, of your yogic power and glory; for I am not satiated with what I have heard of your life-giving and nectar-like speech.",Did Arjuna ever ask Krishna to repeat what he had already said?
10,19,भगवान,हन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतयः| प्राधान्यतः कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे || 10.19 || ,"The Blessed Lord said, ""Very well! Now I will declare to you My divine glories in their prominence, O Arjuna; there is no end to their detailed description.""",Did Krishna ever repeat what he had already said in the Gita?
10,20,भगवान,अहमात्मा गुडाकेश सर्वभूताशयस्थितः| अहमादिश्च मध्यं च भूतानामन्त एव च || 10.20 || ,"I am the Self, O Gudakesa, seated in the hearts of all beings; I am the beginning, the middle, and the end of all beings.",Is God same as the Self that dwells in all beings?
10,21,भगवान,आदित्यानामहं विष्णुर्ज्योतिषां रविरंशुमान्| मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी || 10.21 || ,"Among the twelve Adityas, I am Vishnu; among luminaries, the radiant sun; among the seven or forty-nine Maruts, I am Marichi; among stars, I am the moon.",Which luminous body did Krishna compare God with?
10,22,भगवान,वेदानां सामवेदोऽस्मि देवानामस्मि वासवः| इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना || 10.22 || ,"Among the Vedas, I am the Sama-Veda; among the gods, I am Vasava; among the senses, I am the mind; and among living beings, I am intelligence.",Which Veda did Krishna compare God with?
10,23,भगवान,रुद्राणां शङ्करश्चास्मि वित्तेशो यक्षरक्षसाम्| वसूनां पावकश्चास्मि मेरुः शिखरिणामहम् || 10.23 || ,"And among the Rudras, I am Sankara; among the Yakshas and Rakshasas, the Lord of Wealth (Kubera); among the Vasus, I am Pavaka (Fire); and among the seven mountains, I am Meru.",Which mountain did Krishna compare God with?
10,24,भगवान,पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम्| सेनानीनामहं स्कन्दः सरसामस्मि सागरः || 10.24 || ,"And, among the household priests of kings, O Arjuna, know Me to be the chief, Brihaspati; among the army generals, I am Skanda; among lakes, I am the ocean.",Which water reservoir did Krishna compare God with?
10,25,भगवान,महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम्| यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालयः || 10.25 || ,"Among the great sages, I am Bhrigu; among words, I am the one syllable (Om); among sacrifices, I am the sacrifice of silent repetition; among the immovable things, I am the Himalayas.",Which sage did Krishna compare God with?
10,26,भगवान,अश्वत्थः सर्ववृक्षाणां देवर्षीणां च नारदः| गन्धर्वाणां चित्ररथः सिद्धानां कपिलो मुनिः || 10.26 || ,"Among all the trees, I am the Peepul; among the divine sages, I am Narada; among the Gandharvas, I am Chitraratha; among the perfected, I am the sage Kapila.",Which tree did Krishna compare God with?
10,27,भगवान,उच्चैःश्रवसमश्वानां विद्धि माममृतोद्भवम्| ऐरावतं गजेन्द्राणां नराणां च नराधिपम् || 10.27 || ,"Know Me as Ucchaisravas, born of nectar, among horses; Airavata among lordly elephants; and the king among men.",Which horse and elephant did Krishna compare God with?
10,28,भगवान,आयुधानामहं वज्रं धेनूनामस्मि कामधुक्| प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः || 10.28 || ,"Among weapons, I am the thunderbolt; among cows, I am the wish-fulfilling cow called Kamadhenu; I am the progenitor, the god of love; among serpents, I am Vasuki.",Which weapon did Krishna compare God with?
10,29,भगवान,अनन्तश्चास्मि नागानां वरुणो यादसामहम्| पितृ़णामर्यमा चास्मि यमः संयमतामहम् || 10.29 || ,I am Ananta among the Nagas; I am Varuna among water-deities; Aryaman among the Manes; I am Yama among the governors.,Which aquatic being did Krishna compare God with?
10,30,भगवान,प्रह्लादश्चास्मि दैत्यानां कालः कलयतामहम्| मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् || 10.30 || ,"And I am Prahlada among the demons, I am Time among reckoners, I am the lion among beasts, and Vainateya (Garuda) among birds.",Which bird did Krishna compare God with?
10,31,भगवान,पवनः पवतामस्मि रामः शस्त्रभृतामहम्| झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी || 10.31 || ,"Among the purifiers, I am the wind; among the warriors, I am Rama; among the fishes, I am the shark; among the streams, I am the Ganga.",Which warrior did Krishna compare God with?
10,32,भगवान,सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन| अध्यात्मविद्या विद्यानां वादः प्रवदतामहम् || 10.32 || ,"Among creations I am the beginning, the middle, and the end, O Arjuna; among the sciences, I am the science of the Self; and I am the logic among controversialists.",Which science did Krishna compare God with?
10,33,भगवान,अक्षराणामकारोऽस्मि द्वन्द्वः सामासिकस्य च| अहमेवाक्षयः कालो धाताऽहं विश्वतोमुखः || 10.33 || ,"Among the letters of the alphabet, I am the letter 'A' and the dual among compounds. I am verily the inexhaustible and everlasting time; I am the dispenser of the fruits of actions, having faces in all directions.",What letter did Krishna compare God with?
10,34,भगवान,मृत्युः सर्वहरश्चाहमुद्भवश्च भविष्यताम्| कीर्तिः श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृतिः क्षमा || 10.34 || ,"And I am the all-devouring Death, and the source of prosperity for those who are to be prosperous; among the feminine qualities, I am fame, prosperity, speech, memory, intelligence, firmness, and forgiveness.",Which feminine quality did Krishna compare God with?
10,35,भगवान,बृहत्साम तथा साम्नां गायत्री छन्दसामहम्| मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः || 10.35 || ,"Among the hymns, I am the Brihatsaman; among meters, I am Gayatri; among months, I am Margasirsha; among seasons, I am the flowery season.",Which hymn did Krishna compare God with?
10,36,भगवान,द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम्| जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् || 10.36 || ,I am the gambling of the deceitful; I am the splendor of the splendid; I am victory; I am the resolve of the resolute; I am the goodness of the good.,Which fraudulent activity did Krishna compare God with?
10,37,भगवान,वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनंजयः| मुनीनामप्यहं व्यासः कवीनामुशना कविः || 10.37 || ,"Among the Vrishnis, I am Vaasudeva; among the Pandavas, I am Arjuna; among the sages, I am Vyasa; among the poets, I am Usanas, the poet.",Which Pandava did Krishna compare God with?
10,38,भगवान,दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम्| मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् || 10.38 || ,"Of those who punish, I am the scepter; among those who seek victory, I am statesmanship; and among secrets, I am silence; I am knowledge among knowers.",Which secret did Krishna compare God with?
10,39,भगवान,यच्चापि सर्वभूतानां बीजं तदहमर्जुन| न तदस्ति विना यत्स्यान्मया भूतं चराचरम् || 10.39 || ,"And whatever is the seed of all beings, that too am I, O Arjuna; there is no being, be it moving or unmoving, that can exist without Me.",Can anything exist without God?
10,40,भगवान,नान्तोऽस्ति मम दिव्यानां विभूतीनां परंतप| एष तूद्देशतः प्रोक्तो विभूतेर्विस्तरो मया || 10.40 || ,"There is no end to My divine glories, O Arjuna, but this is a brief statement by Me of the particulars of My divine glory.",What are the limitations of God and his manifestations?
10,41,भगवान,यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा| तत्तदेवावगच्छ त्वं मम तेजोंऽशसंभवम् || 10.41 || ,"Whatever being there is glorious, prosperous, or powerful, know that to be a manifestation of a part of My splendor.",What is the source of power and energy in human beings?
10,42,भगवान,अथवा बहुनैतेन किं ज्ञातेन तवार्जुन| विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् || 10.42 || ,"But, of what avail is the knowledge of all these details to you, O Arjuna? I exist, supporting this whole world with one part of Myself.",Is it useful to have a detailed knowledge of how the universe functions?
11,1,अर्जुन,मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम्| यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम || 11.1 || ,"Arjuna said, By this explanation of the highest secret concerning the Self which Thou hast spoken, for the sake of blessing me, my delusion has been dispelled.",Did Arjuna's delusion get dispelled?
11,2,अर्जुन,भवाप्ययौ हि भूतानां श्रुतौ विस्तरशो मया| त्वत्तः कमलपत्राक्ष माहात्म्यमपि चाव्ययम् || 11.2 || ,"The origin and destruction of beings have been heard in detail from You, O lotus-eyed Lord, and also Your inexhaustible greatness.",Did Arjuna hear the Gita in detail?
11,3,अर्जुन,एवमेतद्यथात्थ त्वमात्मानं परमेश्वर| द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम || 11.3 || ,"Now, O Supreme Lord, as Thou hast thus described Thyself, O Supreme Person, I wish to behold Thy divine form.",When did Arjuna want to see Krishna's divine form?
11,4,अर्जुन,मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो| योगेश्वर ततो मे त्वं दर्शयाऽत्मानमव्ययम् || 11.4 || ,"If Thou, O Lord, thinkest it possible for me to see it, do Thou, then, O Lord of the Yogis, show me Thy imperishable Self.",Where in Gita did Arjuna ask Krishna to reveal his divine form?
11,5,भगवान,पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः| नानाविधानि दिव्यानि नानावर्णाकृतीनि च || 11.5 || ,"The Blessed Lord said, ""Behold, O Arjuna, forms of Mine, by the hundreds and thousands, of different sorts, divine, and of various colors and shapes.""",Where in the Gita did Krishna start revealing his divine form to Arjuna?
11,6,भगवान,पश्यादित्यान्वसून्रुद्रानश्िवनौ मरुतस्तथा| बहून्यदृष्टपूर्वाणि पश्याऽश्चर्याणि भारत || 11.6 || ,"Behold the Adityas, the Vasus, the Rudras, the two Asvins, and the Maruts; behold many wonders never before seen, O Arjuna.",What did Arjuna first see in Krishna's divine form?
11,7,भगवान,इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम्| मम देहे गुडाकेश यच्चान्यद्द्रष्टुमिच्छसि || 11.7 || ,"Now, behold, O Arjuna, in this My body, the entire universe centered in one, including the moving and the unmoving, and whatever else you desire to see.",Did Krishna show Arjuna the whole universe in his divine form?
11,8,भगवान,न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा| दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम् || 11.8 || ,But you are not able to behold Me with these your own eyes; I give you the divine eye; behold My lordly Yoga.,Is it possible to see God with our own eyes?
11,9,सञ्जय,एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः| दर्शयामास पार्थाय परमं रूपमैश्वरम् || 11.9 || ,"Sanjaya said, Having thus spoken, O king, the great Lord of Yoga, Hari (Krishna), showed Arjuna His supreme form as the Lord.",What did Sanjay say on seeing Krishna's divine form?
11,10,सञ्जय,अनेकवक्त्रनयनमनेकाद्भुतदर्शनम्| अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् || 11.10 || ,"With numerous mouths and eyes, with numerous wondrous sights, with numerous divine adornments, with numerous divine weapons uplifted, such a form He showed.",How did Sanjay describe Krishna's divine form?
11,11,सञ्जय,दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम्| सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् || 11.11 || ,"Wearing divine garlands and apparel, anointed with divine unguents, the all-wonderful, resplendent Being is endless with faces on all sides.",What was Krishna wearing when he showed his divine form?
11,12,सञ्जय,दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता| यदि भाः सदृशी सा स्याद्भासस्तस्य महात्मनः || 11.12 || ,"If the splendour of a thousand suns were to blaze out simultaneously in the sky, that would be the splendour of that mighty being.",How was the splendour of Krishna's divine form?
11,13,सञ्जय,तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा| अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा || 11.13 || ,"There, in the body of the God of gods, Arjuna then saw the entire universe resting in one, with its myriad of divisions.",How vast was Krishna's divine form?
11,14,सञ्जय,ततः स विस्मयाविष्टो हृष्टरोमा धनञ्जयः| प्रणम्य शिरसा देवं कृताञ्जलिरभाषत || 11.14 || ,"Then, Arjuna, filled with wonder and his hair standing on end, bowed his head to the God and spoke with palms joined.",What was Arjuna's physical reaction on seeing Krishna's divine form?
11,15,अर्जुन,पश्यामि देवांस्तव देव देहे सर्वांस्तथा भूतविशेषसङ्घान्| ब्रह्माणमीशं कमलासनस्थ मृषींश्च सर्वानुरगांश्च दिव्यान् || 11.15 ||  ,"Arjuna said, ""O God, I see all the gods in Your body, as well as hosts of various classes of beings, Brahma the Lord seated on the lotus, all the sages, and the celestial serpents.""",Did Arjuna see other Gods in Krishna's divine form?
11,16,अर्जुन,अनेकबाहूदरवक्त्रनेत्रं पश्यामि त्वां सर्वतोऽनन्तरूपम्| नान्तं न मध्यं न पुनस्तवादिं पश्यामि विश्वेश्वर विश्वरूप || 11.16 || ,"I see You with boundless form on every side, with many arms, stomachs, mouths, and eyes; neither the end nor the middle nor the beginning do I see, O Lord of the Universe, O Cosmic Form.",Did Krishna's divine form have a beginning and an end? What is the proof of God's existence? What is the proof of God? How do we know that God exists?
11,17,अर्जुन,किरीटिनं गदिनं चक्रिणं च तेजोराशिं सर्वतोदीप्तिमन्तम्| पश्यामि त्वां दुर्निरीक्ष्यं समन्ता द्दीप्तानलार्कद्युतिमप्रमेयम् || 11.17 || ,"I see You with the diadem, club, and discus, a mass of radiance shining everywhere, very hard to look at, blazing all around like a burning fire and the sun, and immeasurable.",How can we describe Krishna's divine form?
11,18,अर्जुन,त्वमक्षरं परमं वेदितव्यं त्वमस्य विश्वस्य परं निधानम्| त्वमव्ययः शाश्वतधर्मगोप्ता सनातनस्त्वं पुरुषो मतो मे || 11.18 || ,"You are the Imperishable, the Supreme Being, worthy of being known. You are the great treasure-house of this universe; You are the imperishable protector of the eternal Dharma; You are the Primal Person, I believe.","After seeing Krishna's divine form, was Arjuna convinced that he indeed is the supreme God?"
