Chapter,Verse,Speaker,Sanskrit ,Swami Adidevananda,Swami Gambirananda,Swami Sivananda,Dr. S. Sankaranarayan,Shri Purohit Swami
9,12,भगवान,मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः| राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः || 9.12 || ,"Senseless people have a nature that is deluding and similar to that of rakshasas and asuras. Their hopes are futile, their actions are futile, and their knowledge is futile.","Possessed of vain hopes, vain actions, vain knowledge, and senselessness, they become verily possessed of the deceptive disposition of fiends and demons.","They are possessed of the deceitful nature of demons and undivine beings, filled with vain hopes, vain actions, and vain knowledge that is senseless.","They are of futile aspirations, futile actions, futile knowledge, and wrong intellect; and they take recourse only to the delusive nature that is both demoniac and devilish.","Their hopes are futile, their actions worthless, their knowledge ineffective; they are without sense, deceitful, barbaric, and godless."
9,13,भगवान,महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः| भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् || 9.13 || ,"But the great-souled ones, O Arjuna, who are associated with My divine nature, worship Me with an unwavering mind, knowing Me to be the immutable source of all beings.","O son of Prtha, the noble ones, being possessed of divine nature, surely adore Me with single-mindedness, knowing Me to be the immutable source of all objects.","But the great souls, O Arjuna, partaking of My divine nature, worship Me with a single-minded devotion, knowing Me as the imperishable source of all beings.","O son of Prtha! The great-souled men, however, taking hold of the divine nature and having nothing else in their minds, adore Me, viewing Me as the imperishable prime cause of beings.","But the great souls, O Arjuna! Filled with my divine spirit, they worship me, fix their minds on me alone, for they know that I am the imperishable source of being."
9,14,भगवान,सततं कीर्तयन्तो मां यतन्तश्च दृढव्रताः| नमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते || 9.14 || ,"Aspiring for eternal communion with Me, they worship Me, always singing My praises, striving with steadfast resolution and bowing down to Me in devotion.","Always glorifying Me and striving, the men of firm vows worship Me by paying obeisance to Me and being ever endowed with devotion.","Always glorifying Me, striving, firm in their vows, prostrating themselves before Me, they worship Me with steadfast devotion.","Ever speaking of My glory, striving with firm resolve, paying homage to Me, and being permanently endowed with devotion, they worship Me.","Always extolling Me, they are strenuous and firm in their vows, prostrating themselves before Me, and worshiping Me continually with concentrated devotion."
9,15,भगवान,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते| एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् || 9.15 || ,"Others, besides offering the sacrifice of knowledge, also worship Me as One, who is characterized by diversity in countless ways and is multiform (in My Cosmic aspect).","Others indeed worship Me by exclusively adoring through the sacrifice of the knowledge of oneness; (others worship Me) in many ways, and (others) as the multiform existing in various forms.","Others also, sacrificing with the wisdom-sacrifice, worship Me, the All-Faced, as one, distinct, and manifold.","Some worship Me by knowledge-sacrifice, and others by offering sacrifices; thus, they worship Me, the Universally-Faced, either as One or as Many.","Others worship Me with full consciousness as the One, the Manifold, the Omnipresent, and the Universal."
9,16,भगवान,अहं क्रतुरहं यज्ञः स्वधाऽहमहमौषधम्| मंत्रोऽहमहमेवाज्यमहमग्निरहं हुतम् || 9.16 || ,"I am Kratu, I am the sacrifice, I am the offering to the manes, I am the herb, I am the Mantra, I am the clarified butter, I am the fire, I am the oblation.","I am the ritual, I am the sacrifice, I am the oblation, I am the medicinal herb, I am the mantra, I am the clarified butter, I am the fire, and I am the act of offering.",I am Kratu; I am Yajna; I am the offering to the manes; I am the medicinal herbs and all plants; I am the Mantra; I am also the ghee or melted butter; I am the fire; I am the oblation.,I am determination; I am sacrifice; I am Svadha; I am the juice of the herb; I am the Vedic hymn; I am also the clarified butter; I am the sacrificial fire; and I am the act of offering.,"I am the oblation, the sacrifice, and the worship; I am the fuel and the chant; I am the butter offered to the fire; I am the fire itself, and I am the act of offering."
9,17,भगवान,पिताऽहमस्य जगतो माता धाता पितामहः| वेद्यं पवित्रमोंकार ऋक् साम यजुरेव च || 9.17 || ,"I am the father, mother, creator, and grandfather of the universe; I am the purifier. I am the syllable Om, as well as Rk, Saman, and Yajus.","Of this world, I am the father, mother, ordainer, and grandfather; I am the knowable, the sanctifier, the syllable Om, as well as the Rk, Sama, and Yajus.","I am the father of this world, the mother, the dispenser of the fruits of actions, and the grandfather; the one thing to be known, the purifier, the sacred monosyllable (Om), and also the Rik, Sama, and Yajur Vedas.","I am the father, the mother, the sustainer, and the paternal grandparent of this world; I am the sacred object of knowledge, the syllable Om, the Rk, the Saman, and the Yajus as well.","I am the Father of the universe, its Mother, Nourisher, and Grandfather; I am the Knowable and the Pure; I am Om, and I am the Sacred Scriptures."
9,18,भगवान,गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत्| प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् || 9.18 || ,"I am the goal, the supporter, the Lord, the witness, the abode, the refuge, and the friend. I am the origin, the dissolution, the basis for preservation, and the imperishable seed.","I am the fruit of actions, the nourisher, the Lord, witness, abode, refuge, friend, origin, end, foundation, store, and the imperishable seed.","I am the goal, the supporter, the Lord, the witness, the abode, the shelter, the friend, the origin, the dissolution, the foundation, the treasure-house, and the imperishable seed.","I am the method, the nourisher, the lord, the witness, the abode, the refuge, the good-hearted friend, the origin, the dissolution, the sustenance, the repository, and the imperishable seed of the world.","I am the goal, the sustainer, the Lord, the witness, the home, the shelter, the lover, and the origin; I am life and death; I am the fountain and the imperishable seed."
9,19,भगवान,तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च| अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन || 9.19 || ,"I give heat, I withhold and send forth the rain; I am immortality and also death, O Arjuna. I am the being and the non-being.","O Arjuna, I give heat, I withhold and pour down rain; I am verily the nectar, and also death, existence, and non-existence.","As the sun, I give heat; I withhold and send forth the rain; I am immortality and also death, existence and non-existence, O Arjuna.","I give heat; I withhold and also send forth rains; I am immortality and also death, the real and the unreal, O Arjuna!","I am the heat of the sun, I release and withhold the rain. I am death and immortality; I am being and non-being."
9,20,भगवान,त्रैविद्या मां सोमपाः पूतपापा यज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते| ते पुण्यमासाद्य सुरेन्द्रलोक मश्नन्ति दिव्यान्दिवि देवभोगान् || 9.20 || ,"Those who are versed in the three Vedas, having been purified from sin by drinking the Soma juice, pray for passage to heaven and worship Me through sacrifices. Reaching the holy realm of the chief of the gods, they enjoy celestial pleasures in heaven.","Those who are versed in the Vedas, who drink Soma and are purified of sin, pray for the heavenly goal by worshipping Me through sacrifices. Having reached the place (world) of the king of gods, which is the result of righteousness, they enjoy the divine pleasure of the gods in heaven.","The knowers of the three Vedas, the drinkers of Soma, purified of all sins, worshipping Me through sacrifices, pray for the way to heaven; they reach the holy world of the Lord of the gods and enjoy the divine pleasures of the gods in heaven.","The masters of the three Vedas, the soma-drinkers, purified of their sins, aspire for the heavenly goal by offering sacrifices to Me. They attain the meritorious world of the Lord of Gods and taste in the heavens the heavenly pleasures of the gods.","Those who are versed in the scriptures, who drink the mystic Soma-juice and are purified from sin, and who, while worshipping Me with sacrifices, pray that I will lead them to heaven; they reach the holy world where the Controller of the Powers of Nature resides, and they enjoy the feasts of Paradise."
9,21,भगवान,ते तं भुक्त्वा स्वर्गलोकं विशालं क्षीणे पुण्ये मर्त्यलोकं विशन्ति| एव त्रयीधर्ममनुप्रपन्ना गतागतं कामकामा लभन्ते || 9.21 || ,"Having enjoyed the spacious world of heaven, they return to the world of mortals, their merit having been exhausted. Thus, those who follow the Vedic rituals and are drawn by desires come and go.","After having enjoyed that vast heavenly world, they enter into the human world upon the exhaustion of their merit. Thus, those who follow the rites and duties prescribed in the three Vedas, and are desirous of pleasures, attain the state of coming and going.","They, having enjoyed the vast heaven, enter the world of mortals when their merit is exhausted; thus abiding by the injunctions of the three (Vedas) and desiring objects of desires, they attain to the state of coming and going.","Having enjoyed that vast world of heaven, they, when their merit is exhausted, enter the world of mortals. Thus, those who long for pleasure and continuously take refuge in the code of conduct prescribed by the Three Vedas, attain the state of going and coming.","Yet, although they enjoy the spacious glories of Paradise, when their merit is exhausted, they are born again into this world of mortals. They have followed the letter of the scriptures, yet, because they have sought to fulfill their own desires, they must depart and return again and again."
9,22,भगवान,अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते| तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् || 9.22 || ,"Those who, excluding all else, think of Me and worship Me, aspiring after eternal union with Me, I look after their prosperity and welfare (Yoga and Ksema).","Those persons who, becoming non-different from Me and meditating, worship Me everywhere, for them, who are ever attached to Me, I arrange for securing what they lack and preserving what they have.","For those men who worship Me alone, thinking of no one else, for those ever-united, I secure what they have not already possessed and preserve what they already possess.","Those men who, having nothing else as their goal, worship Me everywhere and are constantly thinking of Me alone; to them, who are fully and constantly attached to Me, I bear acquisition and the security of acquisition.","But if a person meditates on Me and Me alone, worships Me always and everywhere, I will take upon Myself the fulfillment of their aspiration, and I will safeguard whatever they attain."
9,23,भगवान,येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयाऽन्विताः| तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् || 9.23 || ,"Even those who are devoted to other divinities with faith in their hearts, worship Me alone, O Arjuna, though not in accordance with the Sastras.","Even those who, being devoted to other deities and endowed with faith, worship them, they also, O son of Kunti, worship Me alone, though following the wrong method.","Even those devotees who, endowed with faith, worship other gods, worship Me alone, O Arjuna, but by the wrong method.","O son of Kunti! Even those who are devotees of other gods and worship them with faith, worship Me alone, but following non-injunctive practices.","Even those who worship the lesser powers, if they do so with faith, they are thereby worshipping Me, though not in the correct manner."
9,24,भगवान,अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च| न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते || 9.24 || ,"For, I am the only enjoyer and the only Lord of all sacrifices. They do not recognize Me in My true nature; hence, they fall.","Indeed, I am the enjoyer and the Lord of all sacrifices, but they do not know Me truly. Therefore, they fall.","For I alone am the enjoyer and Lord of all sacrifices; but they do not know Me in reality, and thus they return to this mortal world.","For I am the enjoyer and the Lord of all sacrifices, yet they do not recognize Me correctly and thus they turn away.","I am the willing recipient of sacrifice, and I am its true Lord. But they do not know me truly, so they fall back."
9,25,भगवान,यान्ति देवव्रता देवान् पितृ़न्यान्ति पितृव्रताः| भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् || 9.25 || ,Devotees of gods go to the gods; manes-worshippers go to the manes; worshippers of Bhutas go to the Bhutas; and those who worship Me come to Me.,Those who worship the gods reach the gods; the worshippers of the manes go to the manes; the devotees of the Beings reach the Beings; and those who worship Me come to Me.,The worshippers of the gods go to them; the ancestor-worshippers go to the manes; the worshippers of the deities who preside over the elements go to them; but My devotees come to Me.,The devotees of the gods attain the gods; the devotees of the ancestors attain the ancestors; those who perform sacrifices for the spirits attain the spirits; and those who perform sacrifices for Me attain Me.,"The votaries of the lesser powers go to them; the devotees of spirits go to them; they who worship the powers of darkness, to such powers shall they go; and so too, those who worship me shall come to me."
9,26,भगवान,पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति| तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः || 9.26 || ,"Whoever offers Me with true devotion a leaf, a flower, a fruit, or some water, I accept this offering made with devotion by them who are pure of heart.","Whoever offers Me with devotion—a leaf, a flower, a fruit, or water—I accept that gift of the pure-hearted man which has been presented devotionally.","Whoever offers Me with devotion a leaf, a flower, a fruit, or a little water, that, so offered devotedly by the pure-minded, I accept.","Whoever offers Me a leaf, a flower, a fruit, or even a little water with devotion, I accept that offering of devotion from one who has a well-controlled mind.","Whatever a person offers to Me, be it a leaf, flower, fruit, or water, I accept it, for it is offered with devotion and a pure mind."
9,27,भगवान,यत्करोषि यदश्नासि यज्जुहोषि ददासि यत्| यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् || 9.27 || ,"Whatever you do, whatever you eat, whatever you offer, whatever you give away, whatever austerity you practice, O Arjuna, do that as an offering to Me.","O son of Kunti, whatever you do, whatever you eat, whatever you offer as a sacrifice, whatever you give, and whatever austerities you undertake—all of that you offer to Me.","Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give, whatever austerity you practice, O Arjuna, do it as an offering to Me.","Whatever you do, whatever you eat, whatever oblation you offer, whatever gift you make, and whatever austerity you perform, O son of Kunti, do that as an offering to Me.","Whatever you do, whatever you eat, whatever you sacrifice and give, whatever austerities you practice, do all as an offering to Me."
9,28,भगवान,शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनैः| संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि || 9.28 || ,"Thus equipped in mind with the Yoga of renunciation, you will free yourself from the bonds of Karma, productive of both auspicious and inauspicious fruits. Thus liberated, you will come to Me.","Thus, you will become free from bondage in the form of actions which are productive of good and bad results. Having your mind imbued with the yoga of renunciation and becoming free, you will attain Me.","Thus, you shall be freed from the bonds of actions yielding good and evil fruits; with the mind steadfast in the Yoga of renunciation, and liberated, you shall come to Me.","Thus, you shall be freed from the good and evil results which are the action-bonds. Having your innate nature immersed in the Yoga of renunciation and, thus, being fully liberated, you shall attain Me.","So, your action will have no result, either good or bad; but, through the spirit of renunciation, you will come to Me and be free."
9,29,भगवान,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः| ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् || 9.29 || ,"I am the same to all creation; there is none hateful or dear to me. But those who worship me with devotion abide in me, and I in them.","I am impartial towards all beings; to Me there is none detestable or none dear. But those who worship Me with devotion, they exist in Me, and I too exist in them.","I am the same to all beings; there is none hateful or dear to Me; but those who worship Me with devotion are in Me, and I am also in them.","I am the same in all beings; none is hateful to Me and none is dear; but whoever worships Me with devotion, they are in Me and I am in them.","I am the same to all beings; I do not favour any, nor do I hate any. However, those who worship Me devotedly, they live in Me and I in them."
9,30,भगवान,अपि चेत्सुदुराचारो भजते मामनन्यभाक्| साधुरेव स मन्तव्यः सम्यग्व्यवसितो हि सः || 9.30 || ,"If even the most sinful man worships Me with undivided devotion, he should be regarded as holy, for he has rightly resolved.","Even if a man of very bad conduct worships Me with single-minded devotion, he is to be considered truly good; for he has rightly resolved.","Even if the most sinful worships Me, with devotion to no one else, he should indeed be regarded as righteous, for he has rightly resolved.","Even if an incorrigible evil-doer worships Me, not resorting to any other [goal], he should be deemed to be righteous; for, he has properly undertaken his task.","Even the most sinful, if he worships Me with his whole heart, shall be considered righteous, for he is treading the right path."
9,31,भगवान,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति| कौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति || 9.31 || ,"Quickly, he becomes righteous and obtains everlasting peace. Affirm on My behalf, O Arjuna, that My devotee never perishes.","He soon becomes possessed of a virtuous mind; he attains everlasting peace. Do you proclaim boldly, O son of Kunti, that My devotee will not be ruined.","Soon he becomes righteous and attains eternal peace; O Arjuna, proclaim thou for certain that My devotee never perishes.",Quickly he becomes righteous-minded and attains permanent peace. O son of Kunti! I swear that my devotee never gets lost.,"He will soon attain spirituality and eternal peace. O Arjuna! Believe me, my devotee is never lost."
9,32,भगवान,मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः| स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् || 9.32 || ,"By taking refuge in Me, even those of evil birth, women, Vaisyas, and Sudras, attain the supreme state.","For, O son of Prtha, even those who are born of sin-women, Vaisyas, as well as Sudras—[S.'s construction of this portion is: women, Vaisyas as well as Sudras, and even others who are born of sin (i.e., those who are born low and are of vile deeds, viz Mlecchas, Pukkasas and others). M.S. also takes papa-yonayah (born of sin) as a separate phrase, and classifies women and others only as those darred from Vedic study, etc.-Tr.]—even they reach the highest Goal by taking shelter under Me.","For, taking refuge in Me, they who, O Arjuna, may be of a sinful birth—women, Vaisyas, and Sudras—attain the Supreme Goal.","O son of Prtha, even those who are of sinful birth, women, men of working class, and the members of the fourth caste—even they, having taken refuge in Me, attain the highest goal.","Even the children of sinful parents, those miscalled the weaker sex, merchants, and laborers, if they make Me their refuge, they shall attain the highest."
9,33,भगवान,किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा| अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् || 9.33 || ,"How much more then, for the pure Brahmanas and royal sages who are My devotees! Having obtained this transient and joyless world, they should worship Me.","What of the holy Brahmanas and devoted, wise sages? Having come to this fleeting, miserable world, worship Me.","How much more easily, then, do Brahmins and devoted royal saints attain the goal? Having come to this impermanent and unhappy world, do thou worship Me.","Certainly, it should be so in the case of the pious men of the priestly class and devoted royal seers. Having come to this transient and joyless world, you should be devoted to Me.","What need is there, then, to mention the holy ministers of God, the devotees, and the saintly rulers? Therefore, do you, born in this changing and miserable world, also worship Me."
9,34,भगवान,मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु| मामेवैष्यसि युक्त्वैवमात्मानं मत्परायणः || 9.34 || ,"Focus your mind on Me, be My devotee, worship Me. Bow down to Me. Engaging your mind in this manner and regarding Me as the supreme goal, you will come to Me.","Having your mind fixed on Me, be devoted to Me, sacrifice to Me, and bow down to Me. By concentrating your mind and accepting Me as the supreme goal, you shall surely attain Me, who am thus the Self.","Fix your mind on Me; be devoted to Me; sacrifice to Me; bow down to Me; having thus united your whole self to Me, taking Me as the supreme goal, you will come to Me.","Fix your mind on Me; be devoted to Me; offer sacrifice to Me; pay homage to Me. Thus, having your self fixed and Me as your supreme goal, you will certainly attain Me.","Fix your mind on Me, devote yourself to Me, sacrifice for Me, surrender to Me, make Me the object of your aspirations, and you shall assuredly become one with Me, Who am your own Self."
10,1,भगवान,भूय एव महाबाहो श्रृणु मे परमं वचः| यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया || 10.1 || ,"The Lord said, ""Further, O Arjuna, listen to My Supreme word. Desiring your good, I shall speak to you who loves Me.""","The Blessed Lord said, O mighty-armed one, listen once more to My supreme utterance, which I, wishing for your welfare, shall speak to you who take delight in it.","The Blessed Lord said, Again, O mighty-armed Arjuna, listen to my supreme word which I will declare to you, who are beloved, for your welfare.","The Bhagavat said, ""O mighty-armed Arjuna! Listen to My best message once more, which I shall declare to you with good intention, for you are dear to Me.""","Lord Shri Krishna said: Now, O Prince! Listen to My supreme advice, which I give you for the sake of your welfare, for you are My beloved."
10,2,भगवान,न मे विदुः सुरगणाः प्रभवं न महर्षयः| अहमादिर्हि देवानां महर्षीणां च सर्वशः || 10.2 || ,Neither the host of gods nor the great sages know My power; for I am indeed the source of the gods and the great sages.,"Neither the gods nor the great sages know My majesty, for I am the source of them all in all respects.",Neither the hosts of the gods nor the great sages know My origin; for I am the source of all the gods and the great sages in every way.,"Neither the hosts of gods nor the great sages know My origin, for I am the first in every respect among the gods and great sages.","Neither the professors of divinity nor the great ascetics know My origin, for I am the source from which they all originate."
10,3,भगवान,यो मामजमनादिं च वेत्ति लोकमहेश्वरम्| असम्मूढः स मर्त्येषु सर्वपापैः प्रमुच्यते || 10.3 || ,"He who knows Me as unborn, without a beginning, and the great Lord of the worlds—he among mortals is undeluded and is released from all sin.","He who knows Me—the birthless, beginningless, and great Lord of the worlds—he, the undeluded one among mortals, becomes freed from all sins.","He who knows Me as unborn and beginningless, as the great Lord of the worlds, he among mortals is undeluded and is liberated from all sins.","Whoever knows Me as the unborn and beginningless Absolute Lord of the universe, that person, not deluded among mortals, is freed from all sins.","He who knows Me as the unborn, without beginning, the Lord of the universe, he, stripped of his delusions, becomes free from all conceivable sins."
10,4,भगवान,बुद्धिर्ज्ञानमसंमोहः क्षमा सत्यं दमः शमः| सुखं दुःखं भवोऽभावो भयं चाभयमेव च || 10.4 || ,"Intelligence, knowledge, non-delusion, forbearance, truth, restraint, self-control, pleasure, pain, exaltation, and depression, fear, and fearlessness;","Intelligence, wisdom, non-delusion, forgiveness, truth, control of the external organs, control of the internal organs, happiness, sorrow, birth, death, and fearlessness;","Intellect, wisdom, non-delusion, forgiveness, truth, self-restraint, calmness, happiness, pain, existence or birth, non-existence or death, fear, and also fearlessness.","Intellect, knowledge, steadiness, patience, truth, control over sense-organs, tranquility of mind, pleasure, pain, birth, death, fear, and courage.","Intelligence, wisdom, non-delusion, forgiveness, truth, self-control, calmness, pleasure, pain, birth, death, fear, and fearlessness;"
10,5,भगवान,अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः| भवन्ति भावा भूतानां मत्त एव पृथग्विधाः || 10.5 || ,"Non-violence, reality, cheerfulness, austerity, beneficence, fame, and infamy—these different qualities of beings arise from Me alone.","Non-injury, equanimity, satisfaction, austerity, charity, fame, and infamy—these different dispositions of beings spring from Me alone.","Non-injury, equanimity, contentment, austerity, beneficence, fame, and ill-fame—these different qualities of beings arise from Me alone.","[Also], non-injury, equanimity, contentment, austerity, charity, repute, and ill-repute—all these diverse dispositions of beings emanate from none other than Me.","Harmlessness, equanimity, contentment, austerity, beneficence, fame, and failure—all these characteristics of beings spring from Me alone."
10,6,भगवान,महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा| मद्भावा मानसा जाता येषां लोक इमाः प्रजाः || 10.6 || ,"The seven great seers of yore, as well as the four Manus, all possessing My mental disposition, were born from My mind. All these creatures of the world are descended from them.","The seven great sages, as well as the four Manus of ancient days, from whom all these creatures in the world have descended, had their thoughts fixed on Me, and they were born from My mind.","The seven great sages, the ancient four, and the Manus, possessing powers like Mine (due to their minds being fixed on Me), were born from My mind; from them, these creatures have been born in this world.","The ancient Seven Great Sages and also the Four Manus, from whom these creatures in this world are offspring—they have been born from My mental dispositions.","The seven Great Seers, the progenitors of mankind, the Ancient Four, and the Lawgivers were born of My will and come forth directly from Me. The race of mankind has sprung from them. (Mareechi, Atri, Angira, Pulah, Kratu, Pulastya, Vahishta; the Masters: Sanak, Sanandan, Sanatan, Sanatkumar.)"
10,7,भगवान,एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः| सोऽविकम्पेन योगेन युज्यते नात्र संशयः || 10.7 || ,"He who truly knows this supreme manifestation and splendor of My auspicious attributes, becomes united with the unshakeable Yoga of Bhakti—there is no doubt of this.","One who knows truly this majesty and yoga of Mine, he becomes imbued with unwavering yoga. There is no doubt about it.","He who truly knows these manifold manifestations of My Being and this Yoga-power of Mine, becomes established in unshakable Yoga; there is no doubt about it.",He who knows correctly this extensively manifesting power and My Yogic power—he is endowed with unwavering Yoga; there is no doubt about it.,He who rightly understands My manifested glory and My creative power attains perfect peace without a doubt.
10,8,भगवान,अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते| इति मत्वा भजन्ते मां बुधा भावसमन्विताः || 10.8 || ,"I am the origin of all; from me everything proceeds. Thinking thus, the wise worship me with all devotion (Bhava).","I am the origin of all; everything moves on due to Me. Realizing this, the wise ones, filled with fervor, adore Me.","I am the source of all; from me everything evolves; Understanding this, the wise, endowed with meditation, worship me.","He is the source of all, and from Him all comes forth' - Thus viewing, the wise revere Me with devotion.","I am the source of all; from me everything flows. Therefore, the wise worship me with an unchanging devotion."
10,9,भगवान,मच्चित्ता मद्गतप्राणा बोधयन्तः परस्परम्| कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च || 10.9 || ,"With their minds focused on Me, their pranas centered in Me, inspiring one another and always speaking of Me, they live in contentment and bliss at all times.","With their minds fixed on Me, dedicating their lives to Me, enlightening one another, and always speaking of Me, they derive satisfaction and rejoice.","With their minds and lives wholly absorbed in Me, they enlighten each other and ever speak of Me, being satisfied and delighted.","Having their minds fixed on Me, having their lives gone into Me, enlightening one another, and constantly talking about Me, they are pleased and delighted.","With minds concentrated on Me, with lives absorbed in Me, and enlightening one another, they ever feel content and happy."
10,10,भगवान,तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम्| ददामि बुद्धियोगं तं येन मामुपयान्ति ते || 10.10 || ,"To those who are ceaselessly united with Me and who worship Me with immense love, I lovingly grant that mental disposition (Buddhi-yoga) which leads them to Me.","To those who are ever devoted and worship Me with love, I grant the possession of wisdom that leads them to Me.","To those who are ever steadfast, worshipping me with love, I give the yoga of discrimination, by which they come to me.","To these persons, who thus mingle with Me and revere Me with love, I grant the knowledge-Yoga by which they can reach Me.","To those who are always devout and who worship Me with love, I give the power of discrimination that leads them to Me."
10,11,भगवान,तेषामेवानुकम्पार्थमहमज्ञानजं तमः| नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता || 10.11 || ,"Out of compassion for them alone, I, abiding in their mental activity as its object, dispel the darkness born of ignorance with the brilliant lamp of knowledge.","Out of compassion for them alone, I, residing in their hearts, destroy the darkness born of ignorance with the luminous lamp of knowledge.","Out of mere compassion for them, I, dwelling within their selves, destroy the darkness born of ignorance with the luminous lamp of knowledge.","Out of compassion only towards these men, I, who remain as their very Self, destroy with the shining light of wisdom, their darkness born of ignorance.","By My grace, I live in their hearts, and I dispel the darkness of ignorance with the shining light of wisdom."
10,12,अर्जुन,परं ब्रह्म परं धाम पवित्रं परमं भवान्| पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् || 10.12 || ,"Arjuna said, ""You are the Supreme Brahman, the Supreme Light, and the Supreme Sanctifier. All the seers proclaim You as the eternal, divine Person, the Primal Lord, the unborn, and all-pervading. So too do the divine sages Narada, Asita, Devala, and Vyasa proclaim. You Yourself also proclaim this.""","Arjuna said, ""You are the supreme Brahman, the supreme Light, the supreme Sanctifier. All the sages, as well as the divine sage Narada, Asita, Devala, and Vyasa [Although Narada and the other sages are already mentioned by the words 'all the sages', they are still named separately due to their eminence. Asita is the father of Devala.] call You the eternal divine Person, the Primal God, the Birthless, the Omnipresent; and You Yourself indeed tell me this.""","Arjuna said, ""You are the Supreme Brahman, the supreme abode, the supreme purifier, eternal, divine Person, the primeval God, unborn, and omnipresent.""","Arjuna said, ""You are the Supreme Brahman, the Supreme Abode, and the Supreme Purifier. All the seers, as well as the divine seer Narada, Asita Devala, and Vyasa, describe You as the Eternal Divine Soul, the Unborn, and the All-Manifesting First-God. You too have said this to me.""","Arjuna asked: Thou art the Supreme Spirit, the Eternal Home, the Holiest of Holies, the Eternal Divine Self, the Primal God, the Unborn, and Omnipresent."
10,13,अर्जुन,आहुस्त्वामृषयः सर्वे देवर्षिर्नारदस्तथा| असितो देवलो व्यासः स्वयं चैव ब्रवीषि मे || 10.13 || ,"Arjuna said, ""You are the Supreme Brahman, the Supreme Light, and the Supreme Sanctifier. All the seers proclaim You as the eternal, divine Person, the Primal Lord, the unborn, and all-pervading. So too do the divine sages Narada, Asita, Devala, and Vyasa proclaim. You Yourself also proclaim this.""","Arjuna said, ""You are the supreme Brahman, the supreme Light, the supreme Sanctifier. All the sages, as well as the divine sage Narada, Asita, Devala, and Vyasa [Although Narada and the other sages are already mentioned by the words 'all the sages', they are still named separately due to their eminence. Asita is the father of Devala.] call You the eternal divine Person, the Primal God, the Birthless, the Omnipresent; and You Yourself indeed tell me this.""","All the sages have thus declared Thee, as also the divine sage Narada; so also Asita, Devala, and Vyasa; and now Thou Thyself dost say so to me.","Arjuna said, ""You are the Supreme Brahman, the Supreme Abode, and the Supreme Purifier. All the seers, as well as the divine seer Narada, Asita Devala, and Vyasa, describe You as the Eternal Divine Soul, the Unborn, and the All-Manifesting First-God. You too have said this to me.""","So have said the seers, the divine sage Narada, Asita, Devala, and Vyasa; and Thou Thyself also sayest it."
