Kanda,Chapter,Verse,Sanskrit
1,34,7,पूर्वजा भगिनी चापि मम राघव सुव्रता । नाम्ना सत्यवती नाम ऋचीके प्रतिपादिता।।
1,34,8,सशरीरा गता स्वर्गं भर्तारमनुवर्तिनी । कौशिकी परमोदारा प्रवृत्ता च महानदी।।
1,34,9,दिव्या पुण्योदका रम्या हिमवन्तमुपाश्रिता । लोकस्य हितकामार्थं प्रवृत्ता भगिनी मम।।
1,34,10,ततोऽहं हिमवत्पार्श्वे वसामि निरतस्सुखम् । भगिन्यां स्नेहसंयुक्त: कौशिक्यां रघुनन्दन।।
1,34,11,सा तु सत्यवती पुण्या सत्ये धर्मे प्रतिष्ठिता । पतिव्रता महाभागा कौशिकी सरितां वरा।।
1,34,12,अहं हि नियमाद्राम हित्वा तां समुपागत: । सिद्धाश्रममनुप्राप्य सिद्धोऽस्मि तव तेजसा।।
1,34,13,एषा राम ममोत्पत्तिस्स्वस्य वंशस्य कीर्तिता । देशस्य च महाबाहो यन्मां त्वं परिपृच्छसि।।
1,34,14,गतोऽर्धरात्र: काकुत्स्थ कथा: कथयतो मम । निद्रामभ्येहि भद्रं ते मा भूद्विघ्नोऽध्वनीह न:।।
1,34,15,निष्पन्दास्तरवस्सर्वे निलीनमृगपक्षिण: । नैशेन तमसा व्याप्ता दिशश्च रघुनन्दन।।
1,34,16,शनैर्वियुज्यते सन्ध्या नभो नेत्रैरिवावृतम् । नक्षत्रतारागहनं ज्योतिर्भिरिव भासते।।
1,34,17,उत्तिष्ठति च शीतांशुश्शशी लोकतमोनुद: । ह्लादयन् प्राणिनां लोके मनांसि प्रभया विभो।।
1,34,18,नैशानि सर्वभूतानि प्रचरन्ति ततस्तत: । यक्षराक्षससङ्घाश्च रौद्राश्च पिशिताशना:।।
1,34,19,एवमुक्त्वा महातेजा विरराम महामुनि: । साधु साध्विति तं सर्वे ऋषयो ह्यभ्यपूजयन्।।
1,34,20,कुशिकानामयं वंशो महान् धर्मपरस्सदा । ब्रह्मोपमा महात्मान: कुशवंश्या नरोत्तमा:।।
1,34,21,विशेषेण भवानेव विश्वामित्रो महायशा: । कौशिकी सरितां श्रेष्ठा कुलोद्योतकरी तव।।
1,34,22,इति तैर्मुनिशार्दूलै: प्रशस्त: कुशिकात्मज: । निद्रामुपागमच्छ्रीमान् अस्तंगत इवांशुमान्।।
1,34,23,रामोऽपि सहसौमित्रि: किञ्चिदागतविस्मय: । प्रशस्य मुनिशार्दूलं निद्रां समुपसेवते।।
1,35,1,उपास्य रात्रिशेषं तु शोणाकूले महर्षिभि: । निशायां सुप्रभातायां विश्वामित्रोऽभ्यभाषत।।
1,35,2,सुप्रभाता निशा राम पूर्वा सन्ध्या प्रवर्तते । उत्तिष्ठोत्तिष्ठ भद्रं ते गमनायाभिरोचय।।
1,35,3,तच्छ्रुत्वा वचनं तस्य कृत्वा पौर्वाह्णिकीं क्रियाम् । गमनं रोचयामास वाक्यं चेदमुवाच ह।।
1,35,4,अयं शोणश्शुभजलोऽगाध: पुलिनमण्डित: । कतरेण पथा ब्रह्मन् सन्तरिष्यामहे वयम्।।
1,35,5,एवमुक्तस्तु रामेण विश्वामित्रोऽब्रवीदिदम् । एष पन्था मयोद्दिष्टो येन यान्ति महर्षय:।।
1,35,6,एवमुक्ता महर्षयो विश्वामित्रेण धीमता । पश्यन्तस्ते प्रयाता वै वनानि विविधानि च।।
1,35,7,ते गत्वा दूरमध्वानं गतेऽर्धदिवसे तदा । जाह्नवीं सरितां श्रेष्ठां ददृशुर्मुनिसेविताम्।।
1,35,8,तां दृष्ट्वा पुण्यसलिलां हंससारससेविताम् । बभूवुर्मुदिता स्सर्वे मुनयस्सह राघवा:।।
1,35,9,तस्यास्तीरे ततश्चक्रुस्त आवासपरिग्रहम् । ततस्स्नात्वा यथान्यायं सन्तर्प्य पितृदेवता:।।
1,35,10,हुत्वा चैवाग्निहोत्राणि प्राश्य चामृतवद्धवि: । विविशुर्जाह्नवीतीरे शुचौ मुदितमानसा:।।
1,35,11,विश्वामित्रं महात्मानं परिवार्य समन्तत: । अथ तत्र तदा रामो विश्वामित्रमथाब्रवीत्।।
1,35,12,भगवन् श्रोतुमिच्छामि गङ्गां त्रिपथगां नदीम् । त्रैलोक्यं कथमाक्रम्य गता नदनदीपतिम्।।
1,35,13,चोदितो रामवाक्येन विश्वामित्रो महामुनि: । वृद्धिं जन्म च गङ्गाया वक्तुमेवोपचक्रमे।।
1,35,14,शैलेन्द्रो हिमवान्नाम धातूनामाकरो महान् । तस्य कन्याद्वयं राम रूपेणाप्रतिमं भुवि।।
1,35,15,या मेरुदुहिता राम तयोर्माता सुमध्यमा । नाम्ना मनोरमा नाम पत्नी हिमवत: प्रिया।।
1,35,16,तस्यां गङ्गेयमभवज्ज्येष्ठा हिमवतस्सुता । उमा नाम द्वितीयाभून्नाम्ना तस्यैव राघव।।
1,35,17,अथ ज्येष्ठां सुरास्सर्वे देवतार्थचिकीर्षया । शैलेन्द्रं वरयामासुर्गङ्गां त्रिपथगां नदीम्।।
1,35,18,ददौ धर्मेण हिमवान् तनयां लोकपावनीम् । स्वच्छन्दपथगां गङ्गां त्रैलोक्यहितकाम्यया।।
1,35,19,प्रतिगृह्य ततो देवास्त्रिलोकहितकारिण: । गङ्गामादाय तेऽगच्छन् कृतार्थेनान्तरात्मना।।
1,35,20,या चान्या शैलदुहिता कन्यासीद्रघुनन्दन । उग्रं सा व्रतमास्थाय तपस्तेपे तपोधना।।
1,35,21,उग्रेण तपसा युक्तां ददौ शैलवरस्सुताम् । रुद्रायाप्रतिरूपाय उमां लोकनमस्कृताम्।।
1,35,22,एते ते शैलराजस्य सुते लोकनमस्कृते । गङ्गा च सरितां श्रेष्ठा उमादेवी च राघव।।
1,35,23,एतत्ते सर्वमाख्यातं यथा त्रिपथगा नदी । खं गता प्रथमं तात गतिं गतिमतां वर।।
1,35,24,सैषा सुरनदी रम्या शैलेन्द्रस्य सुता तदा । सुरलोकं समारूढा विपापा जलवाहिनी।।
1,36,1,उक्तवाक्ये मुनौ तस्मिन्नुभौ राघवलक्ष्मणौ । प्रतिनन्द्य कथां वीरावूचतुर्मुनिपुङ्गवम्।।
1,36,2,धर्मयुक्तमिदं ब्रह्मन् कथितं परमं त्वया । दुहितुश्शैलराजस्य ज्येष्ठाया वक्तुमर्हसि।।
1,36,3,विस्तरं विस्तरज्ञोऽसि दिव्यमानुषसम्भवम् । त्रीन् पथो हेतुना केन प्लावयेल्लोकपावनी।।
1,36,4,कथं गङ्गा त्रिपथगा विश्रुता सरिदुत्तमा । त्रिषु लोकेषु धर्मज्ञ कर्मभि: कैस्समन्विता।।
1,36,5,तथा ब्रुवति काकुत्स्थे विश्वामित्रस्तपोधन: । निखिलेन कथां सर्वामृषिमध्ये न्यवेदयत्।।
1,36,6,पुरा राम कृतोद्वाहो नीलकण्ठो महातपा: । दृष्ट्वा च स्पृहया देवीं मैथुनायोपचक्रमे।।
1,36,7,शितिकण्ठस्य देवस्य दिव्यं वर्षशतं गतम् । न चापि तनयो राम तस्यामासीत् परन्तप।।
1,36,8,ततो देवास्समुद्विग्ना: पितामहपुरोगमा: । यदिहोत्पद्यते भूतं कस्तत्प्रतिसहिष्यते।।
1,36,9,अभिगम्य सुरास्सर्वे प्रणिपत्येदमब्रुवन् । देव देव महादेव लोकस्यास्य हिते रत।।
1,36,10,सुराणां प्रणिपातेन प्रसादं कर्तुमर्हसि । न लोका धारयिष्यन्ति तव तेजस्सुरोत्तम।।
1,36,11,ब्राह्मेण तपसा युक्तो देव्या सह तपश्चर । त्रैलोक्यहितकामार्थं तेजस्तेजसि धारय।।
1,36,12,देवतानां वचश्श्रुत्वा सर्वलोकमहेश्वर: । बाढमित्यब्रवीत्सर्वान्पुनश्चैवमुवाच ह।।
1,36,13,धारयिष्याम्यहं तेजस्तेजस्येव सहोमया । त्रिदशा: पृथिवी चैव निर्वाणमधिगच्छतु।।
1,36,14,""" यदिदं क्षुभितं स्थानान्मम तेजो ह्यनुत्तमम् । धारयिष्यति कस्तन्मे ब्रुवन्तु सुरसत्तमा:।।"
1,36,15,एवमुक्तास्सुरास्सर्वे प्रत्यूचुर्वृषभध्वजम् । यत्तेज: क्षुभितं ह्येतत्तद्धरा धारयिष्यति।।
1,36,16,एवमुक्तस्सुरपति: प्रमुमोच महीतले । तेजसा पृथिवी येन व्याप्ता सगिरिकानना।।
1,36,17,ततो देवा: पुनरिदमूचुश्चाथ हुताशनम् । प्रविश त्वं महातेजो रौद्रं वायुसमन्वित:।।
1,36,18,तदग्निना पुनर्व्याप्तं सञ्जातश्श्वेतपर्वत: । दिव्यं शरवणं चैव पावकादित्यसन्निभम्।।
1,36,19,यत्र जातो महातेजा: कार्तिकेयोऽग्निसम्भव: । अथोमां च शिवं चैव देवास्सर्षिगणास्तदा । पूजयामासुरत्यर्थं सुप्रीतमनसस्तत:।।
1,36,20,अथ शैलसुता राम त्रिदशानिदमब्रवीत् । समन्युरशपत्सर्वान् क्रोधसंरक्तलोचना।।
1,36,21,यस्मान्निवारिता चैव सङ्गति: पुत्रकाम्यया । अपत्यं स्वेषु दारेषु तस्मान्नोत्पादयिष्यथ।।
1,36,22,अद्यप्रभृति युष्माकमप्रजास्सन्तु पत्नय:।।
1,36,23,एवमुक्त्वासुरान् सर्वान् शशाप पृथिवीमपि । अवने नैकरूपा त्वं बहुभार्या भविष्यसि।।
1,36,24,न च पुत्रकृतां प्रीतिं मत्क्रोधकलुषीकृता । प्राप्स्यसि त्वं सुदुर्मेधे मम पुत्रमनिच्छती।।
1,36,25,तान् सर्वान् व्रीडितान् दृष्ट्वा सुरान्सुरपतिस्तदा । गमनायोपचक्राम दिशं वरुणपालिताम्।।
1,36,26,स गत्वा तप आतिष्ठत्पार्श्वे तस्योत्तरे गिरौ । हिमवत्प्रभवे शृङ्गे सह देव्या महेश्वर:।।
1,36,27,एष ते विस्तरो राम शैलपुत्र्या निवेदित: । गङ्गाया: प्रभवं चैव शृणु मे सहलक्ष्मण:।।
1,37,1,तप्यमाने तपो देवे देवा: सर्षिगणा: पुरा । सेनापतिमभीप्सन्त: पितामहमुपागमन्।।
1,37,2,ततोऽब्रुवन् सुरास्सर्वे भगवन्तं पितामहम् । प्रणिपत्य सुरास्सर्वे सेन्द्रास्साग्निपुरोगमा:।।
1,37,3,यो न स्सेनापतिर्देव दत्तो भगवता पुरा । तप: परममास्थाय तप्यते स्म सहोमया।।
1,37,4,यदत्रानन्तरं कार्यं लोकानां हितकाम्यया । संविधत्स्व विधानज्ञ त्वं हि न: परमा गति:।।
1,37,5,देवतानां वचश्श्रुत्वा सर्वलोकपितामह: । सान्त्वयन्मधुरैर्वाक्यैस्त्रिदशानिदमब्रवीत्।।
1,37,6,शैल पुत्र्या यदुक्तं तन्न प्रजास्यथ पत्निषु । तस्या वचनमक्लिष्टं सत्यमेतन्न संशय:।।
1,37,7,इयमाकाशगा गङ्गा यस्यां पुत्रं हुताशन: । जनयिष्यति देवानां सेनापतिमरिन्दमम्।।
1,37,8,ज्येष्ठा शैलेन्द्रदुहिता मानयिष्यति तत्सुतम् । उमायास्तद्बहुमतं भविष्यति न संशय:।।
1,37,9,तच्छ्रुत्वा वचनं तस्य कृतार्था रघुनन्दन । प्रणिपत्य सुरास्सर्वे पितामहमपूजयन्।।
1,37,10,ते गत्वा पर्वतं राम कैलासं धातुमण्डितम् । अग्निं नियोजयामासु: पुत्रार्थं सर्वदेवता:।।
1,37,11,देवकार्यमिदं देव संविधत्स्व हुताशन । शैलपुत्र्यां महातेजो गङ्गायां तेज उत्सृज।।
1,37,12,देवतानां प्रतिज्ञाय गङ्गामभ्येत्य पावक: । गर्भं धारय वै देवि देवतानामिदं प्रियम्।।
1,37,13,तस्य तद्वचनं श्रुत्वा दिव्यं रूपमधारयत् । दृष्ट्वा तन्महिमानं स समन्तादवकीर्यत।।
1,37,14,समन्ततस्तदा देवीमभ्यषिञ्चत पावक: । सर्वस्रोतांसि पूर्णानि गङ्गाया रघुनन्दन।।
1,37,15,तमुवाच ततो गङ्गा सर्वदेवपुरोहितम् । अशक्ता धारणे देव तव तेज स्समुद्धतम् । दह्यमानाग्निना तेन सम्प्रव्यथितचेतना।।
1,37,16,अथाब्रवीदिदं गङ्गां सर्वदेवहुताशन: । इह हैमवती पादे गर्भोऽयं सन्निवेश्यताम्।।
1,37,17,श्रुत्वा त्वग्निवचो गङगा तं गर्भमतिभास्वरम् । उत्ससर्ज महातेज स्स्रोतोभ्यो हि तदानघ।।
1,37,18,यदस्या निर्गतं तस्मात्तप्तजाम्बूनदप्रभम् । काञ्चनं धरणीं प्राप्तं हिरण्यममलं शुभम्।।
1,37,19,ताम्रं कार्ष्णायसं चैव तैक्ष्ण्यादेवाभ्यजायत।।
1,37,20,मलं तस्याभवत्तत्र त्रपु सीसकमेव च । तदेतद्धरणीं प्राप्य नानाधातुरवर्धत।।
1,37,21,निक्षिप्तमात्रे गर्भे तु तेजोभिरभिरञ्जितम् । सर्वं पर्वतसन्नद्धं सौवर्णमभवद्वनम्।।
1,37,22,जातरूपमिति ख्यातं तदा प्रभृति राघव । सुवर्णं पुरुषव्याघ्र हुताशनसमप्रभम्।।
1,37,23,तृणवृक्षलतागुल्मं सर्वं भवति काञ्चनम् । तं कुमारं ततो जातं सेन्द्रास्सह मरुद्गणा:।।
1,37,24,क्षीरसंभावनार्थाय कृत्तिकास्समयोजन् । ता: क्षीरं जातमात्रस्य कृत्वा समयमुत्तमम्।।
1,37,25,ददु: पुत्रोऽयमस्माकं सर्वासामिति निश्चिता: । ततस्तु देवता स्सर्वा: कार्तिकेय इति ब्रुवन्।।
1,37,26,पुत्रस्त्रैलोक्यविख्यातो भविष्यति न संशय: । तेषां तद्वचनं श्रुत्वा स्कन्नं गर्भपरिस्रवे।।
1,37,27,स्नापयन् परया लक्ष्म्या दीप्यमानं यथानलम् । स्कन्द इत्यब्रुवन् देवा: स्कन्नं गर्भपरिस्रवात्।।
1,37,28,कार्तिकेयं महाभागं काकुत्स्थ ज्वलनोपमम् । प्रादुर्भूतं तत: क्षीरं कृत्तिकानामनुत्तमम्।।
1,37,29,षण्णां षडाननो भूत्वा जग्राह स्तनजं पय: । गृहीत्वा क्षीरमेकाह्ना सुकुमारवपुस्तदा।।
1,37,30,अजयत्स्वेन वीर्येण दैत्यसेनागणान् विभु: । सुरसेनागणपतिं ततस्तमतुलद्युतिम्।।
1,37,31,अभ्यषिञ्चन् सुरगणा स्समेत्याग्निपुरोगमा: । एष ते राम गङ्गाया विस्तरोऽभिहितो मया।।
1,37,32,कुमारसम्भवश्चैव धन्य: पुण्यस्तथैव च । भक्तश्च य: कार्तिकेये काकुत्स्थ भुवि मानवः । आयुष्मान् पुत्रपौत्रैश्च स्कन्दसालोक्यतां व्रजेत्।।
1,38,1,तां कथां कौशिको रामे निवेद्य कुशिकात्मज: । पुनरेवापरं वाक्यं काकुत्स्थ मिदमब्रवीत्।।
1,38,2,अयोध्याधिपति श्शूर: पूर्वमासीन्नराधिप: । सगरो नाम धर्मात्मा प्रजाकामस्स चाप्रज:।।
1,38,3,वैदर्भदुहिता राम केशिनी नाम नामत: । ज्येष्ठा सगरपत्नी सा धर्मिष्ठा सत्यवादिनी।।
1,38,4,अरिष्टनेमेर्दुहिता रूपेणाप्रतिमा भुवि । द्वितीया सगरस्यासीत्पत्नी सुमतिसंज्ञिता।।
1,38,5,ताभ्यां सह महाराज: पत्नीभ्यां तप्तवांस्तप: । हिमवन्तं समासाद्य भृगुप्रस्रवणे गिरौ।।
1,38,6,अथ वर्षशते पूर्णे तपसाऽराधितो मुनि: । सगराय वरं प्रादाद्भृगुस्सत्यवतां वर:।।
1,38,7,अपत्यलाभस्सुमहान् भविष्यति तवानघ । कीर्तिं चाप्रतिमां लोके प्राप्स्यसे पुरुषर्षभ।।
1,38,8,एका जनयिता तात पुत्रं वंशकरं तव । षष्ठिं पुत्रसहस्राणि अपरा जनयिष्यति।।
1,38,9,भाषमाणं महात्मानं राजपुत्र्यौ प्रसाद्य तम् । ऊचतु: परमप्रीते कृताञ्जलिपुटे तदा।।
1,38,10,एक: कस्यास्सुतो ब्रह्मन् का बहून् जनयिष्यति । श्रोतुमिच्छावहे ब्रह्मन् सत्यमस्तु वचस्तव।।
1,38,11,तयोस्तद्वचनं श्रुत्वा भृगु: परमधार्मिक: । उवाच परमां वाणीं स्वच्छन्दोऽत्र विधीयताम्।।
1,38,12,एको वंशकरो वाऽस्तु बहवो वा महाबला: । कीर्तिमन्तो महोत्साहा: का वा कं वरमिच्छति।।
1,38,13,मुनेस्तु वचनं श्रुत्वा केशिनी रघुनन्दन । पुत्रं वंशकरं राम जग्राह नृपसन्निधौ।।
1,38,14,षष्ठिं पुत्रसहस्राणि सुपर्णभगिनी तदा । महोत्साहान् कीर्तिमतो जग्राह सुमति: सुतान्।।
1,38,15,प्रदक्षिणमृषिं कृत्वा शिरसाऽभिप्रणम्य च । जगाम स्वपुरं राजा सभार्यो रघुनन्दन।।
1,38,16,अथ काले गते तस्मिन् ज्येष्ठा पुत्रं व्यजायत । असमञ्ज इति ख्यातं केशिनी सगरात्मजम्।।
1,38,17,सुमतिस्तु नरव्याघ्र गर्भतुम्बं व्यजायत । षष्ठि: पुत्रसहस्राणि तुम्बभेदाद्विनि:सृता:।।
1,38,18,घृतपूर्णेषु कुम्भेषु धात्र्यस्तान् समवर्धयन् । कालेन महता सर्वे यौवनं प्रतिपेदिरे।।
1,38,19,अथ दीर्घेण कालेन रूपयौवनशालिन: । षष्टि: पुत्रसहस्राणि सगरस्याभवंस्तदा।।
1,38,20,स च ज्येष्ठो नरश्रेष्ठ सगरस्यात्मसम्भव: । बालान् गृहीत्वा तु जले सरय्वा रघुनन्दन।।
1,38,21,प्रक्षिप्य प्रहसन्नित्यं मज्जतस्तान् समीक्ष्य वै । एवं पापसमाचारस्सज्जनप्रतिबाधक:।।
1,38,22,पौराणामहिते युक्त: पुत्रो निर्वासित: पुरात् । तस्य पुत्रोंऽशुमान्नाम असमञ्जस्य वीर्यवान्।।
1,38,23,सम्मत स्सर्वलोकस्य सर्वस्यापि प्रियंवद: । तत: कालेन महता मतिस्समभिजायत।।
1,38,24,सगरस्य नरश्रेष्ठ यजेयमिति निश्चिता । स कृत्वा निश्चयं राम सोपाध्यायगणस्तदा । यज्ञकर्मणि वेदज्ञो यष्टुं समुपचक्रमे।।
1,39,1,विश्वामित्रवचश्श्रुत्वा कथाऽन्ते रघुनन्दन: । उवाच परमप्रीतो मुनिं दीप्तमिवानलम्।।
1,39,2,श्रोतुमिच्छामि भद्रं ते विस्तरेण कथामिमाम् । पूर्वजो मे कथं ब्रह्मन् यज्ञं वै समुपाहरत्।।
1,39,3,तस्य तद्वचनं श्रुत्वा कौतूहलसमन्वितः । विश्वामित्रस्तु काकुत्स्थमुवाच प्रहसन्निव।।
1,39,4,श्रूयतां विस्तरो राम सगरस्य महात्मन: । शङ्करश्वशुरो नाम हिमवानचलोत्तम:।।
1,39,5,विंध्यपर्वतमासाद्य निरीक्षेते परस्परम् । तयोर्मध्ये प्रवृत्तोऽभूद्यज्ञ स्सपुरुषोत्तम।।
1,39,6,स हि देशो नरव्याघ्र प्रशस्तो यज्ञकर्मणि । तस्याश्वचर्यां काकुत्स्थ दृढधन्वा महारथ:।।
1,39,7,अंशुमानकरोत्तात सगरस्य मते स्थित: । तस्य पर्वणि तं यज्ञं यजमानस्य वासव:।।
1,39,8,राक्षसीं तनुमास्थाय यज्ञीयाश्वमपाहरत् । ह्रियमाणे तु काकुत्स्थ तस्मिन्नश्वे महात्मन:।।
1,39,9,उपाध्यायगणास्सर्वे यजमानमथाब्रुवन् । अयं पर्वणि वेगेन यज्ञियाश्वोऽपनीयते।।
1,39,10,हर्तारं जहि काकुत्स्थ हयश्चैवोपनीयताम् । यज्ञच्छिद्रं भवत्येतत्सर्वेषामशिवाय न:।।
1,39,11,तत्तथा क्रियतां राजन् यथाऽच्छिद्र: क्रतुर्भवेत् । उपाध्यायवच श्श्रुत्वा तस्मिन् सदसि पार्थिव:।।
1,39,12,षष्टिं पुत्रसहस्राणि वाक्यमेतदुवाच ह । गतिं पुत्रा: न पश्यामि रक्षसां परुषर्षभा:।।
1,39,13,मन्त्रपूतैर्महाभागैरास्थितो हि महाक्रतु: । तद्गच्छत विचिन्वध्वं पुत्रका: भद्रमस्तु व:।।
1,39,14,समुद्रमालिनीं सर्वां पृथिवीमनुगच्छत । एकैकयोजनं पुत्रा विस्तारमधिगच्छत।।
1,39,15,यावत्तुरगसन्दर्श: तावत् खनत मेदिनीम् । तं चैव हयहर्तारं मार्गमाणा ममाज्ञया।।
1,39,16,दीक्षित: पौत्रसहितस्सोपाध्यायगणो ह्यहम् । इह स्थास्यामि भद्रं वो यावत्तुरगदर्शनम्।।
1,39,17,इत्युक्ता हृष्टमनसो राजपुत्रा महाबला: । जग्मुर्महीतलं राम पितुर्वचनयन्त्रिता:।।
1,39,18,योजनायामविस्तारमेकैको धरणीतलम् । बिभिदु: परुषव्याघ्र वज्रस्पर्शसमैर्नखै:।।
1,39,19,शूलैरशनिकल्पैश्च हलैश्चापि सुदारुणै: । भिद्यमाना वसुमती ननाद रघुनन्दन।।
1,39,20,नागानां मथ्यमानानामसुराणां च राघव । राक्षसानां च दुर्धर्षस्सत्त्वानां निनदोऽभवत्।।
1,39,21,योजनानां सहस्राणि षष्टिं तु रघुनन्दन । बिभिदुर्धरणीं वीरा: रसातलमनुत्तमम्।।
1,39,22,एवं पर्वतसम्बाधं जम्बूद्वीपं नृपात्मजा: । खनन्तो नरशार्दूल सर्वत: परिचक्रमु:।।
1,39,23,ततो देवास्सगन्धर्वास्सासुरास्सहपन्नगा: । सम्भ्रान्तमनसस्सर्वे पितामहमुपागमन्।।
1,39,24,ते प्रसाद्य महात्मानं विषण्णवदनास्तदा । ऊचु: परमसन्त्रस्ता पितामहमिदं वच:।।
1,39,25,भगवन् पृथिवी सर्वा खन्यते सगरात्मजै: । बहवश्च महात्मानो हन्यन्ते तलवासिन:।।
1,39,26,अयं यज्ञहरोऽस्माकमनेनाश्वोऽपनीयते । इति ते सर्वभूतानि निघ्नन्ति सगरात्मजा:।।
1,40,1,देवतानां वचश्श्रुत्वा भगवान्वै पितामह: । प्रत्युवाच सुसन्त्रस्तान्कृतान्तबलमोहितान्।।
1,40,2,यस्येयं वसुधा कृत्स्ना वासुदेवस्य धीमत: । महिषी माधवस्यैषा स एव भगवान् प्रभुः।।
1,40,3,कापिलं रूपमास्थाय धारयत्यनिशं धराम् । तस्य कोपाग्निना दग्धा भविष्यन्ति नृपात्मजा:।।
1,40,4,पृथिव्याश्चापि निर्भेदोऽदृष्ट एव सनातन: । सगरस्य च पुत्राणां विनाशोऽदीर्घजीविनाम्।।
1,40,5,पितामहवचश्श्रुत्वा त्रयस्त्रिंशदरिन्दम । देवा: परमसंहृष्टा: पुनर्जग्मुर्यथागतम्।।
1,40,6,सगरस्य च पुत्राणां प्रादुरासीन्महात्मनाम् । पृथिव्यां भिद्यमानायां निर्घातसमनिस्वन:।।
1,40,7,ततो भित्वा महीं सर्वे कृत्वा चाभिप्रदक्षिणम् । सहिता स्सगरास्सर्वे पितरं वाक्यमब्रुवन्।।
1,40,8,परिक्रान्ता मही सर्वा सत्त्ववन्तश्च सूदिता: । देवदानवरक्षांसि पिशाचोरगकिन्नरा:।।
1,40,9,न च पश्यामहेऽश्वं तमश्वहर्तारमेव च । किं करिष्याम भद्रं ते बुद्धिरत्र विचार्यताम्।।
1,40,10,तेषां तद्वचनं श्रुत्वा पुत्राणां राजसत्तम: । समन्युरब्रवीद्वाक्यं सगरो रघुनन्दन।।
1,40,11,भूय: खनत भद्रं वो निर्भिद्य वसुधातलम् । अश्वहर्तारमासाद्य कृतार्थाश्च निवर्तथ।।
1,40,12,पितुर्वचनमासाद्य सगरस्य महात्मन: । षष्टि: पुत्रसहस्राणि रसातलमभिद्रवन्।।
1,40,13,खन्यमाने ततस्तस्मिन् ददृशु: पर्वतोपमम् । दिशागजं विरूपाक्षं धारयन्तं महीतलम्।।
1,40,14,सपर्वतवनां कृत्स्नां पृथिवीं रघुनन्दन । धारयामास शिरसा विरूपाक्षो महागजः।।
1,40,15,यदा पर्वणि काकुत्स्थ विश्रमार्थं महागज: । खेदाच्चालयते शीर्षं भूमिकम्पस्तदाभवेत्।।
1,40,16,तं ते प्रदक्षिणं कृत्वा दिशापालं महागजम् । मानयन्तो हि ते राम जग्मुर्भित्त्वा रसातलम्।।
1,40,17,तत: पूर्वां दिशं भित्त्वा दक्षिणां बिभिदु: पुन: । दक्षिणस्यामपि दिशि ददृशुस्ते महागजम्।।
1,40,18,महापद्मं महात्मानं सुमहत्पर्वतोपमम् । शिरसा धारयन्तं ते विस्मयं जग्मुरुत्तमम्।।
1,40,19,तत: प्रदक्षिणं कृत्वा सगरस्य महात्मन: । षष्टि: पुत्रसहस्राणि पश्चिमां बिभिदुर्दिशम्।।
1,40,20,पश्चिमायामपि दिशि महान्तमचलोपमम् । दिशागजं सौमनसं ददृशुस्ते महाबला: । तं ते प्रदक्षिणं कृत्वा पृष्ट्वा चापि निरामयम्।।
1,40,21,खनन्त स्समुपक्रान्ता दिशं हैमवतीं तत:।।
1,40,22,उत्तरस्यां रघुश्रेष्ठ ददृशुर्हिमपाण्डुरम् । भद्रं भद्रेण वपुषा धारयन्तं महीमिमाम्।।
1,40,23,समालभ्य तत स्सर्वे कृत्वा चैनं प्रदक्षिणम् । षष्टि: पुत्रसहस्राणि बिभिदुर्वसुधातलम्।।
1,40,24,तत: प्रागुत्तरां गत्वा सागरा: प्रथितां दिशम् । रोषादभ्यखनन् सर्वे पृथिवीं सगरात्मजा:।।
1,40,25,ते तु सर्वे महात्मानो भीमवेगा महाबला: । ददृशु: कपिलं तत्र वासुदेवं सनातनम्।।
1,40,26,हयं च तस्य देवस्य चरन्तमविदूरत: । प्रहर्षमतुलं प्राप्तास्सर्वे ते रघुनन्दन।।
1,40,27,ते तं हयवरं ज्ञात्वा क्रोधपर्याकुलेक्षणा: । खनित्रलाङ्गलधरा नानावृक्षशिलाधरा:।।
1,40,28,अभ्यधावन्त सङ्क्रुद्धास्तिष्ठ तिष्ठेति चाब्रुवन् । अस्माकं त्वं हि तुरगं यज्ञीयं हृतवानसि।।
1,40,29,दुर्मेधस्त्वं हि सम्प्राप्तान् विद्धि नस्सगरात्मजान् । श्रुत्वा तु वचनं तेषां कपिलो रघुनन्दन।।
1,40,30,रोषेण महताऽऽविष्टो हुङ्कारमकरोत्तदा । ततस्तेनाप्रमेयेन कपिलेन महात्मना । भस्मराशीकृतास्सर्वे काकुत्स्थ सगरात्मजा:।।
1,41,1,पुत्रांश्चिरगतान् ज्ञात्वा सगरो रघुनन्दन । नप्तारमब्रवीद्राजा दीप्यमानं स्वतेजसा।।
1,41,2,शूरश्च कृतविद्यश्च पूर्वैस्तुल्योऽसि तेजसा । पितृ़णां गतिमन्विच्छ येन चाश्वोऽपवाहित:।।
1,41,3,अन्तर्भौमानि सत्त्वानि वीर्यवन्ति महान्ति च । तेषां त्वं प्रतिघातार्थं सास्त्रं गृह्णीष्व कार्मुकम्।।
1,41,4,अभिवाद्याभिवाद्यांस्त्वं हत्वा विघ्नकरानपि । सिद्धार्थस्सन्निवर्तस्व मम यज्ञस्य पारग:।।
1,41,5,एवमुक्तोंऽशुमान्सम्यक् सगरेण महात्मना । धनुरादाय खड्गं च जगाम लघुविक्रम:।।
1,41,6,स खातं पितृभिर्मार्गमन्तर्भौमं महात्मभि: । प्रापद्यत नरश्रेष्ठ तेन राज्ञाऽभिचोदित:।।
