,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72
701,एकदा,बिरबलः,अकबरः,च,संलपन्तौ,आस्ताम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,क्रिडाचक्रिणः,व्याघ्रं,",",सिंहं,",",हस्तिनम्,",",उष्ट्रं,",",भल्लूकं,",",शकुं,च,अपि,शिक्षयित्वा,तैः,मनोरञ्जनकार्यक्रमं,कारयन्ति,।,,,,,,,,,,,,,,,,,,
703,किन्तु,क्रिडाचक्रे,मार्जारः,क्रिडन्,न,कदापि,दृश्यते,शक्यः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,किन्तु,न,तथा,मार्जारः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,तदा,अकबरमहाराजः,उवाच,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,किन्तु,न,अस्ति,अशक्यं,किमपि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,प्रयत्नात्,सर्वं,साधयितुं,शक्यम्,इति,मे,भाति,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,तदनन्तरं,तौ,उभौ,अपि,कार्यमग्नौ,स्वालयं,गतौ,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,अकबरः,मनसि,निश्र्चयं,कृतवान्,यत्,केनापि,उपायेन,अहं,मार्जारं,शिक्षयेय,",",बीरबलं,च,पराजयेय,',इति,।,,,,,,,,,,,,,,,,,,,,
710,अन्येद्युः,महाराजेन,षड्,श्र्वेत,मार्जाराः,समानीताः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,सेवकस्य,साहाय्येन,गुप्तरुपेण,मार्जारप्रशिक्ष्णकार्यक्रमः,तेन,समारब्धः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,सेवकः,तान्,आनयति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,अर्धवर्तुलाकारम्,उपवेशयितुं,प्रयतते,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,तालिकावादनं,कृत्वा,प्रियभक्ष्यं,दुग्धं,च,दर्शयित्वा,सः,तान्,समाह्वयति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,
715,यदा,तालिकावादनं,भवति,तदा,भक्ष्यं,प्राप्यते,इति,अभ्यासेन,मार्जाराः,अपि,अवगतवन्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,
716,ततः,सेवकः,उपविष्टानां,मार्जाराणां,मस्तकेषु,ज्वालितान्,दिपान्,स्थापयति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,अकबरः,तद्दिपप्रकाशे,भोजनं,करोति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,प्रायः,षण्मासपर्यन्तम्,एषः,उपक्रमः,अनुतिष्ठितः,तेन,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,विना,प्रमादं,मार्जाराः,यथाशिक्षितं,समाचरन्ति,इति,अवलोक्य,कदाचित्,अकबरेण,बीरबलः,स्वीयभोजनसमये,समाहूतः,।,,,,,,,,,,,,,,,,,,,,,,,,
720,आसनस्थं,बीरबलम्,अकबरः,अवदत्,-,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,मार्जाराः,यथानुशासितं,तथैव,अन्वतिष्ठन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,व्यवस्थितान्,स्थिरोपविष्ठान्,मार्जारान्,दृष्ट्वा,बीरबलः,अपि,विस्मितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,सर्वंमार्जारकार्यं,प्रशंस्य,राजानं,संस्तुत्य,बीरबलः,यदा,गृहं,प्रतिनिवर्तितुम्,उद्युक्तः,तदा,अकबरेण,उक्तं,-,,,,,,,,,,,,,,,,,,,,,,,,
724,किम्,प्रतिदिनं,एवम्,एव,अहं,मार्जारमस्तके,स्थापितदीपप्रकाशे,भोजनं,करोमि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,पुनः,कदापि,आगच्छ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,बीरबलः,परेद्युः,एव,रात्रौ,राज्ञः,अकबरस्य,भोजनसमये,अगच्छत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,राज्ञः,अकबरस्य,आज्ञानुसारं,सेवकेन,प्रज्वलिताः,दीपाः,तद्मस्तकेषु,स्थापिताः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,यदा,राज्ञा,भोजनम्,आरब्धं,तदा,बीरबलेन,एकः,मूषकः,कोषात्,निष्कास्य,मुक्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,
729,मार्जारैः,पलायमानः,मूषकः,दृष्टः,झटिति,एव,उत्प्लुत्य,तैः,सः,आक्रान्तः,",",भक्षितः,च,।,,,,,,,,,,,,,,,,,,,,,,,
730,तेषां,मस्तकेषु,स्थापिताः,दीपाः,परिभ्रष्टाः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,एतस्मात्,अकबरः,संक्रुध्दः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,तदा,बीरबलः,अकबरं,सान्त्वयन्,उवाच,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,यावत्,मूषकः,न,दृष्टः,तावत्,एव,एतेषां,स्थिरता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,प्रकृतिं,यान्ति,भुतानि,निग्रहः,किं,करिष्यति,इति,एतत्,सत्यं,गीतावचनम्,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,सन्देशः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,युगाब्दः,५१०७,कार्त्तिकमासः,अक्टोबर्,२००५,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,पश्य,मे,रुपाणि,म.,वि.,कोल्हटकरः,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,महाराष्ट्रम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,बालमोदिनी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,अस्ति,कश्र्चन,ग्रामः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,तस्मिन्,ग्रामे,श्रीपतिः,नाम,कृषीवलः,वसति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,ग्रामे,वर्तते,श्रीविठ्ठलस्य,मन्दिरम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,श्रीपतिः,श्रीविठ्ठलस्य,परमभक्तः,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,सः,प्रतिदिनं,श्रीविठ्ठलस्य,पूजनं,करोति,",",भजनं,करोति,च,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,मया,किमपि,कर्त्तव्यं,न,विद्यते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,श्रीविठ्ठलः,एव,मम,त्राता,रक्षणकर्ता,च,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,अथ,कदाचित्,तस्मिन्,ग्रामे,अतिवृष्टिः,सञ्जाता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,समिपवर्तिनी,नदी,मर्यादाम्,उल्ल्ङ्घितवती,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,अतः,नद्याः,जलं,ग्रामं,प्राविशत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,ततः,भिताः,जनाः,पलायन्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,सर्वत्र,हाहाकारः,प्रावर्तत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,तथापि,श्रीपतिः,ग्रामं,न,अत्यजत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,गृहम्,अपि,न,अत्यजत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,सः,चिन्तयति,',विठ्ठलः,एव,मां,रक्षिष्यति,",",मया,चिन्ता,करणीया,न,अस्ति,',इति,।,,,,,,,,,,,,,,,,,,,,,
755,अकस्मात्,एकं,जीपयानम्,आगतम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,ग्रामजनाः,सर्वे,त्वरया,तस्मिन्,याने,उपविष्टवन्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,जीपयानं,श्रीपतेः,गृहस्य,पुरतः,अतिष्ठत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,यानचालकः,श्रीपतिं,प्रार्थयत,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,विलम्बः,विनाशाय,भवेत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,श्रीपतिः,तु,यानचलकस्य,प्रार्थनां,तिरस्कुर्वन्,अवदत्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,सः,मां,निश्र्चयेन,रक्षिष्यति,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,यानचालकः,निरुपायः,सन्,ततः,अगच्चत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,जलस्तरः,अवर्धत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,श्रीपतेः,गृहम्,आप्लावितम्,अधुना,श्रीपतिः,गृहस्य,उपरि,तिष्ठति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,अकस्मात्,एका,नौका,तत्र,आगता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,अवशिष्टान्,जनान्,नेतुं,नौका,प्रायतत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,नौकाचालकः,कौशलेन,नौकां,श्रीपतेः,पुरतः,अथगयित्वा,उच्चैः,अवदत्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,उद्गतः,अस्ति,जलनिधिः,।,प्रवृध्दः,दृश्यते,प्रवाहवेगः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,प्रमतः,वायुः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,आगच्छ,",",नौकाम्,आरोह,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,ष्रीविठ्ठलः,एव,मां,रक्षिष्यति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,अनया,नौकया,किं,प्रयोजनम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,इति,अवदत्,श्रीपतिः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,नौका,प्रतिन्यवर्तत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,जलस्तरः,अवर्धत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,उद्गच्छन्ति,वीचयः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,ग्रामः,आप्लुतः,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,सर्वत्र,भीषणं,दृश्यम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,श्रीपतिः,आत्मरक्षणार्थं,वृक्षम्,आरोहत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,वृक्षः,अपि,जलेन,आक्रान्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,कम्पमानः,श्रीपतिः,वृक्षस्य,अग्रम्,अगच्छत्,",",श्रीविठ्ठलस्य,नाम,अजपत्,च,।,,,,,,,,,,,,,,,,,,,,,,,,,,
782,तस्मिन्,क्षणे,आकाशे,घुई,...,घुई,...,इति,ध्वनिः,प्रासरत्,लघुवातयानं,आकाशे,भ्रमणम्,अकरोत्,।,,,,,,,,,,,,,,,,,,,,,,
783,तत्,लघुयातयानम्,अधः,आगतम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,अन्यथा,मरणम्,अपरिहार्यं,स्यात्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,पुनः,अपि,श्रीपतिना,यानचालकस्य,प्रार्थना,अवगणिता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,सः,पूर्वोक्तम्,एव,वचनं,पुनः,अश्रावयत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,सः,मां,रक्षष्यति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,रे,यानचालक,तव,सेवा,न,आवश्यकि,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,यानम्,ऊध्र्वदेशं,गच्छत्,ड्रूष्टिपथात्,अपागच्छत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,ततः,वृक्षः,अपि,आप्लुतः,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,श्रीपतिः,जले,न्यमज्जत्,",",पञ्चत्वं,गतः,च,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,परलोकं,गतः,श्रीपतिः,श्रीविठ्ठलेन,सह,कलहम्,अकरोत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,वृथा,एव,विश्र्वासः,त्वयि,निहितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,अहं,वञ्चितः,अभवम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,मम,रक्षणं,त्वया,न,कृतम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,अयं,घोरः,विश्र्वासघातः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,श्रीविठ्ठलः,श्रीपतेः,वचनं,श्रुत्वा,स्मयमानः,अवदत्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,प्रियभक्त,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,ध्वन्धावन्,तव,रक्षणार्थम्,अहम्,आगतवान्,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,कथं,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,कदा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,न,एकवारम्,",",अपितु,त्रिवारम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,कथं,मया,भवान्,न,दृष्टः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,एकदा,जीपयानं,गृहीत्वा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,पश्र्चात्,नौकाम्,आनीय,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,अनन्तरं,लघुवातयानेन,च,सह,अहम्,आगतवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,कथं,न,ज्ञातं,मया,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,भक्त,न,ते,दृष्टिः,उचिता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,अहं,केन,अपि,रुपेण,आगच्छामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,भवता,अहं,ज्ञातव्यः,",",द्रष्टव्यः,",",श्रोतव्यः,च,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,एतत्,श्रुत्वा,श्रीपतिः,अनुतापम्,अकरोत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,अतः,विद्यते,महाभारते,श्लोकः,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,न,देवा,दण्डम्,आदाय,रक्षन्ति,पशुपालवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,यं,तु,रक्षितुम्,इच्छन्ति,बुध्दया,संयोजयन्ति,तम्,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,सन्देशः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,युगाब्दः,५७०७,कार्त्तिकमासः,अक्टोबर,२००५,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,सर्वकारेण,संस्कृतस्य,संवर्धनं,करणीयम्,इति,आदिदेश,उच्चन्यायालयः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,एतम्,एव,अंशं,निमित्तीकृत्य,महाविद्यालये,संस्कृतविभागस्य,पिधानं,छात्राणां,",",शिक्षिकाणां,",",समाजस्य,वा,हिताय,न,भवेत्,,,,,,,,,,,,,,,,,,,,,
819,महाविद्यालये,स्नातकक्षायां,प्रथमे,वर्षे,संस्कृतं,मुख्यविषयत्वेन,पठन्तः,पञ्चदश,छात्राः,भवेयुः,।,,,,,,,,,,,,,,,,,,,,,,,,,,
820,यदि,छात्राणां,सङ्खया,ततोऽपि,न्युना,भवति,तर्हि,संस्कृतप्राध्यापकस्य,वेतनस्य,कृते,महाविद्यालयः,सर्वकारीयं,अनुदानं,न,प्राप्नोति,।,,,,,,,,,,,,,,,,,,,,,
821,अतः,तादृशे,प्रसङ्गे,महाविद्यालयः,सर्वकारीयस्य,अनुदानस्य,अभावात्,",",वेतनं,दातुं,महाविद्यालयस्य,अनिच्छातः,,,,,,,,,,,,,,,,,,,,,,,,,
822,च,संस्कृताध्यापकः,पदात्,च्युतः,भवति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,ग्रामपरीसरे,तु,पञ्चषाः,एव,संस्कृतानुरागिणः,संस्कृतं,पठितुम्,इच्छन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,सर्वकारस्य,नियमात्,महाविद्यालयस्य,असहकारात्,च,तादृशे,स्थले,संस्कृतशिक्षणाय,व्यवस्था,न,भवति,।,,,,,,,,,,,,,,,,,,,,,,,,,
825,प्रायः,एषा,एव,स्थितिः,जागर्ति,समग्रे,देशे,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,मुम्बापुर्याः,विल्सनमहाविद्यालये,अपि,एषा,एव,स्थितिः,कदाचित्,उपस्थिता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,वैशालीदाबके,",",तस्मिन्,महाविद्यालये,१९९६तमे,वर्षे,व्याख्यात्रीरुपेण,नियुक्ता,जाता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,किन्तु,अग्रे,छात्रसङ्ख्यायाः,न्यूनतां,निमित्तीकृत्य,तस्याः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,स्थिरनियुक्तिः,निराकृता,महाविद्यालयेन,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,महाविद्यालयीयेन,न्यायाधिकरेण,छात्रसङ्खायाः,न्युनतां,मनसि,कुर्वता,महाविद्यालयीयः,पक्षः,एव,समर्थितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,
831,ततः,विषयः,अयम्,उच्चन्यायालयं,प्रति,नीतः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,एतादृश्यां,स्थितौ,सर्वकारः,एव,संस्कृतविषये,उदारवादी,भवेत्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,धनं,सर्वकारसमीपे,न,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,सर्वेषां,विषयाणां,साहाय्यं,सर्वकारः,कर्तुं,न,शक्नोति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,जनाः,यस्य,विषयस्य,अनुधावनं,कुर्वन्ति,तस्मै,विषयाय,एव,अनुदानं,दीयते,',इति,एतं,सर्वकारस्य,युक्तिवादं,खण्डयता,खण्डपीठेन,उक्तम्,-,,,,,,,,,,,,,,,,,,
836,किन्तु,तेषाम्,एव,निर्माणं,सर्वकारस्य,लक्ष्यं,न,स्यात्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,आधुनिकस्पर्धायां,भागवहनं,चिन्तयता,सर्वकारेण,भारतस्य,प्राचीनायाः,परम्परायाः,संरक्षणाय,सर्वकारेण,एव,प्रयत्नः,करणीयः,।,,,,,,,,,,,,,,,,,,,,,,,,
838,सर्वः,अत्याधुनिकः,अपि,देशः,स्वस्य,इतिहासस्य,रक्षणं,करोति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,प्राचीनां,परम्परां,संस्कृतिं,च,कोऽपि,न,परित्यजति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,संस्कृतं,भारतीयसंस्कृतेः,अविभाज्यम्,अङ्गम्,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,अतः,तस्य,रक्षणस्य,विषये,उपेक्षा,सर्वथा,न,शोभते,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,संस्कृतशिक्षणार्थं,सपपिर्तजीवनाः,ध्येयवादिनः,प्राध्यापकाः,विरलाः,तेषां,विषये,सर्वकारस्य,उपेक्षा,न,स्यात्,।,,,,,,,,,,,,,,,,,,,,,,,,,
843,तेषां,वेतनार्थम्,अनुदानदानस्य,व्यवस्थायाः,स्थगनं,यथा,न,स्यात्,तथा,सर्वाकारेण,सामञ्जस्यप्रवृत्तिः,दर्शनीया,,,,,,,,,,,,,,,,,,,,,,,,,
844,सङ्घे,शक्तिः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,महिलारोप्यनाम्नि,नगरे,एकः,विशालः,वटवृक्षः,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,एकदा,तत्र,एकः,व्याधः,आगच्छत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,सः,वटवृक्षस्य,अधः,एकं,जालं,प्रसारयत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,तस्य,जालस्य,उपरि,तण्डुलान्,प्रक्षिप्य,वृक्षात्,किञ्चिद्,दूरं,गत्वा,तूष्णीम्,उपाविशत्,।,,,,,,,,,,,,,,,,,,,,,,,,,
849,तस्मिन्,एव,काले,चित्रग्रीवः,नाम,कपोतराजः,स्वपरिवारेण,सह,तत्र,आगच्छत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
850,तस्य,परिवारे,सहस्रं,कपोताः,आसन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,सर्वे,कपोताः,प्रक्षिप्तान्,तण्डुलान्,भक्षयितुं,नीचैः,आगच्छन्,जाले,च,बद्धाः,अभवन्,।,,,,,,,,,,,,,,,,,,,,,,,,,
852,बद्धकपोतान्,दृष्ट्वा,सः,व्याधः,अतीव,प्रसन्नः,अभवत्,जालस्य,च,समीपम्,आगच्छत्,।,,,,,,,,,,,,,,,,,,,,,,,,,
853,सर्वे,कपोताः,जालं,नीत्वा,आकाशे,उदपतन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,भूमिस्थः,अपि,सः,व्याधः,जालं,नीत्वा,गच्छतां,तेषां,कपोतानां,पृष्ठतः,अधावत्,।,,,,,,,,,,,,,,,,,,,,,,,,,
855,उत्पतन्तः,कपोताः,शीघ्रम्,अतिदूरम्,अगच्छन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,परं,व्याधः,तेषाम्,अनुसरणे,असमर्थः,अभवत्,नैराश्यात्,च,न्यवर्तत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,तदा,चित्रग्रीवेण,कपोतान्,प्रत्युक्तम्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,सः,इदं,जालं,कर्तिष्यति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,एतत्,श्रुत्वा,सर्वे,जालबद्धाः,कपोताः,हिरण्यकस्य,सकाशम्,आगच्छन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,हिरण्यकः,तत्,जालम्,अकृन्तत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,एवं,सर्वे,कपोताः,मुक्ताः,अभवन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,एतादृशी,शक्तिः,सङ्घे,एव,वर्तते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,दीपावली,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,दीपावली,भारतवर्षस्य,एकः,महान्,उत्सवः,अस्त्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,अयम्,उत्सवः,कार्तिकमासस्य,अमावस्यायां,भवति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,इदं,कथ्यते,यत्,अस्मिन्,दिवसे,रावणं,हत्वा,रामः,सीतया,लक्ष्मणेन,च,सह,अयोध्यां,प्रत्यागच्छत्,।,,,,,,,,,,,,,,,,,,,,,,
867,तदा,अयोध्यायाः,जनाः,अतीव,प्रसन्नाः,अभवन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,अतः,ते,स्वानि,गृहाणि,दीपानां,मालाभिः,आलोकयन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,ततः,प्रभृति,प्रतिवर्षम्,तस्मिन्,एव,दिवसे,एषः,उत्सवः,भवति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,सर्वे,जनाः,स्वगृहाणि,स्वच्छानि,कुर्वन्ति,",",सुधया,लिम्पन्ति,सुन्दरैः,च,चित्रैः,भूषयन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,
871,ते,स्वमित्रेभ्यः,बन्धुभ्यः,च,मिष्टान्नानि,प्रेषयन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,बालकाः,बालिकाः,च,क्रीडनकानां,मिष्टान्नानां,स्फोटकपदार्थानां,च,क्रयणं,कुर्वन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,अस्मिन्,दिवसे,सर्वेषु,विद्यालयेषु,कार्यालयेषु,च,अवकाशः,भवति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,सायंकाले,सर्वे,जनाः,दीपानां,मालाः,प्रज्वालयन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,दीपानां,प्रकाशः,अन्धकारम्,अपनयति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,पुरुषाः,स्त्रियः,बालकाः,बालिकाः,च,नूतनानि,वस्त्राणि,धारयन्ति,आपणानां,च,शोभां,द्रष्टुं,गच्छन्ति,।,,,,,,,,,,,,,,,,,,,,,,,
877,रात्रौ,जनाः,लक्ष्मीं,पूजयन्ति,मिष्टान्नानि,च,भक्षयन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,भारतीयाः,इमम्,उत्सवम्,प्रतिवर्षं,सोल्लासं,समायोजयन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,गङ्गा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,गङ्गा,पर्वतराजहिमालयात्,प्रभवति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,एषा,सर्वासु,नदीषु,श्रेष्ठा,पवित्रतमा,च,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,गङ्गायाः,उद्भवविषये,एका,कथा,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
