,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73
362,VERB,NOUN,NOUN,PARTICLE,PARTICLE,PARTICLE,PRONOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PARTICLE,ADJECTIVE,NOUN,PARTICLE,PRONOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PRONOUN,NOUN,PARTICLE,ADJECTIVE,PRONOUN,PRONOUN,NOUN,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PRONOUN,NOUN,NOUN,PARTICLE,NOUN,PARTICLE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PARTICLE,ADJECTIVE,PARTICIPLE,PARTICLE,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PRONOUN,NOUN,ADVERB,NOUN,PARTICLE,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PARTICLE,NOUN,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,NOUN,NOUN,PUNCTUATION,PARTICLE,NOUN,VERB,NOUN,PARTICIPLE,NOUN,PARTICIPLE,PUNCTUATION,NOUN,NOUN,ADJECTIVE,NOUN,ADVERB,NOUN,NOUN,ADVERB,VERB,ADVERB,PRONOUN,PARTICLE,ADVERB,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,
370,DEMONSTRATIVE,NOUN,NOUN,NOUN,ADVERB,PUNCTUATION,PUNCTUATION,PRONOUN,NOUN,PARTICLE,NOUN,NOUN,VERB,PWH,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
371,PARTICLE,NOUN,ADVERB,PARTICIPLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PARTICLE,PUNCTUATION,PARTICLE,PUNCTUATION,NOUN,NOUN,ADJECTIVE,ADJECTIVE,NOUN,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
373,ADVERB,PWH,VERB,PUNCTUATION,PARTICLE,NOUN,NOUN,PARTICLE,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
374,ADJECTIVE,NOUN,VERB,PARTICLE,PARTICLE,NOUN,PARTICLE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,NOUN,PARTICLE,NOUN,PUNCTUATION,NOUN,NOUN,NOUN,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PARTICLE,PRONOUN,ADJECTIVE,PARTICLE,PUNCTUATION,PARTICLE,PARTICIPLE,PUNCTUATION,NOUN,ADJECTIVE,ADVERB,ADJECTIVE,NOUN,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,PRONOUN,ADVERB,VERB,NOUN,PUNCTUATION,PARTICLE,PARTICLE,PUNCTUATION,ADVERB,NOUN,PARTICIPLE,NOUN,PUNCTUATION,,,,,,,
377,NOUN,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,ADJECTIVE,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,NOUN,NOUN,ADJECTIVE,NOUN,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,NOUN,NOUN,PUNCTUATION,NOUN,PUNCTUATION,NOUN,PUNCTUATION,NOUN,PUNCTUATION,PRONOUN,NOUN,NOUN,ADJECTIVE,NOUN,ADJECTIVE,NOUN,NOUN,PARTICLE,NOUN,ADVERB,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,
381,ADVERB,NOUN,ADJECTIVE,NOUN,ADVERB,PARTICLE,PARTICIPLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,ADVERB,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,ADJECTIVE,NOUN,PRONOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,NOUN,PARTICLE,NOUN,PWH,NOUN,PARTICIPLE,PARTICLE,NOUN,PUNCTUATION,ADJECTIVE,NOUN,PARTICLE,PARTICLE,ADVERB,NOUN,VERB,,,,,,,,,,,,,,,,,,,,,
385,NOUN,PUNCTUATION,NOUN,ADJECTIVE,PWH,PRONOUN,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PARTICLE,PARTICIPLE,ADVERB,NOUN,PARTICLE,NOUN,ADJECTIVE,NOUN,PARTICLE,ADJECTIVE,NOUN,PARTICLE,ADVERB,PARTICIPLE,NOUN,PARTICIPLE,PUNCTUATION,NOUN,PARTICLE,NOUN,PARTICIPLE,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,
387,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,NOUN,RESIDUAL,NOUN,RESIDUAL,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,ADJECTIVE,NOUN,RESIDUAL,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,NOUN,PUNCTUATION,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,NOUN,PUNCTUATION,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PWH,ADVERB,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,ADVERB,VERB,PUNCTUATION,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,NOUN,NOUN,NOUN,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,NOUN,PRONOUN,PARTICLE,PUNCTUATION,DEMONSTRATIVE,PRONOUN,VERB,PUNCTUATION,PARTICLE,PARTICLE,ADVERB,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
397,PARTICIPLE,NOUN,NOUN,ADVERB,NOUN,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PRONOUN,NOUN,PRONOUN,VERB,PARTICLE,PRONOUN,PARTICLE,PARTICIPLE,NOUN,PARTICLE,ADVERB,ADJECTIVE,VERB,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
399,NOUN,ADVERB,ADJECTIVE,NOUN,PARTICLE,PRONOUN,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,ADVERB,PARTICLE,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PRONOUN,NOUN,PUNCTUATION,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,NOUN,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,NOUN,PARTICIPLE,PRONOUN,NOUN,ADJECTIVE,NOUN,ADJECTIVE,PRONOUN,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PRONOUN,PARTICLE,ADVERB,ADVERB,PARTICIPLE,VERB,PUNCTUATION,VERB,ADVERB,ADVERB,PARTICIPLE,VERB,PUमन्ये,त्वया,अपि,तथा,।,,,,,,,,,,,,,,,,,,,,
406,PRONOUN,NOUN,NOUN,NOUN,RESIDUAL,RESIDUAL,VERB,PARTICIPLE,NOUN,VERB,PUNCTUATION,NOUN,NOUN,PARTICLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,
407,PRONOUN,DEMONSTRATIVE,NOUN,ADVERB,NOUN,PARTICIPLE,PUNCTUATION,ADJECTIVE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
408,ADVERB,ADJECTIVE,PARTICLE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,DEMONSTRATIVE,NOUN,ADVERB,NOUN,PARTICLE,NOUN,PARTICLE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,NOUN,ADVERB,VERB,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,NOUN,ADVERB,ADJECTIVE,NOUN,PARTICIPLE,ADJECTIVE,NOUN,ADVERB,ADJECTIVE,ADJECTIVE,PARTICLE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
412,PRONOUN,NOUN,PARTICLE,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,NOUN,PWH,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PRONOUN,ADVERB,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PWH,NOUN,VERB,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,NOUN,PARTICLE,PRONOUN,NOUN,VERB,PARTICLE,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PRONOUN,PARTICIPLE,PARTICLE,NOUN,PARTICLE,PRONOUN,NOUN,ADJECTIVE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PRONOUN,NOUN,PARTICLE,PRONOUN,ADJECTIVE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PARTICLE,PARTICLE,PARTICIPLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,NOUN,VERB,NOUN,PUNCTUATION,PRONOUN,PARTICLE,VERB,PUNCTUATION,PUNCTUATION,NOUN,NOUN,NOUN,PARTICLE,PRONOUN,ADJECTIVE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,
422,RESIDUAL,RESIDUAL,DEMONSTRATIVE,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,ADJECTIVE,NOUN,PARTICLE,VERB,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,NOUN,PARTICLE,PRONOUN,PARTICLE,PARTICIPLE,PARTICLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,ADVERB,PWH,NOUN,ADVERB,PRONOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,NOUN,ADVERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,NOUN,ADVERB,ADVERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,ADVERB,VERB,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PARTICLE,ADJECTIVE,NOUN,PARTICIPLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,ADVERB,PARTICIPLE,PRONOUN,PRONOUN,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,ADVERB,NOUN,NOUN,PARTICIPLE,NOUN,PARTICLE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PARTICLE,ADVERB,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,NOUN,ADJECTIVE,PARTICLE,NOUN,ADVERB,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,ADJECTIVE,NOUN,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PARTICLE,ADVERB,PARTICLE,NOUN,ADVERB,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,ADVERB,ADVERB,VERB,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PRONOUN,PARTICLE,ADVERB,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PRONOUN,PWH,DEMONSTRATIVE,NOUN,ADJECTIVE,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PARTICLE,PUNCTUATION,PUNCTUATION,ADJECTIVE,PARTICLE,NOUN,NOUN,PARTICLE,NOUN,ADVERB,ADJECTIVE,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
440,PWH,PARTICLE,VERB,NOUN,PRONOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,ADJECTIVE,ADJECTIVE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,ADJECTIVE,ADJECTIVE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,ADJECTIVE,NOUN,PARTICLE,ADVERB,PARTICLE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,NOUN,PARTICLE,PRONOUN,NOUN,PARTICLE,NOUN,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,NOUN,PRONOUN,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,NOUN,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,ADJECTIVE,NOUN,NOUN,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,ADVERB,NOUN,ADJECTIVE,NOUN,VERB,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PARTICLE,ADVERB,ADVERB,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PWH,PARTICLE,NOUN,PARTICIPLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PARTICLE,ADVERB,PUNCTUATION,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PRONOUN,NOUN,PARTICIPLE,PARTICLE,PRONOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,NOUN,DEMONSTRATIVE,NOUN,PRONOUN,PARTICLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PARTICIPLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,ADVERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PWH,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,RESIDUAL,ADJECTIVE,PARTICLE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,NOUN,PRONOUN,PARTICLE,PUNCTUATION,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PRONOUN,NOUN,PARTICLE,PRONOUN,NOUN,PARTICLE,PRONOUN,PARTICLE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
461,NOUN,ADJECTIVE,PUNCTUATION,ADJECTIVE,PUNCTUATION,ADJECTIVE,PARTICLE,PARTICLE,PARTICLE,NOUN,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
462,PRONOUN,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,NOUN,ADJECTIVE,NOUN,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,NOUN,ADVERB,PARTICLE,ADJECTIVE,PUNCTUATION,ADJECTIVE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,DEMONSTRATIVE,ADJECTIVE,PRONOUN,ADVERB,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PARTICLE,ADVERB,PRONOUN,ADJECTIVE,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,ADVERB,ADVERB,NOUN,NOUN,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PARTICLE,PARTICIPLE,PARTICLE,NOUN,PRONOUN,ADJECTIVE,NOUN,PARTICLE,PUNCTUATION,PARTICLE,ADJECTIVE,NOUN,VERB,PARTICLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,
469,PARTICLE,NOUN,PWH,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,ADJECTIVE,NOUN,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PRONOUN,ADVERB,PARTICLE,ADVERB,PARTICIPLE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,ADJECTIVE,NOUN,PRONOUN,PARTICLE,NOUN,PARTICIPLE,PRONOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PARTICLE,PARTICLE,PARTICLE,NOUN,PRONOUN,PARTICIPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,NOUN,PARTICLE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,NOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,ADVERB,ADVERB,NOUN,NOUN,NOUN,PRONOUN,PARTICIPLE,VERB,PARTICLE,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
478,PARTICLE,ADVERB,PARTICIPLE,PARTICLE,PARTICLE,ADVERB,PARTICIPLE,VERB,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PARTICIPLE,PRONOUN,PRONOUN,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PRONOUN,PARTICLE,NOUN,ADJECTIVE,PARTICLE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,NOUN,ADJECTIVE,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,NOUN,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,NOUN,PRONOUN,PARTICIPLE,PUNCTUATION,PRONOUN,ADVERB,VERB,PARTICLE,PARTICLE,PRONOUN,NOUN,DEMONSTRATIVE,ADJECTIVE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,
485,ADVERB,NOUN,NOUN,PARTICLE,PARTICLE,NOUN,NOUN,ADVERB,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
486,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,ADVERB,PARTICLE,PARTICIPLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,NOUN,NOUN,ADVERB,ADJECTIVE,NOUN,NOUN,PARTICIPLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,NOUN,PARTICLE,PRONOUN,PARTICIPLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,NOUN,ADJECTIVE,PARTICLE,ADJECTIVE,NOUN,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PRONOUN,PARTICLE,ADVERB,PARTICLE,PARTICLE,PARTICLE,VERB,PARTICLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PARTICLE,NOUN,ADJECTIVE,NOUN,PWH,NOUN,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PARTICLE,PARTICIPLE,PARTICLE,PARTICIPLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,ADJECTIVE,NOUN,PARTICLE,PARTICLE,NOUN,NOUN,NOUN,PARTICLE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
495,ADVERB,ADJECTIVE,NOUN,DEMONSTRATIVE,VERB,ADVERB,PRONOUN,ADJECTIVE,PARTICLE,VERB,PUNCTUATION,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,
496,ADVERB,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,ADVERB,ADJECTIVE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,NOUN,NOUN,PARTICLE,ADJECTIVE,PUNCTUATION,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,NOUN,NOUN,PARTICLE,NOUN,ADJECTIVE,ADJECTIVE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PARTICLE,DEMONSTRATIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,DEMONSTRATIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,NOUN,NOUN,PRONOUN,NOUN,NOUN,PARTICIPLE,VERB,PUNCTUATION,PRONOUN,PWH,NOUN,VERB,NOUN,PUNCTUATION,NOUN,PUNCTUATION,NOUN,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,
504,PWH,PARTICLE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,NOUN,PARTICLE,DEMONSTRATIVE,NOUN,PUNCTUATION,NOUN,PRONOUN,ADVERB,VERB,PUNCTUATION,NOUN,VERB,PUNCTUATION,ADVERB,PRONOUN,VERB,PARTICLE,NOUN,PARTICLE,PRONOUN,NOUN,PARTICLE,NOUN,NOUN,PARTICIPLE,PARTICLE,PARTICIPLE,PRONOUN,PUNCTUATION,,,,,,,,
506,ADVERB,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,ADJECTIVE,PRONOUN,NOUN,PRONOUN,ADJECTIVE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
507,PRONOUN,NOUN,ADVERB,PRONOUN,NOUN,PARTICLE,ADVERB,PARTICIPLE,PUNCTUATION,PUNCTUATION,PWH,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,
508,PRONOUN,PARTICIPLE,PUNCTUATION,PARTICLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,VERB,ADJECTIVE,PUNCTUATION,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,NOUN,RESIDUAL,NOUN,RESIDUAL,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,NOUN,PUNCTUATION,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,RESIDUAL,PUNCTUATION,RESIDUAL,PARTICLE,NOUN,NOUN,NOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,NOUN,NOUN,NOUN,NOUN,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PUNCTUATION,PARTICLE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,VERB,PWH,PRONOUN,DEMONSTRATIVE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,NOUN,PARTICLE,PARTICLE,PRONOUN,PARTICLE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PRONOUN,PARTICLE,VERB,DEMONSTRATIVE,NOUN,PRONOUN,PARTICIPLE,VERB,PARTICLE,PARTICLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
523,PRONOUN,PWH,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PWH,PARTICLE,PRONOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PARTICLE,PARTICIPLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,NOUN,NOUN,PARTICIPLE,DEMONSTRATIVE,NOUN,PARTICIPLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
