Chapter,Verse,Sanskrit ,Word Meanings,Translation 
4,11,हेतुफलाश्रयालम्बनैः संगृहीतत्वादेषामभावे तदभावः,"हेतु = cause, reason; फल = outcome,motive, effect; आश्रय = substratum, mind; आलम्बना = support, object; संगृहीत = inter-connectedness; एषाम = of these; अभावे/अभाव = non-existence, disappearance; तद = its, that
","(The fourfold pillars that sustains samskara i.e.) Cause, Motive, Substratum, and Object (of impression) are interconnected, thus, it (samskara) becomes non-existent when these (four) do so."
4,12,अतीतानागतं स्वरूपतोऽस्त्यध्वभेदाद्धर्माणाम्,"अतीत = past; अनागतं = future; स्व = own; रूप = in form; अस्ति = exist; अध्व = path, route; भेदात = division, difference; धर्म = properties, visible forms, experiential substances
","Time periods of past and future are inherent in the underlying foundation (dharmi* refer 3.14), representing distinct aspects in the same continuum of experiential substances (dharma*)."
4,13,ते व्यक्तसूक्ष्मा गुणात्मानः,"ते = they, these; व्यक्त = manifest; सूक्ष्म = subtle; गुण = fundamental qualities of nature; आत्मा = self, essence
","Each of these (past, present or future), whether manifest or subtle, displays characteristics that stem from the fundamental qualities of nature (tri-gunas)."
4,14,परिणामैकत्वाद्वस्तुतत्त्वम्,"परिणाम = development, change, transformation; एकत्व = oneness, singularity; वस्तु = object, substance; तत्त्वम = thatness, elemental quality, principle
",The uniformity in/of the transformation is due to the singularity in the elemental quality (or principles).
4,15,वस्तुसाम्ये चित्तभेदात्तयोर्विभक्तः पन्थाः,"वस्तु = object, substance; साम्ये = equality; चित्त = consciousness; भेद = division, difference; तयो = of both; विभक्त = separation; पन्थ = path
","Because there is a multiplicity of minds (perceiving an object) but yet the object remains consistent, there is a difference in nature between the object and the mind (of the observer)."
4,16,न चैकचित्ततन्त्रं वस्तु तदप्रमाणकं तदा किं स्यात्,"न = not; च = and; एक = one; चित्त = consciousness; तन्त्रं = dependent; वस्तु = object, substance; तद = that, these; अप्रमाणकं = unobserved; तदा = then; किं = what; स्यात = could be
","An object is not dependant on a single mind (for its exixtence); if it were, then what happens to it when it is not perceived (by that particular mind)?"
4,17,तदुपरागापेक्षित्वाच्चित्तस्य वस्तु ज्ञाता ज्ञातम्,"तद  = its, that; उपराग = coloring; अपेक्षित = necessity; चित्त = consciousness; वस्तु = object, substance; ज्ञाता = known; ज्ञातम = not known
",A thing is either known or not known by the mind depending on whether it is noticed by the mind.
4,18,सदाज्ञाताश्चित्तवृत्तयस्तत्प्रभोः पुरुषस्यापरिणामित्वात्,"सदा = always; ज्ञात = known; चित्त = consciousness; वृत्ति = patterning, turnings, movements; तद = that, these; प्रभो = superior; पुरुष = pure awareness; अपरिणाम = immutability","The permutations of the mind are always known its master, the purusa soul, because of the soul's unchanging nature."
4,19,न तत्स्वाभासं दृश्यत्वात्,"न = not; तत = that, these; स्व = own; आभासं = luminosity; दृश्यत्वात = seen-ness
","Nor is the mind self-illuminating, because of its nature as the object of perception."
4,20,एकसमये चोभयानवधारणम्,एक = one; समय = circumstance; च = and; उभय = both; अनवधारणम = not perceiving,There cannot be discernment of both (the mind and the object it perceives) at the same time. 
4,21,चित्तान्तरदृश्ये बुद्धिबुद्धेरतिप्रसङ्गः स्मृतिसंकरश्च,"चित्त = consciousness; आन्तर = other; दृश्य = seen; बुद्धि = perception, cognition; बुद्धे = perception, cognition; अतिप्रसङ्ग = regress; स्मृति = memory, mindfulness, depth memory; संकर = confusion, mixing up; च = and
","If (the mind) were cognized by another mind, then there would be an infinite regress of one intelligence (being known) by another intelligence. Moreover, there would also be confusion of memory."
4,22,चित्तेरप्रतिसंक्रमायास्तदाकारापत्तौ स्वबुद्धिसंवेदनम्,"चित्त = pure awareness; अप्रतिसंक्रमाय = immobile, unchanging; तद = its, that; आकार = shape; आपत्तौ = assumes, occurs; स्व = own; बुद्धि = perception, intelligence; संवेदनम = sensitivity","Although it is unchanging, consciousness becomes aware of its own intelligence by means of pervading the forms assumed by the intelligence."
4,23,द्रष्टृदृश्योपरक्तं चित्तं सर्वार्थम्,"दृष्टा = seer, pure awareness, दृश्य = what is seen, उपरक्तं  = colored; चित्त = consciousness; सर्व = all; अर्थ = meaning, purpose, approach, object","The mind, colored by the seer as well as by that which is seen, knows all objects."
4,24,तदसंख्येयवासनाभिश्चित्रमपि परार्थं संहत्यकारित्वात्,"तद = that, these; असंख्य = countless; वासना = latent properties, traits; चित्रम = variegated, spotted; अपि = also; परा = other; अर्थ = meaning, purpose, approach, object; संहत्य = compound; कारित्वात = activity","That mind, with its countless variegated subliminal impressions, exists for another entity (other than itself) because it operates in conjunction (with other instruments)."
4,25,विशेषदर्शिन आत्मभावभावनानिवृत्तिः,"विशेष = difference, distinction, distinct, particular; दर्शिन = one who sees; आत्मा = self, essence; भाव = being, becoming; भावना = realizing, becoming; अनिवृत्ति = cessation
","For one who sees the distinction (between the mind and the soul), reflecting on the nature of the self ceases."
4,26,तदा विवेकनिम्नं कैवल्यप्राग्भारं चित्तम्,"तद = then; विवेक = discrimination; निम्न = bent, inclined toward; कैवल्य = emancipation, isolation of pure awareness; प्राग = before; भार = load; चित्त = consciousness
","At that point, the mind, inclined towards discrimination, gravitates toward ultimate liberation."
4,27,तच्छिद्रेषु प्रत्ययान्तराणि संस्कारेभ्यः,"तद = that, these; छिद्रेषु = gap; प्रत्यय = perception, thought, intention, representation; अन्तराणि = other; संस्कार = latent impressions
",During the intervals (in this state of discriminate awareness) other ideas (arise) because of previous samskaras.
4,28,हानमेषां क्लेशवदुक्तम्,"हानम = cessation; एषां = of these; क्लेश = like the causes of suffering; उक्तम = described, explained
",The removal (of these previous samskaras) is said to be like (the removal) of the klesa afflictions.
4,29,प्रसंख्यानेऽप्यकुसीदस्य सर्वथा विवेकख्यातेर्धर्ममेघः समाधिः,"प्रसंख्य = elevation, summit; अपि = also; अकुसीदस्य = one without greed; सर्वथा = in all circumstances; विवेक = discrimination; ख्याति = seeing; धर्म = property, visible form, experiential, substance, मेघ = cloud, rain showers; समाधि = oneness, integration
","For one who has no interest even in (the fruits) of meditative wisdom on account of the highest degree of discriminative insight, the samadhi called dharma-megha, cloud of virtue, ensues. "
4,30,ततः क्लेशकर्मनिवृत्तिः,"तत = therefore, from these, from that; क्लेश = cause of suffering, corruption, hindrance, affliction, poison; कर्म = action; निवृत्ति = cessation
",From this comes the cessation of the klesas (impediments to yoga) and karma.
4,31,तदा सर्वावरणमलापेतस्य ज्ञानस्याऽऽनन्त्याज्ज्ञेयमल्पम्,"तद = then; सर्व = all; आवरण = covering, veil, layer; मल = imperfection; अपतस्य = removed; ज्ञान = knowledge, insight; अनंत्यत = infinity, the boundless; ज्ञान = to be known; अल्पम = little
","At this point, because of the unlimited nature of knowledge when all impurities have been removed from it, that which remains to be known is little."
4,32,ततः कृतार्थानां परिणामक्रमसमाप्तिर्गुणानाम्,"ततः = therefore, from these, from that; कृत = done, accomplished; अर्थ= meaning, purpose, approach, object; परिणाम = transformation; क्रम = sequence, flow, succession; समाप्ति = termination; गुण = fundamental qualities of nature
","As a result, there is a cessation of the ongoing permutations of the gunas, their purpose now fulfilled."
4,33,क्षणप्रतियोगी परिणामापरान्तनिर्ग्राह्यः क्रमः,"क्षण = moment; प्रतियोगी = corresponding; परिणाम = transformation; अपरा = other; अंत = end; निर्ग्राह्य = graspable; क्रम = sequence, flow, succession
",The progression (of any object through Time) corresponds to a (series of) moments. It is perceivable at the final (moment) of change.
4,34,पुरुषार्थशून्यानां गुणानां प्रतिप्रसवः कैवल्यं स्वरूपप्रतिष्ठा वा चितिशक्तिरिति,"पुरुष = pure awareness; अर्थ = meaning, purpose, approach, object; शुन्य = empty; गुण = fundamental qualities of nature; प्रति = with regard to, toward, reversing; प्रसव = flow, motion, creation, inception; कैवल्य = emancipation, isolation of pure awareness; स्व = own; रूप = form; प्रतिष्ठा = foundation; वा = or; चिति = pure seeing; शक्ति = power; इति = that’s all, finis","Ultimate liberation is when the gunas, devoid of any purpose for the purusa, return to their original (latent) state; in other words, when the power of consciousness is situated in its own essential nature."
