Chapter,Verse,Sanskrit
40,30,पिता हि राजा काकुत्स्थः श्रीमान् सन्नस्तदाऽभवत् | परिपूर्णः शशी काले ग्रहेणोपप्लुतो यथा ||
40,31,स च श्रीमानचिन्त्यात्मा रामो दशरथात्मजः | सूतं सञ्चोदयामास त्वरितं वाह्यतामिति ||
40,32,रामो याहीति सूतं तं तिष्ठेति स जनस्तदा | उभयं नाशकत्सूतः कर्तुमध्वनि चोदितः ||
40,33,निर्गच्छति महाबाहौ रामे पौरजनाश्रुभिः | पतितैरभ्यवहितं प्रशशाम महीरजः ||
40,34,रुदिताश्रुपरिद्यूनं हाहाकृतमचेतनम् | प्रयाणे राघवस्यासीत्पुरं परमपीडितम् ||
40,35,सुस्राव नयनैः स्त्रीणामस्रमायाससम्भवम् | मीनसङ्क्षोभचलितै स्सलिलं पङ्कजैरिव ||
40,36,दृष्ट्वा तु नृपति श्श्रीमानेकचित्तगतं पुरम् | निपपातैव दुःखेन हतमूल इव द्रुमः ||
40,37,ततो हलहलाशब्दो जज्ञे रामस्य पृष्ठतः | नराणां प्रेक्ष्य राजानं सीदन्तं भृशदुःखितम् ||
40,38,हा रामेति जनाः केचिद्राममातेति चापरे | अन्तःपुरं समृद्धं च क्रोशन्तः पर्यदेवयन् ||
40,39,अन्वीक्षमाणो रामस्तु विषण्णं भ्रान्तचेतसम् | राजानं मातरं चैव ददर्शानुगतौ पथि ||
40,40,स बद्ध इव पाशेन किशोरो मातरं यथा | धर्मपाशेन सङ्क्षिप्तः प्रकाशं नाभ्युदैक्षत ||
40,41,पदातिनौ च यानार्हावदुःखार्हौ सुखोचितौ | दृष्ट्वा सञ्चोदयामास शीघ्रं याहीति सारथिम् ||
40,42,न हि तत्पुरुषव्याघ्रो दुःखदं दर्शनं पितुः | मातुश्च सहितुं शक्तस्तोत्रार्दित इव द्विपः ||
40,43,प्रत्यगारमिवायान्ती वत्सला वत्सकारणात् | बद्धवत्सा यथा धेनू राममाताभ्यधावत ||
40,44,तथा रुदन्तीं कौसल्यां रथं तमनुधावतीम् | क्रोशन्तीं राम रामेति हा सीते लक्ष्मणेति च ||
40,45,रामलक्ष्मणसीतार्थं स्रवन्तीं वारि नेत्रजम् | असकृत्प्रैक्षत तदा नृत्यन्तीमिव मातरम् ||
40,46,तिष्ठेति राजा चुक्रोश याहि याहीति राघवः | सुमन्त्रस्य बभूवात्मा चक्रयोरिव चान्तरा ||
40,47,नाश्रौषमिति राजानमुपालब्धोऽपि वक्ष्यसि | चिरं दुःखस्य पापिष्ठमिति रामस्तमब्रवीत् ||
40,48,रामस्य स वचः कुर्वन्ननुज्ञाप्य च तं जनम् | व्रजतोऽपि हयान् शीघ्रं चोदयामास सारथिः ||
40,49,न्यवर्तत जनो राज्ञो रामं कृत्वा प्रदक्षिणम् | मनसाप्यश्रुवेगैश्च न न्यवर्तत मानुषम् ||
40,50,यमिच्छेत्पुनरायान्तं नैनं दूरमनुव्रजेत् | इत्यमात्या महाराजमूचुर्दशरथं वचः ||
40,51,तेषां वचः सर्वगुणोपपन्नं प्रस्विन्नगात्रः प्रविषण्णरूपः | निशम्य राजा कृपणः सभार्यो व्यवस्थितस्तं सुतमीक्षमाणः ||
41,1,तस्मिन्स्तु पुरुषव्याघ्रे विनिर्याति कृताञ्जलौ | आर्तशब्दोऽहि सञ्जज्ञे स्त्रीणामन्त:पुरे महान् ||
41,2,अनाथस्य जनस्यास्य दुर्बलस्य तपस्विनः | यो गतिश्शरणं चासीत्स नाथः क्व नु गच्छति ||
41,3,न क्रुध्यत्यभिशप्तोऽपि क्रोधनीयानि वर्जयन् | क्रुद्धान्प्रसादयन्सर्वान् समदुःखः क्व गज्छति ||
41,4,कौशल्यायां महातेजा यथा मातरि वर्तते | तथा यो वर्ततेऽस्मासु महात्मा क्व नु गच्छति ||
41,5,कैकेय्या क्लिश्यमानेन राज्ञा सञ्चोदितो वनम् | परित्राता जनस्यास्य जगतः क्व नु गच्छति ||
41,6,अहो निश्चेतनो राजा जीवलोकस्य सम्प्रियम् | धर्म्यं सत्यव्रतं रामं वनवासे प्रवत्स्यति ||
41,7,इति सर्वा महिष्यस्ता विवत्सा इव धेनवः | रुरुदुश्चैव दुःखार्ताः सस्वरं च विचुक्रुशुः ||
41,8,स तमन्तः पुरे घोरमार्तशब्दं महीपतिः | पुत्रशोकाभिसन्तप्तः श्रुत्वा चासीत्सुदुःखितः ||
41,9,नाग्निहोत्राण्यहूयन्त नापचन् गृहमेधिनः अकुर्वन्न प्रजाः कार्यं सूर्यश्चान्तरधीयत ||
41,10,व्यसृजन् कबलान्नागा गावो वत्सान्न पाययन् | पुत्रं प्रथमजं लब्ध्वा जननी नाभ्यनन्दत ||
41,11,त्रिशङ्कुर्लोहिताङ्गश्च बृहस्पतिबुधावपि | दारुणा स्सोममभ्येत्य ग्रहास्सर्वे व्यवस्थिताः ||
41,12,नक्षत्राणि गतार्चींषि ग्रहाश्च गततेजसः | विशाखास्तु सधूमाश्च नभसि प्रचकाशिरे ||
41,13,कालिकानिलवेगेन महोदधिरिवोत्थितः | रामे वनं प्रव्रजिते नगरं प्रचचाल तत् ||
41,14,दिशः पर्याकुलास्सर्वा स्तिमिरेणेव संवृताः | न ग्रहो नापि नक्षत्रं प्रचकाशे नकिञ्चन ||
41,15,अकस्मान्नागरस्सर्वो जनो दैन्यमुपागमत् | आहारे वा विहारे वा न कश्चिदकरोन्मनः ||
41,16,शोकपर्यायसन्तप्त स्सततं दीर्घमुच्छवसन् | अयोध्यायां जनस्सर्व श्शुशोच जगतीपतिम् ||
41,17,बाष्पपर्याकुलमुखो राजमार्गगतो जनः | न हृष्टो लक्ष्यते कश्चित्सर्व श्शोकपरायणः ||
41,18,न वाति पवन श्शीतो न शशी सौम्यदर्शनः | न सूर्यस्तपते लोकं सर्वं पर्याकुलं जगत् ||
41,19,अनर्थिनस्सुताः स्त्रीणां भर्तारो भ्रातरस्तथा | सर्वे सर्वं परित्यज्य राममेवान्वचिन्तयन् ||
41,20,ये तु रामस्य सुहृद स्सर्वे ते मूढचेतसः | शोकभारेण चाक्रान्ता श्शयनं न जहुस्तदा ||
41,21,ततस्त्वयोध्या रहिता महात्मना पुरन्दरेणेव मही सपर्वता | चचाल घोरं भयशोकपीडिता सनागयोधाश्वगणा ननाद च ||
42,1,यावत्तु निर्यतस्तस्य रजोरूपमदृश्यत | नैवेक्ष्वाकुवरस्तावत्सञ्जहारात्मचक्षुषी ||
42,2,यावद्राजा प्रियं पुत्रं पश्यत्यत्यन्तधार्मिकम् | तावद्व्यवर्धते वास्य धरण्यां पुत्रदर्शने ||
42,3,न पश्यति रजोऽप्यस्य यदा रामस्य भूमिपः | तदाऽऽर्तश्च विषण्णश्च पपात धरणीतले ||
42,4,तस्य दक्षिणमन्वागात्कौसल्या बाहुमङ्गना | वामं चास्यान्वगात्पार्श्वं कैकेयी भरतप्रिया ||
42,5,तां नयेन च सम्पन्नो धर्मेण विनयेन च | उवाच राजा कैकेयीं समीक्ष्य व्यथितेन्द्रियः ||
42,6,कैकेयि मा ममाङ्गानि स्प्राक्षीस्त्वं दुष्टचारिणी | न हि त्वां द्रष्टुमिच्छामि न भार्या न च बान्धवी ||
42,7,ये च त्वामनुजीवन्ति नाहं तेषां न ते मम | केवलार्थपरां हि त्वां त्यक्तधर्मां त्यजाम्यहम् ||
42,8,अगृह्णां यच्च ते पाणिमग्निं पर्यणयं च यत् | अनुजानामि तत्सर्वमस्मिन् लोके परत्र च ||
42,9,भरतश्चेत्प्रतीतः स्याद्राज्यं प्राप्येदमव्ययम् | यन्मे स दद्यात्पित्रर्थं मामां तद्दत्तमागमत् ||
42,10,अथ रेणुसमुध्वस्तं समुत्थाप्य नराधिपम् | न्यवर्तत तदा देवी कौशल्या शोककर्शिता ||
42,11,हत्वेव ब्राह्मणं कामात् स्पृष्ट्वाग्निमिव पाणिना | अन्वतप्यत धर्मात्मा पुत्रं सञ्चिन्त्य तापसम् ||
42,12,निवृत्त्यैव निवृत्त्यैव सीदतो रथवर्त्मसु | राज्ञो नातिबभौ रूपं ग्रस्तस्यांशुमतो यथा ||
42,13,विललाप च दुःखार्तः प्रियं पुत्रमनुस्मरन् | नगरान्तमनुप्राप्तं बुध्वा पुत्रमथाब्रवीत् ||
42,14,वाहननां च मुख्यानां वहतां तं ममात्मजम् | पदानि पथि दृश्यन्ते स महात्मा न दृश्यते ||
42,15,यः सुखेषूपधानेषु शेते चन्दनरूषितः | वीज्यमानो महार्हाभिः स्त्रीभिर्मम सुतोत्तमः ||
42,16,स नूनं क्वचिदेवाद्य वृक्षमूलमुपाश्रितः | काष्ठं वा यदि वाश्मानमुपधाय शयिष्यते ||
42,17,उत्थास्यति च मेदिन्याः कृपणः पांसुकुण्ठितः | विनिश्श्वसन् प्रस्रवणात्करेणूनामिवर्षभः ||
42,18,द्रक्ष्यन्ति नूनं पुरुषा दीर्घबाहुं वनेचराः | राममुत्थाय गच्छन्तं लोकनाथमनाथवत् ||
42,19,सा नूनं जनकस्येष्टा सुता सुखसदोचिता | कण्टकाक्रमणाक्लान्ता वनमद्य गमिष्यति ||
42,20,अनभिज्ञा वनानां सा नूनं भयमुपैष्यति | श्वापदानर्दितं श्रुत्वा गम्भीरं रोमहर्षणम् ||
42,21,सकामा भव कैकेयि विधवा राज्यमावस | न हि तं पुरुषव्याघ्रं विना जीवितुमुत्सहे ||
42,22,इत्येवं विलपन् राजा जनौघेनाभिसंवृतः | अपस्नात इवारिष्टं प्रविवेश पुरोत्तमम् ||
42,23,शून्यचत्वरवेश्मान्तां संवृतापणदेवताम् | क्लान्तदुर्बलदुःखार्तां नात्याकीर्णमहापथाम् ||
42,24,तामवेक्ष्य पुरीं सर्वां राममेवानुचिन्तयन् | विलपन् प्राविशद्राजा गृहं सूर्य इवाम्बुदम् ||
42,25,महाह्रदमिवाक्षोभ्यं सुपर्णेन हृतोरगम् | रामेण रहितं वेश्म वैदेह्या लक्ष्मणेन च ||
42,26,अथ गद्गदशब्दस्तु विलपन्मनुजाधिपः | उवाच मृदुमन्दार्थं वचनं दीनमस्वरम् ||
42,27,कौशल्यायां गृहं शीघ्रं राममातुर्नयन्तु माम् | न ह्यन्यत्र ममाश्वासो हृदयस्य भविष्यति ||
42,28,इति ब्रुवन्तं राजानमनयन् द्वारदर्शिनः | कौशल्याया गृहं तत्र न्यवेश्यत विनीतवत् ||
42,29,ततस्तस्य प्रविष्टस्य कौशल्याया निवेशनम् | अधिरुह्यापि शयनं बभूव लुलितं मनः ||
42,30,पुत्रद्वयविहीनं च स्नुषयापि विवर्जितम् | अपश्यद्भवनं राजा नष्टचन्द्रमिवाम्बरम् ||
42,31,तच्च दृष्ट्वा महाराजो भुजमुद्यम्य वीर्यवान् | उच्चैस्स्वरेण चुक्रोश हा राघव जहासि माम् ||
42,32,सुखिता बत तं कालं जीविष्यन्ति नरोत्तमाः | परिष्वजन्तो ये रामं द्रक्ष्यन्ति पुनरागतम् ||
42,33,अथ रात्र्यां प्रपन्नायां कालरात्र्यामिवात्मनः | अर्धरात्रे दशरथः कौशल्यामिदमब्रवीत् ||
42,34,रामं मेऽनुगता दृष्टिरद्यापि न निवर्तते | न त्वा पश्यामि कौसल्ये साधु मां पाणिना स्पृश ||
42,35,तं राममेवानुविचिन्तयन्तं समीक्ष्य देवी शयने नरेन्द्रम् | उपोपविश्याधिकमार्तरूपा विनिश्वसन्ती विललाप कृच्छ्रम् ||
43,1,ततः समीक्ष्य शयने सन्नं शोकेन पार्थिवम् | कौशल्या पुत्रशोकार्ता तमुवाच महीपतिम् ||
43,2,राघवे नरशार्दूले विषमुप्त्वाहिजिह्मगा | विचरिष्यति कैकेयी निर्मुक्तेव हि पन्नगी ||
43,3,विवास्य रामं सुभगा लब्धकामा समाहिता | त्रासयिष्यति मां भूयो दुष्टाहिरिव वेश्मनि ||
43,4,अथ स्म नगरे रामश्चरन् भैक्षं गृहे वसेत् | कामकारो वरं दातुमपि दासं ममात्मजम् ||
43,5,पातयित्वा तु कैकेय्या रामं स्थानाद्यथेष्टतः | प्रदिष्टो रक्षसां भागः पर्वणीवाहिताग्निना ||
43,6,गजराजगतिर्वीरो महाबाहुर्धनुर्धरः | वनमाविशते नूनं सभार्य स्सह लक्ष्मणः ||
43,7,वने त्वदृष्टदुःखानां केकय्यानुमते त्वया | त्यक्तानां वनवासाय कान्ववस्था भविष्यति ||
43,8,ते रत्नहीनास्तरुणाः फलकाले विवासिताः | कथं वत्स्यन्ति कृपणाः फलमूलैः कृताशनाः ||
43,9,अपीदानीं स कालस्स्यान्मम शोकक्षय श्शिवः | सभार्यं यत्सह भ्रात्रा पश्येयमिह राघवम् ||
43,10,श्रृत्वैवोपस्थितौ वीरौ कदायोध्या भविष्यति | यशस्विनी हृष्टजना सूच्छ्रितध्वजमालिनी ||
43,11,कदा प्रेक्ष्य नरव्याघ्रावरण्यात्पुनरागतौ | नन्दिष्यति पुरी हृष्टा समुद्र इव पर्वणि ||
43,12,कदाऽयोध्यां महाबाहुः पुरीं वीरः प्रवेक्ष्यति | पुरस्कृत्य रथे सीतां वृषभो गोवधूमिव ||
43,13,कदा प्राणिसहस्राणि राजमार्गे ममात्मजौ | लाजैरवकिरिष्यन्ति प्रविशन्तावरिन्दमौ ||
43,14,प्रविशन्तौ कदाऽयोध्यां द्रक्ष्यामि शुभकुण्डलौ | उदग्रायुधनिस्त्रिंशौ सश्रृङ्गाविव पर्वतौ ||
43,15,कदासुमनसः कन्याद्विजातीनां फलानि च | प्रदिशन्तः पुरीं हृष्टाः करिष्यन्ति प्रदक्षिणम् ||
43,16,कदा परिणतो बुद्ध्या वयसा चामरप्रभः | अभ्युपैष्यति धर्मज्ञस्त्रिवर्ष इव मां ललन् ||
43,17,निस्संशयं मया मन्ये पुरा वीर कदर्यया | पातुकामेषु वत्सेषु मातृ़णां शातितास्स्तनाः ||
43,18,साहं गौरिव सिंहेन विवत्सा वत्सला कृता | कैकेय्या पुरुषव्याघ्र बालवत्सेव गौर्बलात् ||
43,19,न हि तावद्गुणैर्जुष्टं सर्वशास्त्रविशारदम् | एकपुत्रा विना पुत्रमहं जीवितुमुत्सहे ||
43,20,न हि मे जीविते किञ्चित्सामर्थ्यमिह कल्प्यते | अपश्यन्त्याः प्रियं पुत्रं महाबाहुं महाबलम् ||
43,21,अयं हि मां दीपयते समुत्थितः तनूजशोकप्रभवो हुताशनः | महीमिमां रश्मिभिरुद्धतप्रभः यथा निदाघे भगवान् दिवाकरः ||
44,1,विलपन्ती तथा तां तु कौसल्यां प्रमदोत्तमाम् | इदं धर्मे स्थिता धर्म्यं सुमित्रा वाक्यमब्रवीत् ||
44,2,तवार्ये सद्गुणैर्युक्तः पुत्र स्स पुरुषोत्तमः | किं ते विलपितेनैवं कृपणं रुदितेन वा ||
44,3,यस्तवार्ये गतः पुत्रस्त्यक्त्वा राज्यं महाबलः | साधु कुर्वन् महात्मानं पितरं सत्यवादिनम् ||
44,4,शिष्टैराचरिते सम्यक्छश्वत्प्रेत्यफलोदये | रामो धर्मे स्थित श्रेष्ठो न स शोच्यः कदाचन ||
44,5,वर्तते चोत्तमां वृत्तिं लक्ष्मणोऽस्मिन् सदानघः | दयावान् सर्वभूतेषु लाभस्तस्य महात्मनः ||
44,6,अरण्यवासे यद्दुःखं जानती वै सुखोचिता | अनुगच्छति वैदेही धर्मात्मानं तवात्मजम् ||
44,7,कीर्तिभूतां पताकां यो लोके भ्रमयति प्रभुः | धर्मसत्यव्रतधनः किं न प्राप्तस्तवात्मजः ||
44,8,व्यक्तं रामस्य विज्ञाय शौचं माहात्म्यमुत्तमम् | न गात्रमंशुभि स्सूर्य स्सन्तापयितुमर्हति ||
44,9,शिवस्सर्वेषु कालेषु काननेभ्यो विनिस्सृतः | राघवं युक्तशीतोष्णस्सेविष्यति सुखोऽनिलः ||
44,10,शयानमनघं रात्रौ पितेवाभिपरिष्वजन् | रश्मिभि स्संस्पृशन् शीतैश्चन्द्रमाह्लादयिष्यति ||
44,11,ददौ चास्त्राणि दिव्यानि यस्मै ब्रह्मा महौजसे | दानवेन्द्रं हतं दृष्ट्वा तिमिध्वजसुतं रणे ||
44,12,स शूरः पुरुषव्याघ्रः स्वबाहुबलमाश्रितः | असन्त्रस्तोऽप्यरणस्थो वेश्मनीव निवत्स्यति ||
44,13,यस्येषुपथमासाद्य विनाशं यान्ति शत्रवः | कथं न पृथिवी तस्य शासने स्थातुमर्हति ||
44,14,या श्री श्शौर्यं च रामस्य या च कल्याणसत्वता | निवृत्तारण्यवास स्स क्षिप्रं राज्यमवाप्स्यति ||
44,15,सूर्यस्यापि भवेत्सूर्यो ह्यग्नेरग्नि प्रभोः प्रभुः | श्रियः श्रीश्च भवेदग्र्या कीर्तिः कीर्त्याः क्षमाक्षमा ||
44,16,दैवतं दैवतानां च भूतानां भूतसत्तमः | तस्य के ह्यगुणा देवि वने वाप्यथवा पुरे ||
44,17,पृथिव्या सह वैदेह्या श्रिया च पुरुषर्षभः | क्षिप्रं तिसृभिरेताभि स्सह रामोऽभिषेक्ष्यते ||
44,18,दुःखजं विसृजन्त्यस्रं निष्क्रामन्तमुदीक्ष्य यम् | अयोध्यायां जनास्सर्वे शोकवेगसमाहताः ||
44,19,कुशचीरधरं देवं गच्छन्तमपराजितम् | सीतेवानुगता लक्ष्मी स्तस्य किं नाम दुर्लभम् ||
44,20,धनुर्ग्रहवरो यस्य बाणखड्गास्त्रभृत्स्वयम् | लक्ष्मणो व्रजति ह्यग्रे तस्य किं नाम दुर्लभम् ||
44,21,निवृत्तवनवासं तं द्रष्टासि पुनरागतम् | जहिशोकं च मोहं च देवि सत्यं ब्रवीमि ते ||
44,22,शिरसा चरणावेतौ वन्दमानमनिन्दिते पुनर्द्रक्ष्यसि कल्याणि पुत्रं चन्द्रमिवोदितम् ||
44,23,पुनः प्रविष्टं दृष्ट्वा तमभिषिक्तं महाश्रियम् | समुत्स्रक्ष्यसि नेत्राभ्यां क्षिप्रमानन्दजं पयः ||
44,24,मा शोको देवि दुःखं वा न रामे दृश्यतेऽशिवम् | क्षिप्रं द्रक्ष्यसि पुत्रं त्वं ससीतं सहलक्ष्मणम् ||
44,25,त्वया शेषो जनश्चैव समाश्वास्यो यदाऽनघे | किमिदानीमिदं देवि करोषि हृदि विक्लबम् ||
44,26,नार्हा त्वं शोचितुं देवि यस्यास्ते राघवस्सुतः | न हि रामात्परो लोके विद्यते सत्पथे स्थितः ||
44,27,अभिवादयमानं तं दृष्ट्वा ससुहृदं सुतम् | मुदाऽश्रृ मोक्ष्यसे क्षिप्रं मेघलेखेव वार्षिकी ||
44,28,पुत्रस्ते वरदः क्षिप्रमयोध्यां पुनरागतः | पाणिभ्यां मृदुपीनाभ्यां चरणौ पीडयिष्यति ||
44,29,अभिवाद्य नमस्यन्तं शूरं ससुहृदं सुतम् | मुदाऽस्रैः प्रोक्ष्यसि पुनर्मेघराजिरिवाचलम् ||
44,30,आश्वासयन्ती विविधैश्च वाक्यै र्वाक्योपचारे कुशलाऽनवद्या | रामस्य तां मातरमेवमुक्त्वा देवी सुमित्रा विरराम रामा ||
44,31,निशम्य तल्लक्ष्मणमातृवाक्यं रामस्य मातुर्नरदेवपत्न्या: | सद्यश्शरीरे विननाश शोकः शरद्गतो मेघ इवाल्पतोयः ||
45,1,अनुरक्ता महात्मानं रामं सत्यपराक्रमम् | अनुजग्मुः प्रयान्तं तं वनवासाय मानवाः ||
45,2,निवर्तितेऽपि च बलात्सुहृद्वर्गे च राजनि | नैव ते संन्यवर्तन्त रामस्यानुगता रथम् ||
45,3,अयोध्यानिलयानां हि पुरुषाणां महायशाः | बभूव गुणसम्पन्नः पूर्णचन्द्र इव प्रियः ||
45,4,स याच्यमानः काकुत्स्थः स्वाभिः प्रकृतिभिस्तदा | कुर्वाणः पितरं सत्यं वनमेवान्वपद्यत ||
45,5,अवेक्षमाणः सस्नेहं चक्षुषा प्रपिबन्निव | उवाच रामः स्नेहेन ताः प्रजाः स्वाः प्रजा इव ||
45,6,या प्रीतिर्बहुमानश्च मय्ययोध्यानिवासिनाम् | मत्प्रियार्थं विशेषेण भरते सा निवेश्यताम् ||
45,7,स हि कल्याणचारित्रः कैकेय्यानन्दवर्धनः | करिष्यति यथावद्वः प्रियाणि च हितानि च ||
45,8,ज्ञानवृद्धो वयोबालो मृदुर्वीर्यगुणान्वितः | अनुरूपः स वो भर्ता भविष्यति भयापहः ||
45,9,स हि राजगुणैर्युक्तो युवराजः समीक्षितः | अपि चापि मया शिष्टैः कार्यं वो भर्तृशासनम् ||
45,10,न च सन्तप्येद्यथा चासौ वनवासं गते मयि | महाराजस्तथा कार्यो मम प्रियचिकीर्षया ||
45,11,यथा यथा दाशरथि र्धर्म एवास्थितोऽभवत् | तथा तथा प्रकृतयो रामं पतिमकामयन् ||
45,12,बाष्पेण पिहितं दीनं रामः सौमित्रिणा सह | चकर्षेव गुणैर्बद्ध्वा जनं पुरनिवासिनम् ||
45,13,ते द्विजास्त्रिविधं वृद्धा ज्ञानेन वयसौजसा | वयः प्रकम्पशिरसो दूरादूचुरिदं वचः ||
45,14,वहन्तो जवना रामं भो भो जात्यास्तुरङ्गमाः | निवर्तध्वं न गन्तव्यं हिता भवत भर्तरि ||
45,15,कर्णवन्ति हि भूतानि विशेषेण तुरङ्गमाः | यूयं तस्मान्निवर्तध्वं याचनां प्रतिवेदिताः ||
45,16,धर्मतः स विशुद्धात्मा वीरः शुभदृढव्रतः | उपवाह्यस्तु वो भर्ता नापवाह्यः पुराद्वनम् ||
45,17,एवमार्तप्रलापांस्तान् वृद्धान् प्रलपतो द्विजान् | अवेक्ष्य सहसा रामो रथादवततार ह ||
45,18,पद्भ्यामेव जगामाथ ससीत स्सहलक्ष्मणः | सन्निकृष्टपदन्यासो रामो वनपरायणः ||
45,19,द्विजातींस्तु पदातींस्तान् रामश्चारित्रवत्सलः | न शशाक घृणाचक्षुः परिमोक्तुं रथेन सः ||
45,20,गच्छन्तमेव तं दृष्ट्वा रामं सम्भ्रान्तचेतसः | ऊचुः परमसन्तप्ता रामं वाक्यमिदं द्विजाः ||
45,21,ब्राह्मण्यं सर्वमेतत्त्वां ब्रह्मण्यमनुगच्छति | द्विजस्कन्धाधिरूढास्त्वामग्नयोऽप्यनुयान्त्यमी ||
45,22,वाजपेयसमुत्थानि छत्राण्येतानि पश्य नः | पृष्ठतोऽनुप्रयातानि मेघानिव जलात्यये ||
45,23,अनवाप्तातपत्रस्य रश्मिसन्तापितस्य ते | एभिश्छायां करिष्यामः स्वैश्छत्रैर्वाजपेयिकैः ||
45,24,या हि नः सततं बुद्धिर्वेदमन्त्रानुसारिणी | त्वत्कृते सा कृता वत्स वनवासानुसारिणी ||
45,25,हृदयेष्वेव तिष्ठन्ति वेदा ये नः परं धनम् | वत्स्यन्त्यपि गृहेष्वेव दाराश्चारित्ररक्षिताः ||
45,26,न पुनर्निश्चयः कार्यस्त्वद्गतौ सुकृता मतिः | त्वयि धर्मव्यपेक्षे तु किं स्याद्धर्मपथे स्थितम् ||
45,27,याचितो नो निवर्तस्व हंसशुक्लशिरोरुहैः | शिरोभिर्निभृताचार महीपतनपांसुलैः ||
45,28,बहूनां वितता यज्ञा द्विजानां य इहागताः | तेषां समाप्तिरायत्ता तव वत्स निवर्तने ||
45,29,भक्तिमन्ति हि भूतानि जङ्गमाजङ्गमानि च | याचमानेषु राम त्वं भक्तिं भक्तेषु दर्शय ||
45,30,अनुगन्तुमशक्ता स्त्वां मूलैरुद्धतवेगिनः | उन्नता वायुवेगेन विक्रोशन्तीव पादपाः ||
45,31,निश्चेष्टाहारसञ्चारा वृक्षैकस्थानविष्ठिताः | पक्षिणोऽपि प्रयाचन्ते सर्वभूतानुकम्पिनम् ||
45,32,एवं विक्रोशतां तेषां द्विजातीनां निवर्तने | ददृशे तमसा तत्र वारयन्तीव राघवम् ||
45,33,ततः सुमन्त्रोऽपि रथाद्विमुच्य श्रान्तान्हयान्सम्परिवर्त्य शीघ्रम् | पीतोदकांस्तोयपरिप्लुताङ्गा नचारयद्वै तमसाविदूरे ||
46,1,ततस्तु तमसातीरं रम्यमाश्रित्य राघवः | सीतामुद्वीक्ष्य सौमित्रिमिदं वचनमब्रवीत् ||
46,2,इयमद्य निशा पूर्वा सौमित्रे प्रहिता वनम् | वनवासस्य भद्रं ते स नोत्कण्ठितुमर्हसि ||
46,3,पश्य शून्यान्यरण्यानि रुदन्तीव समन्ततः | यथानिलयमायद्भिर्निलीनानि मृगद्विजैः ||
46,4,अद्यायोध्या तु नगरी राजधानी पितुर्मम | सस्त्रीपुंसा गतानस्माञ्शोचिष्यति न संशयः ||
46,5,अनुरक्ता हि मनुजा राजानं बहुभिर्गुणैः | त्वां च मां च नरव्याघ्र शत्रुघ्न भरतौ तथा ||
46,6,पितरं चानुशोचामि मातरं च यशस्विनीम् | अपि वान्धौ भवेतां तु रुदन्तौ तावभीक्ष्णशः ||
46,7,भरतः खलु धर्मात्मा पितरं मातरं च मे | धर्मार्थकामसहितैर्वाक्यैर्वाश्वासयिष्यति ||
46,8,भरतस्यानृशंसत्वं विचिन्त्याहं पुनः पुनः | नानुशोचामि पितरं मातरं चापि लक्ष्मण ||
46,9,त्वया कार्यं नरव्याघ्र मामनुव्रजता कृतम् | अन्वेष्टव्या हि वैदेह्या रक्षणार्थे सहायता ||
46,10,अद्भिरेव तु सौमित्रे वत्स्याम्यद्य निशामिमाम् | एतध्दि रोचते मह्यं वन्येऽपि विविधे सति ||
46,11,एवमुक्त्वा तु सौमित्रिं सुमन्त्रमपि राघवः | अप्रमत्तस्त्वमश्वेषु भव सौम्येत्युवाच ह ||
46,12,सोऽश्वान्सुमन्त्रः संयम्य सूर्येऽस्तं समुपागते | प्रभूतयवसान् कृत्वा बभूव प्रत्यनन्तरः ||
46,13,उपास्य तु शिवां सन्ध्यां दृष्ट्वा रात्रिमुपस्थिताम् | रामस्य शयनं चक्रे सूतः सौमित्रिणा सह ||
46,14,तां शय्यां तमसातीरे वीक्ष्य वृक्षदलैः कृताम् | रामः सौमित्रिणा सार्धं सभार्यस्संविवेश ह ||
46,15,सभार्यं सम्प्रसुप्तं तं भ्रातरं वीक्ष्य लक्ष्मणः | कथयामास सूताय रामस्य विविधान् गुणान् ||
46,16,जाग्रतो ह्येव तां रात्रिं सौमित्रेरुदितो रविः | सूतस्य तमसातीरे रामस्य ब्रुवतो गुणान् ||
46,17,गोकुलाकुलतीरायास्तमसाया विदूरतः | अवसत्तत्र तां रात्रिं रामः प्रकृतिभिस्सह ||
46,18,उत्थाय स महातेजाः प्रकृतीस्ता निशाम्य च | अब्रवीद्भ्रातरं रामो लक्ष्मणं पुण्यलक्षणम् ||
46,19,अस्मद्व्यपेक्षान् सौमित्रे निरपेक्षान् गृहेष्वपि | वृक्षमूलेषु संसुप्तान् पश्य लक्ष्मण साम्प्रतम् ||
46,20,यथैते नियमं पौराः कुर्वन्त्यस्मन्निवर्तने | अपि प्राणान्न्यसिष्यन्ति न तु त्यक्ष्यन्ति निश्चयम् ||
46,21,यावदेव तु संसुप्ता स्तावदेव वयं लघु | रथमारुह्य गच्छामः पन्थानमकुतोभयम् ||
46,22,अतो भूयोऽपि नेदानीमिक्ष्वाकुपुरवासिनः | स्वपेयुरनुरक्ता मां वृक्षमूलानि संश्रिताः ||
46,23,पौरा ह्यात्मकृताद्दुःखाद्विप्रमोच्या नृपात्मजैः | न तु खल्वात्मना योज्या दुःखेन पुरवासिनः ||
46,24,अब्रवील्लक्ष्मणो रामं साक्षाद्धर्ममिवस्थितम् | रोचते मे तथा प्राज्ञ क्षिप्र मारुह्यतामिति ||
